# energy_eV,Re_epsilon,Im_epsilon
1.000000000000000056e-01,3.384489418847040838e+02,-2.387931928884074466e+02
1.100000000000000006e-01,3.111419143443013695e+02,-1.819957292956753463e+02
1.199999999999999956e-01,2.839627263277290012e+02,-1.362788737417992309e+02
1.300000000000000044e-01,2.573707812552137852e+02,-9.967798406736530126e+01
1.399999999999999856e-01,2.317719100532850689e+02,-7.067187088807980899e+01
1.499999999999999667e-01,2.075093903862512263e+02,-4.802638325150253706e+01
1.599999999999999756e-01,1.848580136116178494e+02,-3.070262846441303495e+01
1.699999999999999845e-01,1.640212567881090422e+02,-1.780295665323249210e+01
1.799999999999999656e-01,1.451314618208721470e+02,-8.539499843454001038e+00
1.899999999999999467e-01,1.282527829880481249e+02,-2.216237915169469552e+00
1.999999999999999556e-01,1.133865449467789972e+02,1.780980226945976463e+00
2.099999999999999645e-01,1.004785614415140316e+02,3.989997260317432737e+00
2.199999999999999456e-01,8.942790391917105808e+01,4.875765194816784387e+00
2.299999999999999267e-01,8.009658056108706603e+01,4.833072965000696719e+00
2.399999999999999356e-01,7.231958924086018214e+01,4.189475493016262320e+00
2.499999999999999445e-01,6.591484004865557722e+01,3.208919938091977730e+00
2.599999999999998979e-01,6.069250008229010973e+01,2.096280466582050916e+00
2.699999999999999067e-01,5.646338973288295193e+01,1.002809351372778490e+00
2.799999999999999156e-01,5.304614942098003638e+01,3.237113898824824781e-02
2.899999999999999245e-01,5.027299207201293285e+01,-7.517639833832330254e-01
2.999999999999999334e-01,4.799395310226616118e+01,-1.319840438851924036e+00
3.099999999999998868e-01,4.607964042965388529e+01,-1.668538607743311530e+00
3.199999999999998956e-01,4.442256706112154063e+01,-1.814171910220291339e+00
3.299999999999999045e-01,4.293721435826273591e+01,-1.786400495821302004e+00
3.399999999999998579e-01,4.155902270286244260e+01,-1.622654101370486490e+00
3.499999999999998668e-01,4.024253691825135348e+01,-1.363399873809698182e+00
3.599999999999998757e-01,3.895894671959024436e+01,-1.048331315579392076e+00
3.699999999999998845e-01,3.769325910743373953e+01,-7.134968571361123280e-01
3.799999999999998934e-01,3.644132236980480855e+01,-3.893348456593638263e-01
3.899999999999998468e-01,3.520689327176319949e+01,-9.953887477755353486e-02
3.999999999999998557e-01,3.399890350775248038e+01,1.393548131955585911e-01
4.099999999999998646e-01,3.282904205823054156e+01,3.177868967422585178e-01
4.199999999999998179e-01,3.170973001065633312e+01,4.325401500049118608e-01
4.299999999999998268e-01,3.065252652685236967e+01,4.857883127468192175e-01
4.399999999999998357e-01,2.966697121775203883e+01,4.839577410452134409e-01
4.499999999999998446e-01,2.875984078151324397e+01,4.365155277842027171e-01
4.599999999999998535e-01,2.793477720880017046e+01,3.547782252356164734e-01
4.699999999999998068e-01,2.719223131239457203e+01,2.508137681146058173e-01
4.799999999999998157e-01,2.652965835858231713e+01,1.364876373527162678e-01
4.899999999999998246e-01,2.594190126862737245e+01,2.268430936291879890e-02
4.999999999999997780e-01,2.542170002356155578e+01,-8.128225936896202319e-02
5.099999999999997868e-01,2.496027221168978016e+01,-1.680692968314656810e-01
5.199999999999997957e-01,2.454791779045091005e+01,-2.325275826043330940e-01
5.299999999999998046e-01,2.417460992465786163e+01,-2.717630601415051417e-01
5.399999999999998135e-01,2.383054228609971048e+01,-2.850593253978412900e-01
5.499999999999998224e-01,2.350661082630174903e+01,-2.736844696819246137e-01
5.599999999999998312e-01,2.319481444564587136e+01,-2.406060800771152031e-01
5.699999999999997291e-01,2.288856414219514335e+01,-1.901376800013776514e-01
5.799999999999997380e-01,2.258289432233552319e+01,-1.275390685553972892e-01
5.899999999999997469e-01,2.227457332914339361e+01,-5.859224429838304216e-02
5.999999999999997558e-01,2.196211328688998066e+01,1.082598170857401731e-02
6.099999999999997646e-01,2.164568243501857836e+01,7.515402917145175277e-02
6.199999999999997735e-01,2.132692649171471899e+01,1.295181394843225864e-01
6.299999999999997824e-01,2.100870934839078430e+01,1.700483746590510659e-01
6.399999999999996803e-01,2.069478747261103635e+01,1.941206321254650147e-01
6.499999999999996891e-01,2.038943653139245527e+01,2.005101144279088088e-01
6.599999999999996980e-01,2.009705253811993231e+01,1.894457932630638497e-01
6.699999999999997069e-01,1.982175278488812253e+01,1.625607907019692711e-01
6.799999999999997158e-01,1.956700344200422137e+01,1.227400804974607407e-01
6.899999999999997247e-01,1.933530054370137208e+01,7.387410262755716994e-02
6.999999999999997335e-01,1.912792882622832735e+01,2.053422655408440253e-02
7.099999999999997424e-01,1.894481843094833806e+01,-3.240718258057828649e-02
7.199999999999997513e-01,1.878451295653668041e+01,-8.018376498300761046e-02
7.299999999999996492e-01,1.864425411402943311e+01,-1.185372508716213968e-01
7.399999999999996581e-01,1.852017890859089633e+01,-1.440814653586030003e-01
7.499999999999996669e-01,1.840761562607943702e+01,-1.545967330662944839e-01
7.599999999999996758e-01,1.830145583344542715e+01,-1.492277153015722502e-01
7.699999999999996847e-01,1.819657202148686181e+01,-1.285649711125661510e-01
7.799999999999996936e-01,1.808824525960601548e+01,-9.459999878230838932e-02
7.899999999999997025e-01,1.797256495421327216e+01,-5.055442673908869256e-02
7.999999999999996003e-01,1.784676390904920495e+01,-5.954246530941014739e-04
8.099999999999996092e-01,1.770945646651075478e+01,5.053977162552832775e-02
8.199999999999996181e-01,1.756075531132926315e+01,9.797815790426661620e-02
8.299999999999996270e-01,1.740225295327152821e+01,1.371654719805114886e-01
8.399999999999996358e-01,1.723686609225193322e+01,1.642991421261688623e-01
8.499999999999996447e-01,1.706855390738066447e+01,1.766985802382224080e-01
8.599999999999996536e-01,1.690193358387137579e+01,1.730763546382539375e-01
8.699999999999996625e-01,1.674182688176229661e+01,1.536820697576942174e-01
8.799999999999996714e-01,1.659277916471249625e+01,1.203020769634641357e-01
8.899999999999995692e-01,1.645859619094051851e+01,7.611145847613742799e-02
8.999999999999995781e-01,1.634194360117409062e+01,2.538884079220920728e-02
9.099999999999995870e-01,1.624404929965385236e+01,-2.688184559483002001e-02
9.199999999999995959e-01,1.616454012075408997e+01,-7.548688475422313249e-02
9.299999999999996048e-01,1.610143202586261424e+01,-1.154912497344689620e-01
9.399999999999996136e-01,1.605127865985111058e+01,-1.427312213379342831e-01
9.499999999999996225e-01,1.600946775338181993e+01,-1.542424875109445759e-01
9.599999999999995204e-01,1.597064006474929698e+01,-1.485799849636819381e-01
9.699999999999995293e-01,1.592919278787022641e+01,-1.259951208250510157e-01
9.799999999999995381e-01,1.587981993633793465e+01,-8.844906110959090129e-02
9.899999999999995470e-01,1.581803718542307280e+01,-3.945632696233186687e-02
9.999999999999995559e-01,1.574063865342863977e+01,1.623045539843601115e-02
1.009999999999999565e+00,1.564603829365656651e+01,7.306775616865135436e-02
1.019999999999999574e+00,1.553445860300232972e+01,1.252595119977301386e-01
1.029999999999999583e+00,1.540794339661538714e+01,1.673355987032850434e-01
1.039999999999999591e+00,1.527018818960674196e+01,1.947137976836230688e-01
1.049999999999999600e+00,1.512619969236612860e+01,2.041885470020800009e-01
1.059999999999999609e+00,1.498181332341050087e+01,1.942952987281381938e-01
1.069999999999999618e+00,1.484311272914200330e+01,1.655101018600796392e-01
1.079999999999999627e+00,1.471580650066790596e+01,1.202591980283480022e-01
1.089999999999999414e+00,1.460462335314691806e+01,6.273159568245478823e-02
1.099999999999999423e+00,1.451278720782329401e+01,-1.492925579856015398e-03
1.109999999999999432e+00,1.444162767360034749e+01,-6.596902563963136235e-02
1.119999999999999440e+00,1.439036974430333160e+01,-1.240164509469497273e-01
1.129999999999999449e+00,1.435613007104340610e+01,-1.693961124263407558e-01
1.139999999999999458e+00,1.433412740346162373e+01,-1.969649190631864999e-01
1.149999999999999467e+00,1.431809356486482976e+01,-2.032424394926942435e-01
1.159999999999999476e+00,1.430085069008960552e+01,-1.868288835749271071e-01
1.169999999999999485e+00,1.427500248204132660e+01,-1.486265927706297008e-01
1.179999999999999494e+00,1.423367381573715740e+01,-9.183517265288197728e-02
1.189999999999999503e+00,1.417122563982197114e+01,-2.171200772113079588e-02
1.199999999999999512e+00,1.408387175609021291e+01,5.488683777046013401e-02
1.209999999999999520e+00,1.397013100327155044e+01,1.301476532648412066e-01
1.219999999999999529e+00,1.383106222836259924e+01,1.960645530909893575e-01
1.229999999999999538e+00,1.367024909674859856e+01,2.452570084971460729e-01
1.239999999999999325e+00,1.349352555585046609e+01,2.717587920986146988e-01
1.249999999999999334e+00,1.330845843990041111e+01,2.716971118343624036e-01
1.259999999999999343e+00,1.312362882424595156e+01,2.437882093650935167e-01
1.269999999999999352e+00,1.294777579905242249e+01,1.895908657098852312e-01
1.279999999999999361e+00,1.278888302402574162e+01,1.134809234123051458e-01
1.289999999999999369e+00,1.265329786716619331e+01,2.233624235750340109e-02
1.299999999999999378e+00,1.254497387106149908e+01,-7.504993486843007655e-02
1.309999999999999387e+00,1.246491925680647661e+01,-1.687811357378218580e-01
1.319999999999999396e+00,1.241091755101210303e+01,-2.488244086127425758e-01
1.329999999999999405e+00,1.237756244304480013e+01,-3.060417454661099601e-01
1.339999999999999414e+00,1.235661965675736340e+01,-3.331852260400666177e-01
1.349999999999999423e+00,1.233769657377635376e+01,-3.257533522006654803e-01
1.359999999999999432e+00,1.230916857954153976e+01,-2.826145163462681631e-01
1.369999999999999440e+00,1.225928273787618039e+01,-2.063217453718244887e-01
1.379999999999999449e+00,1.217733737325744237e+01,-1.030694923513229277e-01
1.389999999999999458e+00,1.205482292015886792e+01,1.772385389576386708e-02
1.399999999999999467e+00,1.188640672606141280e+01,1.441877809968967472e-01
1.409999999999999254e+00,1.167065318166764776e+01,2.630694878150739990e-01
1.419999999999999263e+00,1.141039036276252538e+01,3.610125713600793040e-01
1.429999999999999272e+00,1.111266399133511662e+01,4.259293549365673615e-01
1.439999999999999281e+00,1.078825664362117109e+01,4.483353223959772871e-01
1.449999999999999289e+00,1.045079160011277253e+01,4.225096270933825227e-01
1.459999999999999298e+00,1.011548281871881727e+01,3.473540777040388661e-01
1.469999999999999307e+00,9.797631230155488424e+00,2.268443049417352697e-01
1.479999999999999316e+00,9.510999018269293614e+00,6.999970611291801703e-02
1.489999999999999325e+00,9.266214338971494158e+00,-1.096591874240573083e-01
1.499999999999999334e+00,9.069366439764342758e+00,-2.951494988656356289e-01
1.509999999999999343e+00,8.920943848278216848e+00,-4.674951793584815052e-01
1.519999999999999352e+00,8.815245970542374465e+00,-6.075144056683431382e-01
1.529999999999999361e+00,8.740362220737489807e+00,-6.977741350884048011e-01
1.539999999999999369e+00,8.678765179688692655e+00,-7.245334221108145067e-01
1.549999999999999378e+00,8.608508923121119594e+00,-6.794846261719115210e-01
1.559999999999999165e+00,8.504965165572851760e+00,-5.611061339230567491e-01
1.569999999999999174e+00,8.342973380015912710e+00,-3.754623888172047286e-01
1.579999999999999183e+00,8.099231849802659866e+00,-1.363260232057970367e-01
1.589999999999999192e+00,7.754719624966839753e+00,1.354496736623543585e-01
1.599999999999999201e+00,7.296918735224485530e+00,4.133156673779980195e-01
1.609999999999999210e+00,6.721604707326606309e+00,6.671075101919207162e-01
1.619999999999999218e+00,6.033992878607143950e+00,8.656896136961561572e-01
1.629999999999999227e+00,5.249067905744323248e+00,9.799687312967546582e-01
1.639999999999999236e+00,4.390982167472323283e+00,9.860308701736542059e-01
1.649999999999999245e+00,3.491481682423774657e+00,8.681222467249680719e-01
1.659999999999999254e+00,2.587400472837535048e+00,6.211828036059551250e-01
1.669999999999999263e+00,1.717349667979399808e+00,2.526527096870223033e-01
1.679999999999999272e+00,9.178091022957461931e-01,-2.166912081329156747e-01
1.689999999999999281e+00,2.188996932315353527e-01,-7.530523823059653843e-01
1.699999999999999289e+00,-3.598320439836768525e-01,-1.311188411631140749e+00
1.709999999999999298e+00,-8.132558369536830867e-01,-1.837251266139355632e+00
1.719999999999999307e+00,-1.153761025390521944e+00,-2.272800722912278193e+00
1.729999999999999094e+00,-1.413282112437080240e+00,-2.559795194707211063e+00
1.739999999999999103e+00,-1.643961214915252711e+00,-2.646269022886143407e+00
1.749999999999999112e+00,-1.917242300537063127e+00,-2.492325778830329241e+00
