energy_eV,Re_epsilon,Im_epsilon
1.000000000000000021e-02,4.783928560702922823e+02,-4.804469417545557917e+03
2.000000000000000042e-02,4.726487172788397402e+02,-2.352511552913364994e+03
2.999999999999999889e-02,4.632277600191645206e+02,-1.514310371952508149e+03
4.000000000000000083e-02,4.503531874052489457e+02,-1.080874364375651794e+03
5.000000000000000278e-02,4.343263274082749490e+02,-8.107619518208423415e+02
5.999999999999999778e-02,4.155160686882551886e+02,-6.237371769733808833e+02
7.000000000000000666e-02,3.943460903639551702e+02,-4.855689894066213697e+02
8.000000000000000167e-02,3.712804379035653142e+02,-3.792259550782410429e+02
8.999999999999999667e-02,3.468080606405761728e+02,-2.952723560498826600e+02
1.000000000000000056e-01,3.214269593892324224e+02,-2.280269352237321243e+02
1.100000000000000006e-01,2.956285940914609114e+02,-1.738191137093173495e+02
1.199999999999999956e-01,2.698831719130889155e+02,-1.301208004440632919e+02
1.300000000000000044e-01,2.446263779045111164e+02,-9.508361283781364648e+01
1.400000000000000133e-01,2.202480269215568001e+02,-6.727972835704875365e+01
1.499999999999999944e-01,1.970830118895632381e+02,-4.555190542482376514e+01
1.600000000000000033e-01,1.754048055578437300e+02,-2.892514215415123857e+01
1.700000000000000122e-01,1.554216470971373099e+02,-1.655452329277931867e+01
1.799999999999999933e-01,1.372754179196872713e+02,-7.694860186418542192e+00
1.900000000000000022e-01,1.210430894669365642e+02,-1.683573631449618802e+00
2.000000000000000111e-01,1.067405154074933193e+02,2.068478688740055915e+00
2.099999999999999922e-01,9.432824687282446519e+01,4.081626684937121219e+00
2.200000000000000011e-01,8.371897608886969522e+01,4.809690232951609801e+00
2.300000000000000100e-01,7.478616381754322617e+01,4.641426295673572788e+00
2.399999999999999911e-01,6.737338080045746835e+01,3.902069568927492682e+00
2.500000000000000000e-01,6.130389289661595598e+01,2.855545515330236928e+00
2.600000000000000089e-01,5.639004249031744109e+01,1.707661527108723432e+00
2.700000000000000178e-01,5.244202248393970223e+01,6.103768217193287215e-01
2.800000000000000266e-01,4.927570025836836720e+01,-3.329018657980311602e-01
