energy_eV,delta_Im_epsilon
5.669999999999999929e+00,4.467085596701423356e+01
5.679999999999999716e+00,2.723636487648929716e+01
5.690000000000000391e+00,1.115611651006505944e+01
5.700000000000000178e+00,-3.351134462098009692e+00
5.709999999999999964e+00,-1.626086845789104274e+01
5.719999999999999751e+00,-2.771842787926959772e+01
5.730000000000000426e+00,-3.799974476466206141e+01
5.740000000000000213e+00,-4.746121048813451893e+01
5.750000000000000000e+00,-5.648356173328272689e+01
5.759999999999999787e+00,-6.541507546218159064e+01
5.770000000000000462e+00,-7.451934276095975918e+01
5.780000000000000249e+00,-8.393243548668172593e+01
5.790000000000000036e+00,-9.363343268421603227e+01
5.799999999999999822e+00,-1.034311080216806431e+02
5.810000000000000497e+00,-1.129681913125731967e+02
5.820000000000000284e+00,-1.217431191188129844e+02
5.830000000000000071e+00,-1.291477013602857653e+02
5.839999999999999858e+00,-1.345177706666490565e+02
5.850000000000000533e+00,-1.371927556865157101e+02
5.860000000000000320e+00,-1.365793163511725936e+02
5.870000000000000107e+00,-1.322137601618069311e+02
5.879999999999999893e+00,-1.238179558309667243e+02
5.889999999999999680e+00,-1.113438737868723223e+02
5.900000000000000355e+00,-9.500268007740486098e+01
5.910000000000000142e+00,-7.527543001292566771e+01
5.919999999999999929e+00,-5.290376530483051454e+01
5.929999999999999716e+00,-2.886051091680693759e+01
5.940000000000000391e+00,-4.301583234905629993e+00
5.950000000000000178e+00,1.949795369995420913e+01
5.959999999999999964e+00,4.121961809079277828e+01
5.969999999999999751e+00,5.958401833444283824e+01
5.980000000000000426e+00,7.343454454457402392e+01
5.990000000000000213e+00,8.181646128966225717e+01
6.000000000000000000e+00,8.404584321686984083e+01
6.009999999999999787e+00,7.976341469682004970e+01
6.020000000000000462e+00,6.896932475293365883e+01
6.030000000000000249e+00,5.203613986317454021e+01
6.040000000000000036e+00,2.969878089647968267e+01
6.049999999999999822e+00,3.021664870907104117e+00
6.060000000000000497e+00,-2.665516954311240383e+01
6.070000000000000284e+00,-5.778777642537063031e+01
6.080000000000000071e+00,-8.871349891566956103e+01
6.089999999999999858e+00,-1.177444023616367730e+02
6.100000000000000533e+00,-1.432631641586478963e+02
6.110000000000000320e+00,-1.638154894712434668e+02
6.120000000000000107e+00,-1.781933614256973044e+02
6.129999999999999893e+00,-1.855040428552422043e+02
6.140000000000000568e+00,-1.852206786603054525e+02
6.150000000000000355e+00,-1.772115367387225433e+02
6.160000000000000142e+00,-1.617462887115368062e+02
6.169999999999999929e+00,-1.394791768155709235e+02
6.179999999999999716e+00,-1.114103443953750912e+02
6.190000000000000391e+00,-7.882793156145908142e+01
6.200000000000000178e+00,-4.323467123454053507e+01
6.209999999999999964e+00,-6.263595063051678125e+00
6.219999999999999751e+00,3.041197646400311783e+01
6.230000000000000426e+00,6.516875837545636330e+01
6.240000000000000213e+00,9.651885500957580177e+01
6.250000000000000000e+00,1.231853007144393359e+02
6.259999999999999787e+00,1.441636758418288764e+02
6.270000000000000462e+00,1.587666503381919370e+02
6.280000000000000249e+00,1.666494354478845992e+02
6.290000000000000036e+00,1.678153394787850061e+02
6.299999999999999822e+00,1.626018461710482939e+02
6.310000000000000497e+00,1.516487862515996312e+02
6.320000000000000284e+00,1.358511839141534949e+02
6.330000000000000071e+00,1.163001716006468058e+02
6.339999999999999858e+00,9.421593502958529598e+01
6.350000000000000533e+00,7.087694972993546116e+01
6.360000000000000320e+00,4.754979259308488793e+01
6.370000000000000107e+00,2.542356751432230411e+01
6.379999999999999893e+00,5.552500183902456143e+00
6.390000000000000568e+00,-1.119042505957117051e+01
6.400000000000000355e+00,-2.414674123100485303e+01
6.410000000000000142e+00,-3.289155639413992560e+01
6.419999999999999929e+00,-3.723819935377694179e+01
6.429999999999999716e+00,-3.722915936724110253e+01
6.440000000000000391e+00,-3.311483178243873482e+01
6.450000000000000178e+00,-2.532224612238924522e+01
6.459999999999999964e+00,-1.441644041935850851e+01
6.469999999999999751e+00,-1.057432755554140735e+00
6.480000000000000426e+00,1.404418062480072571e+01
6.490000000000000213e+00,3.017009607904218171e+01
6.500000000000000000e+00,4.663304698249083202e+01
6.509999999999999787e+00,6.280929033941880846e+01
6.520000000000000462e+00,7.816328333079654556e+01
6.530000000000000249e+00,9.226364722091746273e+01
6.540000000000000036e+00,1.047901885201439569e+02
6.549999999999999822e+00,1.155323954461513409e+02
6.560000000000000497e+00,1.243804080983867948e+02
6.570000000000000284e+00,1.313099363633307917e+02
6.580000000000000071e+00,1.363629420889933783e+02
6.589999999999999858e+00,1.396260934597522407e+02
6.600000000000000533e+00,1.412090328361477418e+02
6.610000000000000320e+00,1.412243788654171794e+02
6.620000000000000107e+00,1.397711242185969809e+02
6.629999999999999893e+00,1.369227158622421427e+02
6.640000000000000568e+00,1.327206465987023023e+02
6.650000000000000355e+00,1.271738809149571381e+02
6.660000000000000142e+00,1.202639235000070954e+02
6.669999999999999929e+00,1.119548532906549099e+02
6.679999999999999716e+00,1.022072247791816295e+02
6.690000000000000391e+00,9.099441144078056709e+01
6.700000000000000178e+00,7.831975613438051198e+01
6.709999999999999964e+00,6.423281414673077450e+01
6.719999999999999751e+00,4.884303065504663266e+01
6.730000000000000426e+00,3.232938060355611753e+01
6.740000000000000213e+00,1.494480099108447035e+01
6.750000000000000000e+00,-2.985359052632216237e+00
6.759999999999999787e+00,-2.107118512489502749e+01
6.770000000000000462e+00,-3.887216493974338505e+01
6.780000000000000249e+00,-5.591661291972147296e+01
6.790000000000000036e+00,-7.172544106714042300e+01
6.799999999999999822e+00,-8.583878939439615863e+01
6.810000000000000497e+00,-9.784375278342086801e+01
6.820000000000000284e+00,-1.074012849872048605e+02
6.830000000000000071e+00,-1.142703373067704433e+02
6.839999999999999858e+00,-1.183274029922823303e+02
6.850000000000000533e+00,-1.195798830608947725e+02
6.860000000000000320e+00,-1.181720504822281157e+02
6.870000000000000107e+00,-1.143828450149347731e+02
6.879999999999999893e+00,-1.086152512680157542e+02
6.890000000000000568e+00,-1.013775639977775711e+02
6.900000000000000355e+00,-9.325739092586164247e+01
6.910000000000000142e+00,-8.488974803328463281e+01
6.919999999999999929e+00,-7.692103116179558242e+01
6.929999999999999716e+00,-6.997097115614700158e+01
6.940000000000000391e+00,-6.459487451251557388e+01
6.950000000000000178e+00,-6.124850241670898043e+01
6.959999999999999964e+00,-6.025784213693989244e+01
6.969999999999999751e+00,-6.179577955943915413e+01
6.980000000000000426e+00,-6.586730327800569285e+01
6.990000000000000213e+00,-7.230438087053407514e+01
7.000000000000000000e+00,-8.077107605928460998e+01
7.009999999999999787e+00,-9.077885625582787554e+01
7.020000000000000462e+00,-1.017114119266397267e+02
7.030000000000000249e+00,-1.128577117565299517e+02
7.040000000000000036e+00,-1.234514887945983901e+02
7.049999999999999822e+00,-1.327149268520678618e+02
7.060000000000000497e+00,-1.399040215304380581e+02
7.070000000000000284e+00,-1.443529466226716522e+02
7.080000000000000071e+00,-1.455147751961883102e+02
7.089999999999999858e+00,-1.429960863014780443e+02
7.100000000000000533e+00,-1.365833235794747509e+02
7.110000000000000320e+00,-1.262592419324929125e+02
7.120000000000000107e+00,-1.122083550972334507e+02
7.129999999999999893e+00,-9.481094565503617844e+01
7.140000000000000568e+00,-7.462588012640287616e+01
7.150000000000000355e+00,-5.236314332796778359e+01
7.160000000000000142e+00,-2.884762637383522232e+01
7.169999999999999929e+00,-4.976232732307248163e+00
7.179999999999999716e+00,1.832922685529388218e+01
7.190000000000000391e+00,4.017062292119336320e+01
7.200000000000000178e+00,5.972076090034487095e+01
7.209999999999999964e+00,7.626656312791891423e+01
7.219999999999999751e+00,8.924569188310232448e+01
7.230000000000000426e+00,9.827452796272544333e+01
7.240000000000000213e+00,1.031659484313155559e+02
7.250000000000000000e+00,1.039359704646707740e+02
7.259999999999999787e+00,1.007990062335591404e+02
7.270000000000000462e+00,9.415216362767336022e+01
7.280000000000000249e+00,8.454968554386832125e+01
7.290000000000000036e+00,7.266920472952122623e+01
7.299999999999999822e+00,5.927196481630012670e+01
7.310000000000000497e+00,4.515949144189058018e+01
7.320000000000000284e+00,3.112936966961309793e+01
7.330000000000000071e+00,1.793278529335317373e+01
7.339999999999999858e+00,6.236319350568527931e+00
7.350000000000000533e+00,-3.409840226174821964e+00
7.360000000000000320e+00,-1.059556548266380283e+01
7.370000000000000107e+00,-1.506519148613177528e+01
7.379999999999999893e+00,-1.672213898211088079e+01
7.390000000000000568e+00,-1.562388701721159379e+01
7.400000000000000355e+00,-1.196804995961016438e+01
7.410000000000000142e+00,-6.070872455895077735e+00
7.419999999999999929e+00,1.660087437804585786e+00
7.429999999999999716e+00,1.075699253622932083e+01
7.440000000000000391e+00,2.072421282855644264e+01
7.450000000000000178e+00,3.106999041829939756e+01
7.459999999999999964e+00,4.133516284843425126e+01
7.469999999999999751e+00,5.111712548396216249e+01
7.480000000000000426e+00,6.008763841510764792e+01
7.490000000000000213e+00,6.800359920870067754e+01
7.500000000000000000e+00,7.471047045762691141e+01
7.509999999999999787e+00,8.013862747005697429e+01
7.520000000000000462e+00,8.429343308266292922e+01
7.530000000000000249e+00,8.724031263987221507e+01
7.540000000000000036e+00,8.908645755349876083e+01
7.549999999999999822e+00,8.996100383953276491e+01
7.560000000000000497e+00,8.999559638476206658e+01
7.570000000000000284e+00,8.930715597366015857e+01
7.580000000000000071e+00,8.798442209206154985e+01
7.589999999999999858e+00,8.607946978321604092e+01
7.600000000000000533e+00,8.360492335072201797e+01
7.610000000000000320e+00,8.053705172397434353e+01
7.620000000000000107e+00,7.682437349134676197e+01
7.629999999999999893e+00,7.240086975788432255e+01
7.640000000000000568e+00,6.720244449545128873e+01
7.650000000000000355e+00,6.118492443731502561e+01
7.660000000000000142e+00,5.434168526580984349e+01
7.669999999999999929e+00,4.671894857593161277e+01
7.679999999999999716e+00,3.842692299951401935e+01
7.690000000000000391e+00,2.964525752195493524e+01
7.700000000000000178e+00,2.062171650319443472e+01
7.709999999999999964e+00,1.166354292471746490e+01
7.719999999999999751e+00,3.121607319179010354e+00
7.730000000000000426e+00,-4.631904272337306949e+00
7.740000000000000213e+00,-1.123088187423447160e+01
7.750000000000000000e+00,-1.634583346949640514e+01
7.759999999999999787e+00,-1.971522877936766349e+01
7.770000000000000462e+00,-2.117504585003347017e+01
7.780000000000000249e+00,-2.068386772370058324e+01
7.790000000000000036e+00,-1.834103405238743179e+01
7.799999999999999822e+00,-1.439571970512990795e+01
7.810000000000000497e+00,-9.245371304743077445e+00
7.820000000000000284e+00,-3.422649730244279986e+00
7.830000000000000071e+00,2.429145155777624687e+00
7.839999999999999858e+00,7.591309612710902321e+00
7.850000000000000533e+00,1.131390217207216153e+01
7.860000000000000320e+00,1.286631839005082512e+01
7.870000000000000107e+00,1.159109882747919507e+01
7.879999999999999893e+00,6.957338528475746742e+00
7.890000000000000568e+00,-1.390149762932295197e+00
7.900000000000000355e+00,-1.358971419090861232e+01
7.910000000000000142e+00,-2.953324980363216312e+01
7.919999999999999929e+00,-4.885096041719463500e+01
7.930000000000000604e+00,-7.091253053785581528e+01
7.940000000000000391e+00,-9.484571900421831003e+01
7.950000000000000178e+00,-1.195722393356702327e+02
7.959999999999999964e+00,-1.438595966576276055e+02
7.969999999999999751e+00,-1.663863896476026980e+02
7.980000000000000426e+00,-1.858175411307944103e+02
7.990000000000000213e+00,-2.008850705773280367e+02
8.000000000000000000e+00,-2.104694328507600005e+02
