energy_eV,delta_vs_alpha02,delta_vs_same_alpha
3.729999999999999982e+00,2.291765069256367227e+01,-1.890128709421340147e+01
3.740000000000000213e+00,2.255134662086069142e+01,-1.704706318566571355e+01
3.750000000000000000e+00,2.225380406684078594e+01,-1.514767409186563185e+01
3.760000000000000231e+00,2.199388693543312456e+01,-1.321018109780156635e+01
3.770000000000000018e+00,2.174443969093836060e+01,-1.124442139901102422e+01
3.780000000000000249e+00,2.148281695082944864e+01,-9.263555615174791313e+00
3.790000000000000036e+00,2.119093769115541548e+01,-7.284372689732489192e+00
3.800000000000000266e+00,2.085497169814242824e+01,-5.327303710211104715e+00
3.810000000000000053e+00,2.046478235066027196e+01,-3.416116061250964009e+00
3.820000000000000284e+00,2.001325279720387584e+01,-1.577282574229890599e+00
3.830000000000000071e+00,1.949561298877638649e+01,1.609546635318714891e-01
3.839999999999999858e+00,1.890886477763917384e+01,1.769781274861252029e+00
3.850000000000000089e+00,1.825137414771543476e+01,3.221200889170958703e+00
3.859999999999999876e+00,1.752266690787444148e+01,4.489532326043363497e+00
3.870000000000000107e+00,1.672343038915553137e+01,5.552913750717594965e+00
3.879999999999999893e+00,1.585569228697741018e+01,6.394707232956033494e+00
3.890000000000000124e+00,1.492312183414129123e+01,7.004698131389403670e+00
3.899999999999999911e+00,1.393138038561458103e+01,7.379992634615765823e+00
3.910000000000000142e+00,1.288843980515297893e+01,7.525533299067746817e+00
3.919999999999999929e+00,1.180478837430674410e+01,7.454175620937710356e+00
3.930000000000000160e+00,1.069345492088552163e+01,7.186297109936319316e+00
3.939999999999999947e+00,9.569801188416871440e+00,6.748942088435953224e+00
3.950000000000000178e+00,8.451058059540173417e+00,6.174538290005182617e+00
3.959999999999999964e+00,7.355610446834749183e+00,5.499252882317768432e+00
3.970000000000000195e+00,6.302065492543668768e+00,4.761083410163658769e+00
3.979999999999999982e+00,5.308166145670766056e+00,3.997801158893957485e+00
3.990000000000000213e+00,4.389634413260189660e+00,3.244878758086015669e+00
4.000000000000000000e+00,3.559043298622529772e+00,2.533539176443116769e+00
4.009999999999999787e+00,2.824822021190900756e+00,1.889058928639734791e+00
4.020000000000000462e+00,2.190494776308115732e+00,1.329444348421249700e+00
4.030000000000000249e+00,1.654239162474426150e+00,8.645769214465790498e-01
4.040000000000000036e+00,1.208827501543383143e+00,4.958933375786673814e-01
4.049999999999999822e+00,8.419844389461065282e-01,2.166301276998683356e-01
4.060000000000000497e+00,5.371599252180281336e-01,1.262396136932597557e-02
4.070000000000000284e+00,2.746808757368165432e-01,-1.363803536901585511e-01
4.080000000000000071e+00,3.321059923245028855e-02,-2.549985817307816038e-01
4.089999999999999858e+00,-2.085844869456457973e-01,-3.701680579225519185e-01
4.099999999999999645e+00,-4.702835829184148775e-01,-5.089400683847298268e-01
4.110000000000000320e+00,-7.680112056331959147e-01,-6.962567075496753910e-01
4.120000000000000107e+00,-1.112925401844929718e+00,-9.528686129589958309e-01
4.129999999999999893e+00,-1.510022760379905904e+00,-1.293542154978386094e+00
4.139999999999999680e+00,-1.957368457833914333e+00,-1.725686093399779297e+00
4.150000000000000355e+00,-2.445830095398925152e+00,-2.248499583236596600e+00
4.160000000000000142e+00,-2.959357356587994481e+00,-2.852707617434031562e+00
4.169999999999999929e+00,-3.475808340919789963e+00,-3.520909024475625593e+00
4.179999999999999716e+00,-3.968281019843721058e+00,-4.228518898047353147e+00
4.190000000000000391e+00,-4.406867981546034763e+00,-4.945244932676244431e+00
4.200000000000000178e+00,-4.760717723420353487e+00,-5.636998658864484035e+00
4.209999999999999964e+00,-5.000259074468743847e+00,-6.268110846477839004e+00
4.219999999999999751e+00,-5.099429128382340970e+00,-6.803697743326856617e+00
4.230000000000000426e+00,-5.037740784984380049e+00,-7.212013058247081609e+00
4.240000000000000213e+00,-4.802034155293689821e+00,-7.466620625498668673e+00
4.250000000000000000e+00,-4.387776236560382515e+00,-7.548234583515480267e+00
4.259999999999999787e+00,-3.799804020466144294e+00,-7.446096878242162376e+00
4.270000000000000462e+00,-3.052445335012063055e+00,-7.158794351907454612e+00
4.280000000000000249e+00,-2.168996345035262507e+00,-6.694457287559240299e+00
4.290000000000000036e+00,-1.180581408415825706e+00,-6.070325193370067041e+00
4.299999999999999822e+00,-1.244663768382832103e-01,-5.311710642145111905e+00
4.310000000000000497e+00,9.580630028766066175e-01,-4.450434846874742334e+00
4.320000000000000284e+00,2.024113283004563613e+00,-3.522846214763903916e+00
4.330000000000000071e+00,3.031719578493907719e+00,-2.567562621653957322e+00
4.339999999999999858e+00,3.942329301193616686e+00,-1.623097413818682000e+00
4.350000000000000533e+00,4.723059653372869704e+00,-7.255367518565627449e-01
4.360000000000000320e+00,5.348570849355004597e+00,9.356870352414681236e-02
4.370000000000000107e+00,5.802424376111554594e+00,8.089512650791483850e-01
4.379999999999999893e+00,6.077832598835791522e+00,1.402893524872348863e+00
4.389999999999999680e+00,6.177749932571828140e+00,1.865932001790385542e+00
4.400000000000000355e+00,6.114303385736902463e+00,2.196955493318277775e+00
4.410000000000000142e+00,5.907608014786076112e+00,2.402701269764888181e+00
4.419999999999999929e+00,5.584057184775568672e+00,2.496696636351789067e+00
4.429999999999999716e+00,5.174215240531574445e+00,2.497734106206410232e+00
4.440000000000000391e+00,4.710468492114516792e+00,2.428002467502821560e+00
4.450000000000000178e+00,4.224607247143712385e+00,2.311020879732476274e+00
4.459999999999999964e+00,3.745515778038053245e+00,2.169536969277692240e+00
4.469999999999999751e+00,3.297138331357887697e+00,2.023551702981072342e+00
4.480000000000000426e+00,2.896868259974308302e+00,1.888623481936882342e+00
4.490000000000000213e+00,2.554475673580320016e+00,1.774582197011353779e+00
4.500000000000000000e+00,2.271649018130094788e+00,1.684752542730980185e+00
4.509999999999999787e+00,2.042180661478115056e+00,1.615747034678964189e+00
4.520000000000000462e+00,1.852779202524357682e+00,1.557845797508718322e+00
4.530000000000000249e+00,1.684445279870772527e+00,1.495935494327589099e+00
4.540000000000000036e+00,1.514306449254029241e+00,1.410937052016206783e+00
4.549999999999999822e+00,1.317773172904536327e+00,1.281614246406068247e+00
4.560000000000000497e+00,1.070854484617215885e+00,1.086625507689280568e+00
4.570000000000000284e+00,7.524600830778820360e-01,8.066616666900299215e-01
4.580000000000000071e+00,3.465162314312162373e-01,4.265042220302230902e-01
4.589999999999999858e+00,-1.562642253674897397e-01,-6.315734006900486364e-02
4.600000000000000533e+00,-7.570931763576105311e-01,-6.642948847059502171e-01
4.610000000000000320e+00,-1.448401598130300894e+00,-1.370616915745788145e+00
4.620000000000000107e+00,-2.213777841399221735e+00,-2.167233920262567892e+00
4.629999999999999893e+00,-3.028565785528905430e+00,-3.030956462322817124e+00
4.639999999999999680e+00,-3.861092848389759524e+00,-3.931224024923968052e+00
4.650000000000000355e+00,-4.674454091391789134e+00,-4.831617800470176860e+00
4.660000000000000142e+00,-5.428740098149051008e+00,-5.691868884486469327e+00
4.669999999999999929e+00,-6.083565509217031320e+00,-6.470237551154317757e+00
4.679999999999999716e+00,-6.600734065525069028e+00,-7.126111953487264117e+00
4.690000000000000391e+00,-6.946866045337950268e+00,-7.622657550453242337e+00
4.700000000000000178e+00,-7.095815591290973501e+00,-7.929342934375421592e+00
4.709999999999999964e+00,-7.030718337808942842e+00,-8.024173824786238640e+00
4.719999999999999751e+00,-6.745532932343330401e+00,-7.895484305381254231e+00
4.730000000000000426e+00,-6.245971799796413926e+00,-7.543161640253292610e+00
4.740000000000000213e+00,-5.549754602611405296e+00,-6.979216284677657534e+00
4.750000000000000000e+00,-4.686159711720058851e+00,-6.227649562139179196e+00
4.759999999999999787e+00,-3.694891862744341005e+00,-5.323615139083050174e+00
4.770000000000000462e+00,-2.624325280636766955e+00,-4.311913986196748816e+00
4.780000000000000249e+00,-1.529218366926549777e+00,-3.244903135924930737e+00
4.790000000000000036e+00,-4.680263712391594666e-01,-2.179933661031684622e+00
4.799999999999999822e+00,5.000393804809766252e-01,-1.176460771935196270e+00
4.810000000000000497e+00,1.318044264215243899e+00,-2.929871901206286822e-01
4.820000000000000284e+00,1.934290606292831782e+00,4.159909163103590046e-01
4.830000000000000071e+00,2.305047376465013897e+00,9.028683754887314450e-01
4.839999999999999858e+00,2.396906673727513315e+00,1.129490897535743166e+00
4.850000000000000533e+00,2.188647327837561107e+00,1.069256406318972452e+00
4.860000000000000320e+00,1.672514848190793657e+00,7.086519645930264844e-01
4.870000000000000107e+00,8.548598505914428713e-01,4.815378591742280889e-02
4.879999999999999893e+00,-2.438880988184726206e-01,-8.975458724176403891e-01
4.889999999999999680e+00,-1.589899641510894135e+00,-2.099984213516061793e+00
4.900000000000000355e+00,-3.137233674057738231e+00,-3.518009775459107313e+00
4.910000000000000142e+00,-4.829661449071203094e+00,-5.099432994775272121e+00
4.919999999999999929e+00,-6.602930341096636013e+00,-6.783151453494623340e+00
4.929999999999999716e+00,-8.387353478563266407e+00,-8.501636057654003764e+00
4.940000000000000391e+00,-1.011060072360498374e+01,-1.018365197975280978e+01
4.950000000000000178e+00,-1.170056258167682373e+01,-1.175708335931727788e+01
4.959999999999999964e+00,-1.308816127796221451e+01,-1.315173324942669275e+01
4.969999999999999751e+00,-1.420999184087205158e+01,-1.430197943824193274e+01
4.980000000000000426e+00,-1.501068970270273795e+01,-1.514918151673191105e+01
4.990000000000000213e+00,-1.544493898456627079e+01,-1.564375359522285258e+01
5.000000000000000000e+00,-1.547905608196660765e+01,-1.574683892279043107e+01
5.009999999999999787e+00,-1.509210517723994727e+01,-1.543154581768531841e+01
5.020000000000000462e+00,-1.427652467942272452e+01,-1.468372731283690236e+01
5.030000000000000249e+00,-1.303826523117559155e+01,-1.350230844402945785e+01
5.040000000000000036e+00,-1.139645986983401826e+01,-1.189918406561967323e+01
5.049999999999999822e+00,-9.382664404797225188e+00,-9.898725646666322930e+00
5.060000000000000497e+00,-7.039720489063824083e+00,-7.536947154692180462e+00
5.070000000000000284e+00,-4.420304829599447594e+00,-4.860387653725665835e+00
5.080000000000000071e+00,-1.585235302095536092e+00,-1.924771693147887319e+00
5.089999999999999858e+00,1.398391609166773186e+00,1.206491737896265626e+00
5.100000000000000533e+00,4.459157498008252674e+00,4.463914446076899800e+00
5.110000000000000320e+00,7.523301427257949037e+00,7.773587301071069433e+00
5.120000000000000107e+00,1.051665659466677027e+01,1.105884825458256771e+01
5.129999999999999893e+00,1.336648722768442354e+01,1.424192570653656986e+01
5.139999999999999680e+00,1.600317888695645863e+01,1.724553191007536412e+01
5.150000000000000355e+00,1.836174682961129889e+01,1.999438971473790616e+01
5.160000000000000142e+00,2.038313917000552777e+01,2.241668345847730492e+01
5.169999999999999929e+00,2.201532363446512619e+01,2.444543075341582750e+01
5.179999999999999716e+00,2.321415810131000512e+01,2.601977592988076182e+01
5.190000000000000391e+00,2.394405524106559469e+01,2.708620782058997634e+01
5.200000000000000178e+00,2.417845987163128996e+01,2.759970434287949459e+01
5.209999999999999964e+00,2.390016364899422285e+01,2.752480407456594946e+01
5.219999999999999751e+00,2.310148506721118622e+01,2.683660095198881379e+01
5.230000000000000426e+00,2.178434322409812296e+01,2.552165269668553904e+01
5.240000000000000213e+00,1.996025137113516834e+01,2.357878704911555090e+01
5.250000000000000000e+00,1.765025104576703896e+01,2.101978288370209569e+01
5.259999999999999787e+00,1.488479992048530320e+01,1.786989638916970691e+01
5.270000000000000462e+00,1.170361693577110174e+01,1.416819634879129453e+01
5.280000000000000249e+00,8.155477540242376477e+00,9.967667785060434937e+00
5.290000000000000036e+00,4.297940825652723618e+00,5.335040462843743114e+00
5.299999999999999822e+00,1.969800127481740049e-01,3.502985440034436238e-01
5.310000000000000497e+00,-4.073520836867718486e+00,-4.894169461840295554e+00
5.320000000000000284e+00,-8.432446813067389968e+00,-1.029481504182774998e+01
5.330000000000000071e+00,-1.279235389213309304e+01,-1.573859303738220561e+01
5.339999999999999858e+00,-1.706063512776972146e+01,-2.110505524818896816e+01
5.350000000000000533e+00,-2.114098678243992424e+01,-2.626886864723179826e+01
5.360000000000000320e+00,-2.493519761038537652e+01,-3.110273279088018228e+01
5.370000000000000107e+00,-2.834526742910094654e+01,-3.548064904321060453e+01
5.379999999999999893e+00,-3.127583988784034119e+01,-3.928147105884580270e+01
5.389999999999999680e+00,-3.363691001020310978e+01,-4.239264277778713819e+01
5.400000000000000355e+00,-3.534674106965185558e+01,-4.471400834748442321e+01
5.410000000000000142e+00,-3.633489936707387358e+01,-4.616155937945264043e+01
5.419999999999999929e+00,-3.654529143388636214e+01,-4.667097027470390458e+01
5.429999999999999716e+00,-3.593906807592166075e+01,-4.620076344984966710e+01
5.440000000000000391e+00,-3.449724543234863461e+01,-4.473494442671355387e+01
5.450000000000000178e+00,-3.222288656772295212e+01,-4.228495289718731698e+01
5.459999999999999964e+00,-2.914268940232841842e+01,-3.889079064910382044e+01
5.469999999999999751e+00,-2.530783888301199624e+01,-3.462121078381288442e+01
5.480000000000000426e+00,-2.079400347141073979e+01,-2.957288459437849326e+01
5.490000000000000213e+00,-1.570038787589206919e+01,-2.386850187232032283e+01
5.500000000000000000e+00,-1.014779437595779932e+01,-1.765380578630829334e+01
5.509999999999999787e+00,-4.275692303904376601e+00,-1.109361283435876544e+01
5.520000000000000462e+00,1.761653127036894695e+00,-4.366919289812464910e+00
5.530000000000000249e+00,7.799888296238691510e+00,2.338754691261804908e+00
5.540000000000000036e+00,1.366995908921331448e+01,8.833586449253282069e+00
5.549999999999999822e+00,1.920397684630250268e+01,1.493200209135369505e+01
5.560000000000000497e+00,2.424132158285491556e+01,2.045929293261158932e+01
5.570000000000000284e+00,2.863471443825688212e+01,2.525801517047469957e+01
5.580000000000000071e+00,3.225597746976799840e+01,2.919388727508215453e+01
5.589999999999999858e+00,3.500120013263619967e+01,3.216091065066399324e+01
5.600000000000000533e+00,3.679504883248715430e+01,3.408546504673385158e+01
5.610000000000000320e+00,3.759398857870765198e+01,3.492917028522141720e+01
5.620000000000000107e+00,3.738823278239156167e+01,3.469035854609511915e+01
5.629999999999999893e+00,3.620229643397799890e+01,3.340406430811682270e+01
5.639999999999999680e+00,3.409409620357502035e+01,3.114050893735001679e+01
5.650000000000000355e+00,3.115261467403358608e+01,2.800213015913032422e+01
5.660000000000000142e+00,2.749422071200173434e+01,2.411927919617957272e+01
5.669999999999999929e+00,2.325780946343513733e+01,1.964477605763313761e+01
5.679999999999999716e+00,1.859898926095227978e+01,1.474757232659137784e+01
5.690000000000000391e+00,1.368359485029986011e+01,9.605817236876912801e+00
5.700000000000000178e+00,8.680843420948672673e+00,4.399653927769140438e+00
5.709999999999999964e+00,3.756469477079416919e+00,-6.959135459807797019e-01
5.719999999999999751e+00,-9.338248139078118015e-01,-5.517746641438920463e+00
5.730000000000000426e+00,-5.250285756053953534e+00,-9.920579555040465181e+00
5.740000000000000213e+00,-9.074109534801154453e+00,-1.378203499895625939e+01
5.750000000000000000e+00,-1.231130062547542181e+01,-1.700643161759630573e+01
5.759999999999999787e+00,-1.489522477623252783e+01,-1.952723323162411262e+01
5.770000000000000462e+00,-1.678776889160213415e+01,-2.130806498895179857e+01
5.780000000000000249e+00,-1.797909917831248094e+01,-2.234229972562018673e+01
5.790000000000000036e+00,-1.848608733752863387e+01,-2.265129470590563088e+01
5.799999999999999822e+00,-1.834954753585130405e+01,-2.228142981039186310e+01
5.810000000000000497e+00,-1.763048986182975142e+01,-2.130015894187781811e+01
5.820000000000000284e+00,-1.640564513848647721e+01,-1.979133334680927803e+01
5.830000000000000071e+00,-1.476254839877994840e+01,-1.785008602106022124e+01
5.839999999999999858e+00,-1.279448223855387923e+01,-1.557757876816860332e+01
5.850000000000000533e+00,-1.059557607260544643e+01,-1.307590736349864535e+01
5.860000000000000320e+00,-8.256333733711882061e+00,-1.044343640608840218e+01
5.870000000000000107e+00,-5.859821784651637167e+00,-7.770795710892608454e+00
5.879999999999999893e+00,-3.478697347577236254e+00,-5.137717416821264038e+00
5.889999999999999680e+00,-1.173191044468724575e+00,-2.610831076112374305e+00
5.900000000000000355e+00,1.009907770885923650e+00,-2.424671134339639877e-01
5.910000000000000142e+00,3.037285202682893814e+00,1.929548280457790810e+00
5.919999999999999929e+00,4.888242839245521942e+00,3.881187059224650238e+00
5.929999999999999716e+00,6.553086238459430390e+00,5.600737449855105687e+00
5.940000000000000391e+00,8.030948577721284565e+00,7.086725289332690636e+00
5.950000000000000178e+00,9.327265408820643700e+00,8.345446926642800634e+00
5.959999999999999964e+00,1.045112921584920684e+01,9.388335636293660968e+00
5.969999999999999751e+00,1.141274831372460241e+01,1.022938085316717860e+01
5.980000000000000426e+00,1.222121430901258243e+01,1.088280137262533742e+01
5.990000000000000213e+00,1.288274776756696838e+01,1.136114173339563749e+01
6.000000000000000000e+00,1.339954576850898249e+01,1.167391801408936836e+01
6.009999999999999787e+00,1.376930130370902106e+01,1.182688865209561691e+01
6.020000000000000462e+00,1.398540712586464707e+01,1.182197152995544975e+01
6.030000000000000249e+00,1.403779995980292838e+01,1.165777454647469646e+01
6.040000000000000036e+00,1.391434914512198873e+01,1.133065716368788145e+01
6.049999999999999822e+00,1.360265051975812334e+01,1.083619856793942660e+01
6.060000000000000497e+00,1.309205473693595145e+01,1.017091703055800522e+01
6.070000000000000284e+00,1.237574138231402721e+01,9.334066882144819388e+00
6.080000000000000071e+00,1.145264732831488530e+01,8.329335323411987346e+00
6.089999999999999858e+00,1.032906972254674827e+01,7.166271137726047513e+00
6.100000000000000533e+00,9.019789757092260274e+00,5.861300265590941194e+00
6.110000000000000320e+00,7.548600807679004987e+00,4.438217222903080739e+00
6.120000000000000107e+00,5.948170737898480276e+00,2.928083775392309462e+00
6.129999999999999893e+00,4.259219599416534940e+00,1.368513822566477245e+00
6.140000000000000568e+00,2.529046750127556642e+00,-1.976275349777250057e-01
6.150000000000000355e+00,8.094916307750326112e-01,-1.724035963700448093e+00
6.160000000000000142e+00,-8.455436077271518691e-01,-3.163175010107180274e+00
6.169999999999999929e+00,-2.382846944775938169e+00,-4.468730081337221272e+00
6.179999999999999716e+00,-3.752739561236755339e+00,-5.598139702983389476e+00
6.190000000000000391e+00,-4.911814859000326550e+00,-6.515025738016295698e+00
6.200000000000000178e+00,-5.825384191945247814e+00,-7.191348689911139402e+00
6.209999999999999964e+00,-6.469458760915212103e+00,-7.609131428325897062e+00
6.219999999999999751e+00,-6.832128032629049663e+00,-7.761623351757019229e+00
6.230000000000000426e+00,-6.914235875858490310e+00,-7.653815003723653199e+00
6.240000000000000213e+00,-6.729303387262595137e+00,-7.302257697271265613e+00
6.250000000000000000e+00,-6.302698657678075911e+00,-6.734190541250889339e+00
6.259999999999999787e+00,-5.670104848307523149e+00,-5.986024957905971888e+00
6.270000000000000462e+00,-4.875385297543090246e+00,-5.101280934391748900e+00
6.280000000000000249e+00,-3.967984663486992414e+00,-4.128106746341772215e+00
6.290000000000000036e+00,-3.000035563255096349e+00,-3.116542119716410486e+00
6.299999999999999822e+00,-2.023358762982320425e+00,-2.115701832612603361e+00
6.310000000000000497e+00,-1.086550526929503935e+00,-1.171061488605412926e+00
6.320000000000000284e+00,-2.323430048224536804e-01,-3.220193851914293082e-01
6.330000000000000071e+00,5.045967892877217809e-01,4.001112924943199811e-01
6.339999999999999858e+00,1.099295219054273520e+00,9.735558224164553298e-01
6.350000000000000533e+00,1.537433403887319860e+00,1.386891027822182654e+00
6.360000000000000320e+00,1.815593612454315497e+00,1.639176077327312964e+00
6.370000000000000107e+00,1.940791139424013156e+00,1.739405189895822046e+00
6.379999999999999893e+00,1.929339977981447074e+00,1.705331826949070706e+00
6.390000000000000568e+00,1.805144440148015228e+00,1.561755437861070517e+00
6.400000000000000355e+00,1.597545779954383738e+00,1.338396606823361479e+00
6.410000000000000142e+00,1.338880436629757309e+00,1.067512240721143701e+00
6.419999999999999929e+00,1.061923014458908243e+00,7.814176045127587678e-01
6.429999999999999716e+00,7.973916188819287765e-01,5.100856723304272311e-01
6.440000000000000391e+00,5.716855769735431636e-01,2.789863402681349580e-01
6.450000000000000178e+00,4.050066125200042499e-01,1.073092537961546356e-01
6.459999999999999964e+00,3.099857080197236936e-01,6.685780323393730740e-03
6.469999999999999751e+00,2.909012956008141249e-01,-1.950993748271678818e-02
6.480000000000000426e+00,3.435326858673033446e-01,2.375864048555498265e-02
6.490000000000000213e+00,4.556486722451442706e-01,1.237256329097986551e-01
6.500000000000000000e+00,6.080880337067002817e-01,2.609288069198139048e-01
6.509999999999999787e+00,7.763490825870706935e-01,4.108038209340323377e-01
6.520000000000000462e+00,9.325720433218984695e-01,5.456519745407608646e-01
6.530000000000000249e+00,1.047773008090515656e+00,6.368429685349976666e-01
6.540000000000000036e+00,1.094173001442988902e+00,6.570999076111432302e-01
6.549999999999999822e+00,1.047461116169643880e+00,5.827098432572443976e-01
6.560000000000000497e+00,8.888368508345303454e-01,3.955096282743384428e-01
6.570000000000000284e+00,6.066930672459953655e-01,8.451311988437337774e-02
6.580000000000000071e+00,1.978261224792960959e-01,-3.529294242020251104e-01
6.589999999999999858e+00,-3.319081081333234984e-01,-9.105173471279330855e-01
6.600000000000000533e+00,-9.675366534091036641e-01,-1.572972445839635913e+00
6.610000000000000320e+00,-1.685515416407938893e+00,-2.316601858223504617e+00
6.620000000000000107e+00,-2.454844859812432389e+00,-3.110416277471540702e+00
6.629999999999999893e+00,-3.238685441327454395e+00,-3.917733711753332404e+00
6.640000000000000568e+00,-3.996371760744573898e+00,-4.698168937813992585e+00
6.650000000000000355e+00,-4.685700240733686961e+00,-5.409885546494408004e+00
6.660000000000000142e+00,-5.265349336733621044e+00,-6.011972375083744602e+00
6.669999999999999929e+00,-5.697284568027967566e+00,-6.466799937777151897e+00
6.679999999999999716e+00,-5.949003288865736039e+00,-6.742215383026790576e+00
6.690000000000000391e+00,-5.995485683280413980e+00,-6.813446122651390269e+00
6.700000000000000178e+00,-5.820738023136388328e+00,-6.664601649068129241e+00
6.709999999999999964e+00,-5.418840352104355773e+00,-6.289688777494738758e+00
6.719999999999999751e+00,-4.794441654149244059e+00,-5.693085854284435143e+00
6.730000000000000426e+00,-3.962679194502367608e+00,-4.889454360988157333e+00
6.740000000000000213e+00,-2.948532937522152508e+00,-3.903099716903732919e+00
6.750000000000000000e+00,-1.785658634949209844e+00,-2.766824878280151001e+00
6.759999999999999787e+00,-5.147723897666187653e-01,-1.520348653682061624e+00
6.770000000000000462e+00,8.183164336604873412e-01,-2.083838860779074764e-01
6.780000000000000249e+00,2.164909456138328636e+00,1.121512451206053029e+00
6.790000000000000036e+00,3.475735852291081507e+00,2.421195443010119241e+00
6.799999999999999822e+00,4.703253727627215497e+00,3.644170627693207543e+00
6.810000000000000497e+00,5.803813654766516450e+00,4.747695586487537867e+00
6.820000000000000284e+00,6.739573553577737464e+00,5.694637534857805328e+00
6.830000000000000071e+00,7.480071924743066702e+00,6.454997323241728147e+00
6.839999999999999858e+00,8.003388955271356409e+00,7.007032339525247622e+00
6.850000000000000533e+00,8.296850668309417642e+00,7.337935861725964237e+00
6.860000000000000320e+00,8.357258421551517102e+00,7.444056804837715369e+00
6.870000000000000107e+00,8.190652983860427838e+00,7.330669898724524458e+00
6.879999999999999893e+00,7.811647541350057899e+00,7.011330575629890483e+00
6.890000000000000568e+00,7.242385888565598506e+00,6.506869873700068752e+00
6.900000000000000355e+00,6.511199597472122846e+00,5.844101377508142292e+00
6.910000000000000142e+00,5.651050300047886665e+00,5.054323838586654460e+00
6.919999999999999929e+00,4.697849902910609998e+00,4.171709223206745420e+00
6.929999999999999716e+00,3.688752480542831336e+00,3.231666459724197082e+00
6.940000000000000391e+00,2.660507033878582561e+00,2.269266392473610061e+00
6.950000000000000178e+00,1.647950845928744190e+00,1.317803996464238292e+00
6.959999999999999964e+00,6.827096809664721100e-01,4.075606302081831167e-01
6.969999999999999751e+00,-2.078453723560042543e-01,-4.351869422398111920e-01
6.980000000000000426e+00,-1.001352826316828759e+00,-1.188881675569344987e+00
6.990000000000000213e+00,-1.680914642718636776e+00,-1.837114474586231117e+00
7.000000000000000000e+00,-2.235254234465918088e+00,-2.368771782194986741e+00
7.009999999999999787e+00,-2.658600174240894454e+00,-2.777924270086884917e+00
7.020000000000000462e+00,-2.950330834472592478e+00,-3.063491227367042491e+00
7.030000000000000249e+00,-3.114425522815629233e+00,-3.228724815647577628e+00
7.040000000000000036e+00,-3.158774271624198438e+00,-3.280564283903963929e+00
7.049999999999999822e+00,-3.094401145834568823e+00,-3.228912406189777595e+00
7.060000000000000497e+00,-2.934654875913588867e+00,-3.085884971955833223e+00
7.070000000000000284e+00,-2.694416169511589132e+00,-2.865079507367169320e+00
7.080000000000000071e+00,-2.389363780572622886e+00,-2.580902115578319833e+00
7.089999999999999858e+00,-2.035332045436966553e+00,-2.247982116268048891e+00
7.100000000000000533e+00,-1.647781954756577294e+00,-1.880693846528132873e+00
7.110000000000000320e+00,-1.241396773459554570e+00,-1.492794386827184905e+00
7.120000000000000107e+00,-8.298025752687041567e-01,-1.097175891559964533e+00
7.129999999999999893e+00,-4.254045645885100591e-01,-7.057223376261425596e-01
7.140000000000000568e+00,-3.932232472370467136e-02,-3.292534249059928531e-01
7.150000000000000355e+00,3.185984042708045472e-01,2.246653133942566605e-02
7.160000000000000142e+00,6.397229056452935492e-01,3.406793738725721887e-01
7.169999999999999929e+00,9.165397099199559250e-01,6.175682858744939718e-01
7.179999999999999716e+00,1.142572199132246613e+00,8.461999676015583560e-01
7.190000000000000391e+00,1.312310145115491711e+00,1.020492323198252338e+00
7.200000000000000178e+00,1.421176373430727002e+00,1.135220654596494461e+00
7.209999999999999964e+00,1.465537353630269157e+00,1.186068941539484278e+00
7.219999999999999751e+00,1.442759698097132448e+00,1.169726063420950091e+00
7.230000000000000426e+00,1.351307909493215664e+00,1.084020378930907302e+00
7.240000000000000213e+00,1.190872810602991771e+00,9.280804632637040807e-01
7.250000000000000000e+00,9.625153947772540075e-01,7.025054610280088152e-01
7.259999999999999787e+00,6.688077069782720763e-01,4.095257773601130857e-01
7.270000000000000462e+00,3.139510207123199503e-01,5.313389079795616254e-02
7.280000000000000249e+00,-9.614792061110666310e-02,-3.608340300957091351e-01
7.290000000000000036e+00,-5.538595642669419394e-01,-8.246823955439170906e-01
7.299999999999999822e+00,-1.049886274417844545e+00,-1.328918919819360278e+00
7.310000000000000497e+00,-1.573397286946806028e+00,-1.862403118347329523e+00
7.320000000000000284e+00,-2.112246281713746399e+00,-2.412581930593493684e+00
7.330000000000000071e+00,-2.653267886259477848e+00,-2.965807630910580972e+00
7.339999999999999858e+00,-3.182643532740873749e+00,-3.507727248570558842e+00
7.350000000000000533e+00,-3.686321835412143422e+00,-4.023727477688272103e+00
7.360000000000000320e+00,-4.150474432219581011e+00,-4.499414902108114234e+00
7.370000000000000107e+00,-4.561965343440315124e+00,-4.921108581564681117e+00
7.379999999999999893e+00,-4.908810534265073855e+00,-5.276320823671097671e+00
7.390000000000000568e+00,-5.180604596522308647e+00,-5.554202359803409372e+00
7.400000000000000355e+00,-5.368893234255519786e+00,-5.745930087832410216e+00
7.410000000000000142e+00,-5.467473381234543517e+00,-5.845018863987044178e+00
7.419999999999999929e+00,-5.472607031260114496e+00,-5.847543247536978406e+00
7.429999999999999716e+00,-5.383139886899654059e+00,-5.752260281927507712e+00
7.440000000000000391e+00,-5.200521347604334821e+00,-5.560629948731893535e+00
7.450000000000000178e+00,-4.928727769723467489e+00,-5.276735459438039122e+00
7.459999999999999964e+00,-4.574095962678328853e+00,-4.907110677459385784e+00
7.469999999999999751e+00,-4.145078207950898097e+00,-4.460486359361382824e+00
7.480000000000000426e+00,-3.651933441091613552e+00,-3.947470311511436236e+00
7.490000000000000213e+00,-3.106371449157865783e+00,-3.380178805111273554e+00
