energy_au,energy_eV,re_eps_z,im_eps_z
0.42000000,11.42878222,-1.144526478059e+02,-9.765888446909e+01
0.42100000,11.45599361,-1.104415270471e+02,-9.474224210606e+01
0.42200000,11.48320500,-1.066161745963e+02,-9.176837915372e+01
0.42300000,11.51041638,-1.029746525883e+02,-8.874678262990e+01
0.42400000,11.53762777,-9.951452385875e+01,-8.568664439179e+01
0.42500000,11.56483915,-9.623287705911e+01,-8.259683428356e+01
0.42600000,11.59205054,-9.312635321582e+01,-7.948587515529e+01
0.42700000,11.61926193,-9.019117360134e+01,-7.636191982957e+01
0.42800000,11.64647331,-8.742316878024e+01,-7.323273008342e+01
0.42900000,11.67368470,-8.481780869027e+01,-7.010565770327e+01
0.43000000,11.70089609,-8.237023361610e+01,-6.698762766157e+01
0.43100000,11.72810747,-8.007528591084e+01,-6.388512345368e+01
0.43200000,11.75531886,-7.792754231955e+01,-6.080417462409e+01
0.43300000,11.78253024,-7.592134675793e+01,-5.775034650131e+01
0.43400000,11.80974163,-7.405084339947e+01,-5.472873215094e+01
0.43500000,11.83695302,-7.231000992482e+01,-5.174394654691e+01
0.43600000,11.86416440,-7.069269078845e+01,-4.880012295132e+01
0.43700000,11.89137579,-6.919263035934e+01,-4.590091148384e+01
0.43800000,11.91858718,-6.780350579501e+01,-4.304947985261e+01
0.43900000,11.94579856,-6.651895951107e+01,-4.024851620945e+01
0.44000000,11.97300995,-6.533263111215e+01,-3.750023408366e+01
0.44100000,12.00022133,-6.423818865416e+01,-3.480637934025e+01
0.44200000,12.02743272,-6.322935911245e+01,-3.216823910027e+01
0.44300000,12.05464411,-6.229995793551e+01,-2.958665255353e+01
0.44400000,12.08185549,-6.144391756964e+01,-2.706202358637e+01
0.44500000,12.10906688,-6.065531484586e+01,-2.459433514060e+01
0.44600000,12.13627827,-5.992839712680e+01,-2.218316521320e+01
0.44700000,12.16348965,-5.925760711824e+01,-1.982770440037e+01
0.44800000,12.19070104,-5.863760625692e+01,-1.752677488433e+01
0.44900000,12.21791242,-5.806329659391e+01,-1.527885075617e+01
0.45000000,12.24512381,-5.752984110021e+01,-1.308207956373e+01
0.45100000,12.27233520,-5.703268232958e+01,-1.093430496982e+01
0.45200000,12.29954658,-5.656755938136e+01,-8.833090402448e+00
0.45300000,12.32675797,-5.613052311446e+01,-6.775743576612e+00
0.45400000,12.35396936,-5.571794957218e+01,-4.759341764420e+00
0.45500000,12.38118074,-5.532655158557e+01,-2.780757689254e+00
0.45600000,12.40839213,-5.495338853213e+01,-8.366859184563e-01
0.45700000,12.43560351,-5.459587423442e+01,1.076330371339e+00
0.45800000,12.46281490,-5.425178299218e+01,2.961872381946e+00
0.45900000,12.49002629,-5.391925374942e+01,4.823618559469e+00
0.46000000,12.51723767,-5.359679240657e+01,6.665317462016e+00
0.46100000,12.54444906,-5.328327229544e+01,8.490760751247e+00
0.46200000,12.57166045,-5.297793284292e+01,1.030375642746e+01
0.46300000,12.59887183,-5.268037645697e+01,1.210810242504e+01
0.46400000,12.62608322,-5.239056367550e+01,1.390756068188e+01
0.46500000,12.65329460,-5.210880662650e+01,1.570583179258e+01
0.46600000,12.68050599,-5.183576085379e+01,1.750653035096e+01
0.46700000,12.70771738,-5.157241556996e+01,1.931316108303e+01
0.46800000,12.73492876,-5.132008240361e+01,2.112909586633e+01
0.46900000,12.76214015,-5.108038271403e+01,2.295755172631e+01
0.47000000,12.78935154,-5.085523355155e+01,2.480156989470e+01
0.47100000,12.81656292,-5.064683234682e+01,2.666399600886e+01
0.47200000,12.84377431,-5.045764041659e+01,2.854746152481e+01
0.47300000,12.87098569,-5.029036537757e+01,3.045436641018e+01
0.47400000,12.89819708,-5.014794256341e+01,3.238686317645e+01
0.47500000,12.92540847,-5.003351554289e+01,3.434684230339e+01
0.47600000,12.95261985,-4.995041583994e+01,3.633591910103e+01
0.47700000,12.97983124,-4.990214195803e+01,3.835542204787e+01
0.47800000,13.00704263,-4.989233781322e+01,4.040638263670e+01
0.47900000,13.03425401,-4.992477068098e+01,4.248952675194e+01
0.48000000,13.06146540,-5.000330876253e+01,4.460526759568e+01
0.48100000,13.08867678,-5.013189847666e+01,4.675370017200e+01
0.48200000,13.11588817,-5.031454158222e+01,4.893459733220e+01
0.48300000,13.14309956,-5.055527223591e+01,5.114740737660e+01
0.48400000,13.17031094,-5.085813408850e+01,5.339125320161e+01
0.48500000,13.19752233,-5.122715752080e+01,5.566493297402e+01
0.48600000,13.22473372,-5.166633711848e+01,5.796692230793e+01
0.48700000,13.25194510,-5.217960948219e+01,6.029537791359e+01
0.48800000,13.27915649,-5.277083146637e+01,6.264814268098e+01
0.48900000,13.30636787,-5.344375893671e+01,6.502275215542e+01
0.49000000,13.33357926,-5.420202613239e+01,6.741644235704e+01
0.49100000,13.36079065,-5.504912571519e+01,6.982615889029e+01
0.49200000,13.38800203,-5.598838958305e+01,7.224856728534e+01
0.49300000,13.41521342,-5.702297052091e+01,7.468006450829e+01
0.49400000,13.44242481,-5.815582475683e+01,7.711679157306e+01
0.49500000,13.46963619,-5.938969548608e+01,7.955464718414e+01
0.49600000,13.49684758,-6.072709742040e+01,8.198930233579e+01
0.49700000,13.52405896,-6.217030241425e+01,8.441621579040e+01
0.49800000,13.55127035,-6.372132621401e+01,8.683065035615e+01
0.49900000,13.57848174,-6.538191637026e+01,8.922768988186e+01
0.50000000,13.60569312,-6.715354134736e+01,9.160225688526e+01
0.50100000,13.63290451,-6.903738085857e+01,9.394913072937e+01
0.50200000,13.66011590,-7.103431744906e+01,9.626296626109e+01
0.50300000,13.68732728,-7.314492934280e+01,9.853831282533e+01
0.50400000,13.71453867,-7.536948456387e+01,1.007696335680e+02
0.50500000,13.74175005,-7.770793633634e+01,1.029513249419e+02
0.50600000,13.76896144,-8.015991976130e+01,1.050777363286e+02
0.50700000,13.79617283,-8.272474976388e+01,1.071431896945e+02
0.50800000,13.82338421,-8.540142029752e+01,1.091419991945e+02
0.50900000,13.85059560,-8.818860478725e+01,1.110684906456e+02
0.51000000,13.87780699,-9.108465778859e+01,1.129170207885e+02
0.51100000,13.90501837,-9.408761783383e+01,1.146819962637e+02
0.51200000,13.93222976,-9.719521143230e+01,1.163578922256e+02
0.51300000,13.95944114,-1.004048581871e+02,1.179392705268e+02
0.51400000,13.98665253,-1.037136769863e+02,1.194207974039e+02
0.51500000,14.01386392,-1.071184932224e+02,1.207972606020e+02
0.51600000,14.04107530,-1.106158469912e+02,1.220635858791e+02
0.51700000,14.06828669,-1.142020022159e+02,1.232148528340e+02
0.51800000,14.09549808,-1.178729566418e+02,1.242463100075e+02
0.51900000,14.12270946,-1.216244526418e+02,1.251533892109e+02
0.52000000,14.14992085,-1.254519887716e+02,1.259317190374e+02
0.52100000,14.17713223,-1.293508320133e+02,1.265771375232e+02
0.52200000,14.20434362,-1.333160306394e+02,1.270857039213e+02
0.52300000,14.23155501,-1.373424276342e+02,1.274537095646e+02
0.52400000,14.25876639,-1.414246746043e+02,1.276776877921e+02
0.52500000,14.28597778,-1.455572461094e+02,1.277544229230e+02
0.52600000,14.31318917,-1.497344543482e+02,1.276809582638e+02
0.52700000,14.34040055,-1.539504641287e+02,1.274546031413e+02
0.52800000,14.36761194,-1.581993080575e+02,1.270729389585e+02
0.52900000,14.39482332,-1.624749018801e+02,1.265338242728e+02
0.53000000,14.42203471,-1.667710599083e+02,1.258353989045e+02
0.53100000,14.44924610,-1.710815104678e+02,1.249760870850e+02
0.53200000,14.47645748,-1.753999113065e+02,1.239545996583e+02
0.53300000,14.50366887,-1.797198649009e+02,1.227699353563e+02
0.53400000,14.53088026,-1.840349336021e+02,1.214213811689e+02
0.53500000,14.55809164,-1.883386545678e+02,1.199085118364e+02
0.53600000,14.58530303,-1.926245544237e+02,1.182311884922e+02
0.53700000,14.61251441,-1.968861636073e+02,1.163895564912e+02
0.53800000,14.63972580,-2.011170303442e+02,1.143840424576e+02
0.53900000,14.66693719,-2.053107342157e+02,1.122153505926e+02
0.54000000,14.69414857,-2.094608992745e+02,1.098844582814e+02
0.54100000,14.72135996,-2.135612066740e+02,1.073926110452e+02
0.54200000,14.74857135,-2.176054067762e+02,1.047413168806e+02
0.54300000,14.77578273,-2.215873307108e+02,1.019323400361e+02
0.54400000,14.80299412,-2.255009013578e+02,9.896769427180e+01
0.54500000,14.83020550,-2.293401437333e+02,9.584963565215e+01
0.54600000,14.85741689,-2.330991947607e+02,9.258065492232e+01
0.54700000,14.88462828,-2.367723124133e+02,8.916346951730e+01
0.54800000,14.91183966,-2.403538842177e+02,8.560101525498e+01
0.54900000,14.93905105,-2.438384351129e+02,8.189643776324e+01
0.55000000,14.96626244,-2.472206346634e+02,7.805308369087e+01
0.55100000,14.99347382,-2.504953036252e+02,7.407449175139e+01
0.55200000,15.02068521,-2.536574198726e+02,6.996438364791e+01
0.55300000,15.04789659,-2.567021236932e+02,6.572665492596e+01
0.55400000,15.07510798,-2.596247224625e+02,6.136536579948e+01
0.55500000,15.10231937,-2.624206947137e+02,5.688473199378e+01
0.55600000,15.12953075,-2.650856936218e+02,5.228911564712e+01
0.55700000,15.15674214,-2.676155499211e+02,4.758301631034e+01
0.55800000,15.18395353,-2.700062742809e+02,4.277106208196e+01
0.55900000,15.21116491,-2.722540591665e+02,3.785800091322e+01
0.56000000,15.23837630,-2.743552802109e+02,3.284869211527e+01
0.56100000,15.26558768,-2.763064971307e+02,2.774809809757e+01
0.56200000,15.29279907,-2.781044542164e+02,2.256127636388e+01
0.56300000,15.32001046,-2.797460804313e+02,1.729337178909e+01
0.56400000,15.34722184,-2.812284891532e+02,1.194960919703e+01
0.56500000,15.37443323,-2.825489775959e+02,6.535286256186e+00
0.56600000,15.40164462,-2.837050259462e+02,1.055766707185e+00
0.56700000,15.42885600,-2.846942962536e+02,-4.483526067520e+00
0.56800000,15.45606739,-2.855146311100e+02,-1.007711512444e+01
0.56900000,15.48327877,-2.861640521570e+02,-1.571947568626e+01
0.57000000,15.51049016,-2.866407584578e+02,-2.140504051468e+01
0.57100000,15.53770155,-2.869431247693e+02,-2.712820493103e+01
0.57200000,15.56491293,-2.870696997511e+02,-3.288333149015e+01
0.57300000,15.59212432,-2.870192041466e+02,-3.866475431584e+01
0.57400000,15.61933571,-2.867905289670e+02,-4.446678310896e+01
0.57500000,15.64654709,-2.863827337141e+02,-5.028370684231e+01
0.57600000,15.67375848,-2.857950446688e+02,-5.610979715871e+01
0.57700000,15.70096986,-2.850268532760e+02,-6.193931149148e+01
0.57800000,15.72818125,-2.840777146518e+02,-6.776649592837e+01
0.57900000,15.75539264,-2.829473462364e+02,-7.358558784273e+01
0.58000000,15.78260402,-2.816356266164e+02,-7.939081831693e+01
0.58100000,15.80981541,-2.801425945345e+02,-8.517641438545e+01
0.58200000,15.83702680,-2.784684481039e+02,-9.093660112594e+01
0.58300000,15.86423818,-2.766135442421e+02,-9.666560362843e+01
0.58400000,15.89144957,-2.745783983345e+02,-1.023576488734e+02
0.58500000,15.91866095,-2.723636841370e+02,-1.080069675508e+02
0.58600000,15.94587234,-2.699702339223e+02,-1.136077958523e+02
0.58700000,15.97308373,-2.673990388740e+02,-1.191543772692e+02
0.58800000,16.00029511,-2.646512497263e+02,-1.246409644302e+02
0.58900000,16.02750650,-2.617281776469e+02,-1.300618210096e+02
0.59000000,16.05471789,-2.586312953566e+02,-1.354112237414e+02
0.59100000,16.08192927,-2.553622384764e+02,-1.406834645683e+02
0.59200000,16.10914066,-2.519228070896e+02,-1.458728529582e+02
0.59300000,16.13635204,-2.483149675044e+02,-1.509737184188e+02
0.59400000,16.16356343,-2.445408541988e+02,-1.559804132374e+02
0.59500000,16.19077482,-2.406027719282e+02,-1.608873154744e+02
0.59600000,16.21798620,-2.365031979723e+02,-1.656888322364e+02
0.59700000,16.24519759,-2.322447844962e+02,-1.703794032519e+02
0.59800000,16.27240898,-2.278303609994e+02,-1.749535047710e+02
0.59900000,16.29962036,-2.232629368219e+02,-1.794056538106e+02
0.60000000,16.32683175,-2.185457036768e+02,-1.837304127596e+02
0.60100000,16.35404313,-2.136820381770e+02,-1.879223943606e+02
0.60200000,16.38125452,-2.086755043206e+02,-1.919762670795e+02
0.60300000,16.40846591,-2.035298558999e+02,-1.958867608718e+02
0.60400000,16.43567729,-1.982490387974e+02,-1.996486733522e+02
0.60500000,16.46288868,-1.928371931305e+02,-2.032568763705e+02
0.60600000,16.49010007,-1.872986552074e+02,-2.067063229950e+02
0.60700000,16.51731145,-1.816379592553e+02,-2.099920548990e+02
0.60800000,16.54452284,-1.758598388817e+02,-2.131092101458e+02
0.60900000,16.57173422,-1.699692282312e+02,-2.160530313627e+02
0.61000000,16.59894561,-1.639712627981e+02,-2.188188742915e+02
0.61100000,16.62615700,-1.578712798576e+02,-2.214022166997e+02
0.61200000,16.65336838,-1.516748184796e+02,-2.237986676362e+02
0.61300000,16.68057977,-1.453876190864e+02,-2.260039770061e+02
0.61400000,16.70779116,-1.390156225232e+02,-2.280140454445e+02
0.61500000,16.73500254,-1.325649686046e+02,-2.298249344579e+02
0.61600000,16.76221393,-1.260419941082e+02,-2.314328768062e+02
0.61700000,16.78942531,-1.194532301842e+02,-2.328342870905e+02
0.61800000,16.81663670,-1.128053991537e+02,-2.340257725121e+02
0.61900000,16.84384809,-1.061054106714e+02,-2.350041437649e+02
0.62000000,16.87105947,-9.936035722855e+01,-2.357664260205e+02
0.62100000,16.89827086,-9.257750897686e+01,-2.363098699653e+02
0.62200000,16.92548225,-8.576430785635e+01,-2.366319628438e+02
0.62300000,16.95269363,-7.892836101219e+01,-2.367304394643e+02
0.62400000,16.97990502,-7.207743348970e+01,-2.366032931180e+02
0.62500000,17.00711640,-6.521944019948e+01,-2.362487863653e+02
0.62600000,17.03432779,-5.836243714790e+01,-2.356654616368e+02
0.62700000,17.06153918,-5.151461193171e+01,-2.348521516026e+02
0.62800000,17.08875056,-4.468427349899e+01,-2.338079892550e+02
0.62900000,17.11596195,-3.787984118200e+01,-2.325324176567e+02
0.63000000,17.14317333,-3.110983301131e+01,-2.310251993014e+02
0.63100000,17.17038472,-2.438285332402e+01,-2.292864250360e+02
0.63200000,17.19759611,-1.770757968241e+01,-2.273165224943e+02
0.63300000,17.22480749,-1.109274912306e+01,-2.251162639913e+02
0.63400000,17.25201888,-4.547143759839e+00,-2.226867738293e+02
0.63500000,17.27923027,1.920424232097e+00,-2.200295349682e+02
0.63600000,17.30644165,8.301128221079e+00,-2.171463950123e+02
0.63700000,17.33365304,1.458614327864e+01,-2.140395714697e+02
0.63800000,17.36086442,2.076666285722e+01,-2.107116562403e+02
0.63900000,17.38807581,2.683391594586e+01,-2.071656192919e+02
0.64000000,17.41528720,3.277918466068e+01,-2.034048114850e+02
0.64100000,17.44249858,3.859382222441e+01,-1.994329665108e+02
0.64200000,17.46970997,4.426927128613e+01,-1.952542019078e+02
0.64300000,17.49692136,4.979708253039e+01,-1.908730191269e+02
0.64400000,17.52413274,5.516893352206e+01,-1.862943026179e+02
0.64500000,17.55134413,6.037664773133e+01,-1.815233179112e+02
0.64600000,17.57855551,6.541221368153e+01,-1.765657086758e+02
0.64700000,17.60576690,7.026780416033e+01,-1.714274927343e+02
0.64800000,17.63297829,7.493579543374e+01,-1.661150570223e+02
0.64900000,17.66018967,7.940878640095e+01,-1.606351514806e+02
0.65000000,17.68740106,8.367961762698e+01,-1.549948818758e+02
0.65100000,17.71461245,8.774139018947e+01,-1.492017015445e+02
0.65200000,17.74182383,9.158748427526e+01,-1.432634020652e+02
0.65300000,17.76903522,9.521157746238e+01,-1.371881028604e+02
0.65400000,17.79624660,9.860766262284e+01,-1.309842397420e+02
0.65500000,17.82345799,1.017700653820e+02,-1.246605524102e+02
0.65600000,17.85066938,1.046934610707e+02,-1.182260709260e+02
0.65700000,17.87788076,1.073728911075e+02,-1.116901011772e+02
0.65800000,17.90509215,1.098037787483e+02,-1.050622093649e+02
0.65900000,17.93230354,1.119819441441e+02,-9.835220553910e+01
0.66000000,17.95951492,1.139036186459e+02,-9.157012621655e+01
0.66100000,17.98672631,1.155654583012e+02,-8.472621611891e+01
0.66200000,18.01393769,1.169645564853e+02,-7.783090907079e+01
0.66300000,18.04114908,1.180984556158e+02,-7.089480810253e+01
0.66400000,18.06836047,1.189651578981e+02,-6.392866480499e+01
0.66500000,18.09557185,1.195631350546e+02,-5.694335798718e+01
0.66600000,18.12278324,1.198913369938e+02,-4.994987169057e+01
0.66700000,18.14999463,1.199491993746e+02,-4.295927261675e+01
0.66800000,18.17720601,1.197366500298e+02,-3.598268702783e+01
0.66900000,18.20441740,1.192541142119e+02,-2.903127718146e+01
0.67000000,18.23162878,1.185025186295e+02,-2.211621736463e+01
0.67100000,18.25884017,1.174832942476e+02,-1.524866959244e+01
0.67200000,18.28605156,1.161983778260e+02,-8.439759039907e+00
0.67300000,18.31326294,1.146502121763e+02,-1.700549276385e+00
0.67400000,18.34047433,1.128417451222e+02,4.957982626301e+00
0.67500000,18.36768572,1.107764271493e+02,1.152497104004e+01
0.67600000,18.39489710,1.084582077386e+02,1.798968670793e+01
0.67700000,18.42210849,1.058915303786e+02,2.434156157951e+01
0.67800000,18.44931987,1.030813262574e+02,3.057021348001e+01
0.67900000,18.47653126,1.000330066405e+02,3.666547053941e+01
0.68000000,18.50374265,9.675245394271e+01,4.261739530783e+01
0.68100000,18.53095403,9.324601150807e+01,4.841630848369e+01
0.68200000,18.55816542,8.952047211664e+01,5.405281218215e+01
0.68300000,18.58537681,8.558306523922e+01,5.951781267214e+01
0.68400000,18.61258819,8.144144306722e+01,6.480254251154e+01
0.68500000,18.63979958,7.710366534767e+01,6.989858201143e+01
0.68600000,18.66701096,7.257818305817e+01,7.479787996228e+01
0.68700000,18.69422235,6.787382096000e+01,7.949277355660e+01
0.68800000,18.72143374,6.299975907152e+01,8.397600744486e+01
0.68900000,18.74864512,5.796551310771e+01,8.824075186398e+01
0.69000000,18.77585651,5.278091393520e+01,9.228061978014e+01
0.69100000,18.80306790,4.745608609521e+01,9.608968299038e+01
0.69200000,18.83027928,4.200142545041e+01,9.966248713085e+01
0.69300000,18.85749067,3.642757601431e+01,1.029940655422e+02
0.69400000,18.88470205,3.074540602486e+01,1.060799519465e+02
0.69500000,18.91191344,2.496598332634e+01,1.089161918928e+02
0.69600000,18.93912483,1.910055012611e+01,1.114993529334e+02
0.69700000,18.96633621,1.316049719491e+01,1.138265334952e+02
0.69800000,18.99354760,7.157337581444e+00,1.158953704146e+02
0.69900000,19.02075899,1.102679913439e+00,1.177040451111e+02
0.70000000,19.04797037,-4.991798640796e+00,1.192512883730e+02
0.70100000,19.07518176,-1.111437967538e+01,1.205363837400e+02
0.70200000,19.10239314,-1.725333103828e+01,1.215591694659e+02
0.70300000,19.12960453,-2.339693443443e+01,1.223200390515e+02
0.70400000,19.15681592,-2.953351306309e+01,1.228199403419e+02
0.70500000,19.18402730,-3.565145921208e+01,1.230603731871e+02
0.70600000,19.21123869,-4.173926173105e+01,1.230433856668e+02
0.70700000,19.23845008,-4.778553330678e+01,1.227715688884e+02
0.70800000,19.26566146,-5.377903746341e+01,1.222480503675e+02
0.70900000,19.29287285,-5.970871521162e+01,1.214764860080e+02
0.71000000,19.32008423,-6.556371127158e+01,1.204610507005e+02
0.71100000,19.34729562,-7.133339979577e+01,1.192064275630e+02
0.71200000,19.37450701,-7.700740951912e+01,1.177177958513e+02
0.71300000,19.40171839,-8.257564826564e+01,1.160008175723e+02
0.71400000,19.42892978,-8.802832674258e+01,1.140616228335e+02
0.71500000,19.45614117,-9.335598155524e+01,1.119067939708e+02
0.71600000,19.48335255,-9.854949737768e+01,1.095433484946e+02
0.71700000,19.51056394,-1.036001282174e+02,1.069787209031e+02
0.71800000,19.53777532,-1.084995177146e+02,1.042207434110e+02
0.71900000,19.56498671,-1.132397184187e+02,1.012776256469e+02
0.72000000,19.59219810,-1.178132099893e+02,9.815793337556e+01
0.72100000,19.61940948,-1.222129162713e+02,9.487056630256e+01
0.72200000,19.64662087,-1.264322211952e+02,9.142473502398e+01
0.72300000,19.67383226,-1.304649834616e+02,8.782993718371e+01
0.72400000,19.70104364,-1.343055499670e+02,8.409593290473e+01
0.72500000,19.72825503,-1.379487679361e+02,8.023271956213e+01
0.72600000,19.75546641,-1.413899957277e+02,7.625050596767e+01
0.72700000,19.78267780,-1.446251122836e+02,7.215968603700e+01
0.72800000,19.80988919,-1.476505251982e+02,6.797081201251e+01
0.72900000,19.83710057,-1.504631773851e+02,6.369456731544e+01
0.73000000,19.86431196,-1.530605523254e+02,5.934173910216e+01
0.73100000,19.89152335,-1.554406778840e+02,5.492319060018e+01
0.73200000,19.91873473,-1.576021286853e+02,5.044983329983e+01
0.73300000,19.94594612,-1.595440270431e+02,4.593259907796e+01
0.73400000,19.97315750,-1.612660424444e+02,4.138241233007e+01
0.73500000,20.00036889,-1.627683895905e+02,3.681016218698e+01
0.73600000,20.02758028,-1.640518250027e+02,3.222667489193e+01
0.73700000,20.05479166,-1.651176422031e+02,2.764268641327e+01
0.73800000,20.08200305,-1.659676654885e+02,2.306881536721e+01
0.73900000,20.10921444,-1.666042423134e+02,1.851553632389e+01
0.74000000,20.13642582,-1.670302343078e+02,1.399315356911e+01
0.74100000,20.16363721,-1.672490069558e+02,9.511775392283e+00
0.74200000,20.19084859,-1.672644179650e+02,5.081288969829e+00
0.74300000,20.21805998,-1.670808043623e+02,7.113359113175e-01
0.74400000,20.24527137,-1.667029683520e+02,-3.588711466379e+00
0.74500000,20.27248275,-1.661361619790e+02,-7.809773073681e+00
0.74600000,20.29969414,-1.653860706393e+02,-1.194308313086e+01
0.74700000,20.32690553,-1.644587954871e+02,-1.598021134021e+01
0.74800000,20.35411691,-1.633608347867e+02,-1.991308309205e+01
0.74900000,20.38132830,-1.620990642636e+02,-2.373399865182e+01
0.75000000,20.40853968,-1.606807165105e+02,-2.743565127805e+01
0.75100000,20.43575107,-1.591133595043e+02,-3.101114422439e+01
0.75200000,20.46296246,-1.574048742976e+02,-3.445400658190e+01
0.75300000,20.49017384,-1.555634319442e+02,-3.775820792101e+01
0.75400000,20.51738523,-1.535974697254e+02,-4.091817169612e+01
0.75500000,20.54459662,-1.515156667418e+02,-4.392878737902e+01
0.75600000,20.57180800,-1.493269189389e+02,-4.678542129115e+01
0.75700000,20.59901939,-1.470403136367e+02,-4.948392610800e+01
0.75800000,20.62623077,-1.446651036319e+02,-5.202064901292e+01
0.75900000,20.65344216,-1.422106809458e+02,-5.439243848116e+01
0.76000000,20.68065355,-1.396865502889e+02,-5.659664967870e+01
0.76100000,20.70786493,-1.371023023168e+02,-5.863114846448e+01
0.76200000,20.73507632,-1.344675867485e+02,-6.049431398795e+01
0.76300000,20.76228771,-1.317920854229e+02,-6.218503987836e+01
0.76400000,20.78949909,-1.290854853651e+02,-6.370273402537e+01
0.76500000,20.81671048,-1.263574519378e+02,-6.504731695487e+01
0.76600000,20.84392186,-1.236176021499e+02,-6.621921880740e+01
0.76700000,20.87113325,-1.208754781941e+02,-6.721937493055e+01
0.76800000,20.89834464,-1.181405212879e+02,-6.804922010025e+01
0.76900000,20.92555602,-1.154220458856e+02,-6.871068138967e+01
0.77000000,20.95276741,-1.127292143340e+02,-6.920616970814e+01
0.77100000,20.97997880,-1.100710120382e+02,-6.953857003591e+01
0.77200000,21.00719018,-1.074562232060e+02,-6.971123038417e+01
0.77300000,21.03440157,-1.048934072355e+02,-6.972794951317e+01
0.77400000,21.06161295,-1.023908758095e+02,-6.959296344456e+01
0.77500000,21.08882434,-9.995667075903e+01,-6.931093080737e+01
0.77600000,21.11603573,-9.759854275461e+01,-6.888691706011e+01
0.77700000,21.14324711,-9.532393088268e+01,-6.832637763441e+01
0.77800000,21.17045850,-9.313994316239e+01,-6.763514004883e+01
0.77900000,21.19766989,-9.105333805439e+01,-6.681938504375e+01
0.78000000,21.22488127,-8.907050701122e+01,-6.588562679134e+01
0.78100000,21.25209266,-8.719745811591e+01,-6.484069223683e+01
0.78200000,21.27930404,-8.543980085240e+01,-6.369169962961e+01
0.78300000,21.30651543,-8.380273204824e+01,-6.244603630527e+01
0.78400000,21.33372682,-8.229102302689e+01,-6.111133578109e+01
0.78500000,21.36093820,-8.090900800371e+01,-5.969545423002e+01
0.78600000,21.38814959,-7.966057375608e+01,-5.820644639938e+01
0.78700000,21.41536098,-7.854915059503e+01,-5.665254104231e+01
0.78800000,21.44257236,-7.757770466171e+01,-5.504211593137e+01
0.78900000,21.46978375,-7.674873156881e+01,-5.338367252463e+01
0.79000000,21.49699513,-7.606425140308e+01,-5.168581035583e+01
0.79100000,21.52420652,-7.552580510160e+01,-4.995720122088e+01
0.79200000,21.55141791,-7.513445221044e+01,-4.820656323353e+01
0.79300000,21.57862929,-7.489077003064e+01,-4.644263482357e+01
0.79400000,21.60584068,-7.479485415274e+01,-4.467414875107e+01
0.79500000,21.63305207,-7.484632037694e+01,-4.290980621025e+01
0.79600000,21.66026345,-7.504430801236e+01,-4.115825109626e+01
0.79700000,21.68747484,-7.538748454507e+01,-3.942804450802e+01
0.79800000,21.71468622,-7.587405166033e+01,-3.772763955952e+01
0.79900000,21.74189761,-7.650175260125e+01,-3.606535657125e+01
0.80000000,21.76910900,-7.726788084184e+01,-3.444935871246e+01
0.80100000,21.79632038,-7.816929004885e+01,-3.288762816403e+01
0.80200000,21.82353177,-7.920240530329e+01,-3.138794286982e+01
0.80300000,21.85074316,-8.036323554853e+01,-2.995785394354e+01
0.80400000,21.87795454,-8.164738722887e+01,-2.860466379589e+01
0.80500000,21.90516593,-8.305007907844e+01,-2.733540504506e+01
0.80600000,21.93237731,-8.456615801741e+01,-2.615682027150e+01
0.80700000,21.95958870,-8.619011610902e+01,-2.507534267566e+01
0.80800000,21.98680009,-8.791610852776e+01,-2.409707769489e+01
0.80900000,22.01401147,-8.973797248622e+01,-2.322778563303e+01
0.81000000,22.04122286,-9.164924706496e+01,-2.247286535357e+01
0.81100000,22.06843425,-9.364319388731e+01,-2.183733908410e+01
0.81200000,22.09564563,-9.571281857812e+01,-2.132583837694e+01
0.81300000,22.12285702,-9.785089294336e+01,-2.094259126737e+01
0.81400000,22.15006840,-1.000499778048e+02,-2.069141066764e+01
0.81500000,22.17727979,-1.023024464226e+02,-2.057568403129e+01
0.81600000,22.20449118,-1.046005084353e+02,-2.059836431902e+01
0.81700000,22.23170256,-1.069362342473e+02,-2.076196229305e+01
0.81800000,22.25891395,-1.093015797897e+02,-2.106854016367e+01
0.81900000,22.28612534,-1.116884115813e+02,-2.151970660737e+01
0.82000000,22.31333672,-1.140885320139e+02,-2.211661317200e+01
0.82100000,22.34054811,-1.164937047862e+02,-2.285995208044e+01
0.82200000,22.36775949,-1.188956804091e+02,-2.374995544002e+01
0.82300000,22.39497088,-1.212862217049e+02,-2.478639586066e+01
0.82400000,22.42218227,-1.236571292239e+02,-2.596858848078e+01
0.82500000,22.44939365,-1.260002664992e+02,-2.729539439524e+01
0.82600000,22.47660504,-1.283075850634e+02,-2.876522547600e+01
0.82700000,22.50381643,-1.305711491505e+02,-3.037605057120e+01
0.82800000,22.53102781,-1.327831600061e+02,-3.212540306465e+01
0.82900000,22.55823920,-1.349359797304e+02,-3.401038977321e+01
0.83000000,22.58545058,-1.370221545809e+02,-3.602770115548e+01
0.83100000,22.61266197,-1.390344376616e+02,-3.817362280090e+01
0.83200000,22.63987336,-1.409658109266e+02,-4.044404816453e+01
0.83300000,22.66708474,-1.428095064308e+02,-4.283449250855e+01
0.83400000,22.69429613,-1.445590267588e+02,-4.534010800782e+01
0.83500000,22.72150752,-1.462081645677e+02,-4.795569997281e+01
0.83600000,22.74871890,-1.477510211824e+02,-5.067574413969e+01
0.83700000,22.77593029,-1.491820241820e+02,-5.349440497380e+01
