itt,time_au,time_as,para_z,dia_z,total_z
826,16.5200000000,399.5996907386,-1.253744000000e-04,6.063313000000e-05,-6.474129000000e-05
827,16.5400000000,400.0834676039,-1.293847000000e-04,6.063313000000e-05,-6.875152000000e-05
828,16.5600000000,400.5672444692,-1.334069000000e-04,6.063313000000e-05,-7.277377000000e-05
829,16.5800000000,401.0510213345,-1.374386000000e-04,6.063313000000e-05,-7.680550000000e-05
830,16.6000000000,401.5347981998,-1.414773000000e-04,6.063313000000e-05,-8.084419000000e-05
831,16.6200000000,402.0185750651,-1.455204000000e-04,6.063313000000e-05,-8.488729000000e-05
832,16.6400000000,402.5023519304,-1.495654000000e-04,6.063313000000e-05,-8.893231000000e-05
833,16.6600000000,402.9861287957,-1.536099000000e-04,6.063313000000e-05,-9.297673000000e-05
834,16.6800000000,403.4699056610,-1.576512000000e-04,6.063313000000e-05,-9.701807000000e-05
835,16.7000000000,403.9536825263,-1.616870000000e-04,6.063313000000e-05,-1.010538000000e-04
836,16.7200000000,404.4374593916,-1.657147000000e-04,6.063313000000e-05,-1.050816000000e-04
837,16.7400000000,404.9212362569,-1.697320000000e-04,6.063313000000e-05,-1.090989000000e-04
838,16.7600000000,405.4050131222,-1.737364000000e-04,6.063313000000e-05,-1.131032000000e-04
839,16.7800000000,405.8887899875,-1.777254000000e-04,6.063313000000e-05,-1.170923000000e-04
840,16.8000000000,406.3725668528,-1.816968000000e-04,6.063313000000e-05,-1.210637000000e-04
841,16.8200000000,406.8563437181,-1.856481000000e-04,6.063313000000e-05,-1.250149000000e-04
842,16.8400000000,407.3401205834,-1.895769000000e-04,6.063313000000e-05,-1.289438000000e-04
843,16.8600000000,407.8238974487,-1.934811000000e-04,6.063313000000e-05,-1.328479000000e-04
844,16.8800000000,408.3076743140,-1.973581000000e-04,6.063313000000e-05,-1.367250000000e-04
845,16.9000000000,408.7914511793,-2.012059000000e-04,6.063313000000e-05,-1.405728000000e-04
846,16.9200000000,409.2752280446,-2.050221000000e-04,6.063313000000e-05,-1.443890000000e-04
847,16.9400000000,409.7590049099,-2.088045000000e-04,6.063313000000e-05,-1.481714000000e-04
848,16.9600000000,410.2427817752,-2.125510000000e-04,6.063313000000e-05,-1.519179000000e-04
849,16.9800000000,410.7265586405,-2.162593000000e-04,6.063313000000e-05,-1.556262000000e-04
850,17.0000000000,411.2103355059,-2.199274000000e-04,6.063313000000e-05,-1.592943000000e-04
851,17.0200000000,411.6941123712,-2.235532000000e-04,6.063313000000e-05,-1.629200000000e-04
852,17.0400000000,412.1778892365,-2.271345000000e-04,6.063313000000e-05,-1.665013000000e-04
853,17.0600000000,412.6616661018,-2.306694000000e-04,6.063313000000e-05,-1.700362000000e-04
854,17.0800000000,413.1454429671,-2.341558000000e-04,6.063313000000e-05,-1.735227000000e-04
855,17.1000000000,413.6292198324,-2.375919000000e-04,6.063313000000e-05,-1.769587000000e-04
856,17.1200000000,414.1129966977,-2.409756000000e-04,6.063313000000e-05,-1.803425000000e-04
857,17.1400000000,414.5967735630,-2.443052000000e-04,6.063313000000e-05,-1.836721000000e-04
858,17.1600000000,415.0805504283,-2.475787000000e-04,6.063313000000e-05,-1.869456000000e-04
859,17.1800000000,415.5643272936,-2.507944000000e-04,6.063313000000e-05,-1.901613000000e-04
860,17.2000000000,416.0481041589,-2.539505000000e-04,6.063313000000e-05,-1.933173000000e-04
861,17.2200000000,416.5318810242,-2.570452000000e-04,6.063313000000e-05,-1.964121000000e-04
862,17.2400000000,417.0156578895,-2.600770000000e-04,6.063313000000e-05,-1.994439000000e-04
863,17.2600000000,417.4994347548,-2.630441000000e-04,6.063313000000e-05,-2.024110000000e-04
864,17.2800000000,417.9832116201,-2.659450000000e-04,6.063313000000e-05,-2.053118000000e-04
865,17.3000000000,418.4669884854,-2.687781000000e-04,6.063313000000e-05,-2.081449000000e-04
866,17.3200000000,418.9507653507,-2.715418000000e-04,6.063313000000e-05,-2.109087000000e-04
867,17.3400000000,419.4345422160,-2.742349000000e-04,6.063313000000e-05,-2.136017000000e-04
868,17.3600000000,419.9183190813,-2.768557000000e-04,6.063313000000e-05,-2.162226000000e-04
869,17.3800000000,420.4020959466,-2.794030000000e-04,6.063313000000e-05,-2.187699000000e-04
870,17.4000000000,420.8858728119,-2.818755000000e-04,6.063313000000e-05,-2.212424000000e-04
871,17.4200000000,421.3696496772,-2.842718000000e-04,6.063313000000e-05,-2.236387000000e-04
872,17.4400000000,421.8534265425,-2.865908000000e-04,6.063313000000e-05,-2.259576000000e-04
873,17.4600000000,422.3372034078,-2.888312000000e-04,6.063313000000e-05,-2.281981000000e-04
874,17.4800000000,422.8209802731,-2.909920000000e-04,6.063313000000e-05,-2.303588000000e-04
875,17.5000000000,423.3047571384,-2.930720000000e-04,6.063313000000e-05,-2.324388000000e-04
876,17.5200000000,423.7885340037,-2.950702000000e-04,6.063313000000e-05,-2.344371000000e-04
877,17.5400000000,424.2723108690,-2.969857000000e-04,6.063313000000e-05,-2.363525000000e-04
878,17.5600000000,424.7560877343,-2.988175000000e-04,6.063313000000e-05,-2.381843000000e-04
879,17.5800000000,425.2398645996,-3.005647000000e-04,6.063313000000e-05,-2.399316000000e-04
880,17.6000000000,425.7236414649,-3.022266000000e-04,6.063313000000e-05,-2.415934000000e-04
881,17.6200000000,426.2074183302,-3.038022000000e-04,6.063313000000e-05,-2.431691000000e-04
882,17.6400000000,426.6911951955,-3.052910000000e-04,6.063313000000e-05,-2.446579000000e-04
883,17.6600000000,427.1749720608,-3.066923000000e-04,6.063313000000e-05,-2.460591000000e-04
884,17.6800000000,427.6587489261,-3.080053000000e-04,6.063313000000e-05,-2.473722000000e-04
885,17.7000000000,428.1425257914,-3.092296000000e-04,6.063313000000e-05,-2.485965000000e-04
886,17.7200000000,428.6263026567,-3.103646000000e-04,6.063313000000e-05,-2.497315000000e-04
887,17.7400000000,429.1100795220,-3.114099000000e-04,6.063313000000e-05,-2.507768000000e-04
888,17.7600000000,429.5938563873,-3.123650000000e-04,6.063313000000e-05,-2.517319000000e-04
889,17.7800000000,430.0776332526,-3.132296000000e-04,6.063313000000e-05,-2.525965000000e-04
890,17.8000000000,430.5614101179,-3.140034000000e-04,6.063313000000e-05,-2.533703000000e-04
891,17.8200000000,431.0451869832,-3.146861000000e-04,6.063313000000e-05,-2.540530000000e-04
892,17.8400000000,431.5289638485,-3.152775000000e-04,6.063313000000e-05,-2.546444000000e-04
893,17.8600000000,432.0127407138,-3.157775000000e-04,6.063313000000e-05,-2.551444000000e-04
894,17.8800000000,432.4965175791,-3.161859000000e-04,6.063313000000e-05,-2.555528000000e-04
895,17.9000000000,432.9802944444,-3.165027000000e-04,6.063313000000e-05,-2.558696000000e-04
896,17.9200000000,433.4640713097,-3.167279000000e-04,6.063313000000e-05,-2.560948000000e-04
897,17.9400000000,433.9478481750,-3.168615000000e-04,6.063313000000e-05,-2.562284000000e-04
898,17.9600000000,434.4316250403,-3.169037000000e-04,6.063313000000e-05,-2.562706000000e-04
899,17.9800000000,434.9154019056,-3.168546000000e-04,6.063313000000e-05,-2.562215000000e-04
900,18.0000000000,435.3991787709,-3.167144000000e-04,6.063313000000e-05,-2.560812000000e-04
901,18.0200000000,435.8829556362,-3.164833000000e-04,6.063313000000e-05,-2.558501000000e-04
902,18.0400000000,436.3667325015,-3.161616000000e-04,6.063313000000e-05,-2.555285000000e-04
903,18.0600000000,436.8505093668,-3.157497000000e-04,6.063313000000e-05,-2.551166000000e-04
904,18.0800000000,437.3342862321,-3.152481000000e-04,6.063313000000e-05,-2.546149000000e-04
905,18.1000000000,437.8180630974,-3.146570000000e-04,6.063313000000e-05,-2.540239000000e-04
906,18.1200000000,438.3018399627,-3.139771000000e-04,6.063313000000e-05,-2.533439000000e-04
907,18.1400000000,438.7856168280,-3.132088000000e-04,6.063313000000e-05,-2.525756000000e-04
908,18.1600000000,439.2693936933,-3.123527000000e-04,6.063313000000e-05,-2.517196000000e-04
909,18.1800000000,439.7531705586,-3.114096000000e-04,6.063313000000e-05,-2.507764000000e-04
910,18.2000000000,440.2369474239,-3.103800000000e-04,6.063313000000e-05,-2.497468000000e-04
911,18.2200000000,440.7207242892,-3.092646000000e-04,6.063313000000e-05,-2.486315000000e-04
912,18.2400000000,441.2045011545,-3.080643000000e-04,6.063313000000e-05,-2.474312000000e-04
913,18.2600000000,441.6882780198,-3.067799000000e-04,6.063313000000e-05,-2.461467000000e-04
914,18.2800000000,442.1720548851,-3.054121000000e-04,6.063313000000e-05,-2.447790000000e-04
915,18.3000000000,442.6558317504,-3.039620000000e-04,6.063313000000e-05,-2.433289000000e-04
916,18.3200000000,443.1396086157,-3.024304000000e-04,6.063313000000e-05,-2.417973000000e-04
917,18.3400000000,443.6233854810,-3.008183000000e-04,6.063313000000e-05,-2.401852000000e-04
918,18.3600000000,444.1071623463,-2.991268000000e-04,6.063313000000e-05,-2.384937000000e-04
919,18.3800000000,444.5909392116,-2.973569000000e-04,6.063313000000e-05,-2.367237000000e-04
920,18.4000000000,445.0747160769,-2.955097000000e-04,6.063313000000e-05,-2.348765000000e-04
921,18.4200000000,445.5584929422,-2.935863000000e-04,6.063313000000e-05,-2.329532000000e-04
922,18.4400000000,446.0422698075,-2.915879000000e-04,6.063313000000e-05,-2.309548000000e-04
923,18.4600000000,446.5260466728,-2.895158000000e-04,6.063313000000e-05,-2.288827000000e-04
924,18.4800000000,447.0098235381,-2.873712000000e-04,6.063313000000e-05,-2.267381000000e-04
925,18.5000000000,447.4936004034,-2.851554000000e-04,6.063313000000e-05,-2.245222000000e-04
926,18.5200000000,447.9773772687,-2.828696000000e-04,6.063313000000e-05,-2.222365000000e-04
927,18.5400000000,448.4611541340,-2.805153000000e-04,6.063313000000e-05,-2.198822000000e-04
928,18.5600000000,448.9449309993,-2.780938000000e-04,6.063313000000e-05,-2.174607000000e-04
929,18.5800000000,449.4287078646,-2.756066000000e-04,6.063313000000e-05,-2.149735000000e-04
930,18.6000000000,449.9124847299,-2.730551000000e-04,6.063313000000e-05,-2.124220000000e-04
931,18.6200000000,450.3962615952,-2.704408000000e-04,6.063313000000e-05,-2.098076000000e-04
932,18.6400000000,450.8800384605,-2.677651000000e-04,6.063313000000e-05,-2.071320000000e-04
933,18.6600000000,451.3638153258,-2.650297000000e-04,6.063313000000e-05,-2.043966000000e-04
934,18.6800000000,451.8475921911,-2.622361000000e-04,6.063313000000e-05,-2.016030000000e-04
935,18.7000000000,452.3313690564,-2.593859000000e-04,6.063313000000e-05,-1.987528000000e-04
936,18.7200000000,452.8151459217,-2.564807000000e-04,6.063313000000e-05,-1.958476000000e-04
937,18.7400000000,453.2989227870,-2.535222000000e-04,6.063313000000e-05,-1.928891000000e-04
938,18.7600000000,453.7826996523,-2.505120000000e-04,6.063313000000e-05,-1.898789000000e-04
939,18.7800000000,454.2664765176,-2.474518000000e-04,6.063313000000e-05,-1.868187000000e-04
940,18.8000000000,454.7502533829,-2.443434000000e-04,6.063313000000e-05,-1.837103000000e-04
941,18.8200000000,455.2340302482,-2.411884000000e-04,6.063313000000e-05,-1.805553000000e-04
942,18.8400000000,455.7178071135,-2.379886000000e-04,6.063313000000e-05,-1.773555000000e-04
943,18.8600000000,456.2015839788,-2.347458000000e-04,6.063313000000e-05,-1.741127000000e-04
944,18.8800000000,456.6853608441,-2.314618000000e-04,6.063313000000e-05,-1.708287000000e-04
945,18.9000000000,457.1691377094,-2.281383000000e-04,6.063313000000e-05,-1.675052000000e-04
946,18.9200000000,457.6529145747,-2.247773000000e-04,6.063313000000e-05,-1.641442000000e-04
947,18.9400000000,458.1366914400,-2.213805000000e-04,6.063313000000e-05,-1.607473000000e-04
948,18.9600000000,458.6204683053,-2.179497000000e-04,6.063313000000e-05,-1.573166000000e-04
949,18.9800000000,459.1042451706,-2.144869000000e-04,6.063313000000e-05,-1.538538000000e-04
950,19.0000000000,459.5880220360,-2.109939000000e-04,6.063313000000e-05,-1.503608000000e-04
951,19.0200000000,460.0717989013,-2.074726000000e-04,6.063313000000e-05,-1.468395000000e-04
952,19.0400000000,460.5555757666,-2.039249000000e-04,6.063313000000e-05,-1.432918000000e-04
953,19.0600000000,461.0393526319,-2.003526000000e-04,6.063313000000e-05,-1.397195000000e-04
954,19.0800000000,461.5231294972,-1.967578000000e-04,6.063313000000e-05,-1.361246000000e-04
955,19.1000000000,462.0069063625,-1.931422000000e-04,6.063313000000e-05,-1.325091000000e-04
956,19.1200000000,462.4906832278,-1.895078000000e-04,6.063313000000e-05,-1.288747000000e-04
957,19.1400000000,462.9744600931,-1.858566000000e-04,6.063313000000e-05,-1.252235000000e-04
958,19.1600000000,463.4582369584,-1.821904000000e-04,6.063313000000e-05,-1.215572000000e-04
959,19.1800000000,463.9420138237,-1.785111000000e-04,6.063313000000e-05,-1.178780000000e-04
960,19.2000000000,464.4257906890,-1.748208000000e-04,6.063313000000e-05,-1.141876000000e-04
961,19.2200000000,464.9095675543,-1.711212000000e-04,6.063313000000e-05,-1.104881000000e-04
962,19.2400000000,465.3933444196,-1.674143000000e-04,6.063313000000e-05,-1.067812000000e-04
963,19.2600000000,465.8771212849,-1.637021000000e-04,6.063313000000e-05,-1.030690000000e-04
964,19.2800000000,466.3608981502,-1.599864000000e-04,6.063313000000e-05,-9.935327000000e-05
965,19.3000000000,466.8446750155,-1.562692000000e-04,6.063313000000e-05,-9.563602000000e-05
966,19.3200000000,467.3284518808,-1.525522000000e-04,6.063313000000e-05,-9.191910000000e-05
967,19.3400000000,467.8122287461,-1.488375000000e-04,6.063313000000e-05,-8.820441000000e-05
968,19.3600000000,468.2960056114,-1.451269000000e-04,6.063313000000e-05,-8.449382000000e-05
969,19.3800000000,468.7797824767,-1.414223000000e-04,6.063313000000e-05,-8.078920000000e-05
970,19.4000000000,469.2635593420,-1.377255000000e-04,6.063313000000e-05,-7.709241000000e-05
971,19.4200000000,469.7473362073,-1.340384000000e-04,6.063313000000e-05,-7.340531000000e-05
972,19.4400000000,470.2311130726,-1.303628000000e-04,6.063313000000e-05,-6.972972000000e-05
973,19.4600000000,470.7148899379,-1.267006000000e-04,6.063313000000e-05,-6.606746000000e-05
974,19.4800000000,471.1986668032,-1.230535000000e-04,6.063313000000e-05,-6.242035000000e-05
975,19.5000000000,471.6824436685,-1.194233000000e-04,6.063313000000e-05,-5.879017000000e-05
976,19.5200000000,472.1662205338,-1.158118000000e-04,6.063313000000e-05,-5.517870000000e-05
977,19.5400000000,472.6499973991,-1.122208000000e-04,6.063313000000e-05,-5.158770000000e-05
978,19.5600000000,473.1337742644,-1.086520000000e-04,6.063313000000e-05,-4.801890000000e-05
979,19.5800000000,473.6175511297,-1.051072000000e-04,6.063313000000e-05,-4.447402000000e-05
980,19.6000000000,474.1013279950,-1.015879000000e-04,6.063313000000e-05,-4.095477000000e-05
981,19.6200000000,474.5851048603,-9.809596000000e-05,6.063313000000e-05,-3.746283000000e-05
982,19.6400000000,475.0688817256,-9.463297000000e-05,6.063313000000e-05,-3.399984000000e-05
983,19.6600000000,475.5526585909,-9.120059000000e-05,6.063313000000e-05,-3.056745000000e-05
984,19.6800000000,476.0364354562,-8.780041000000e-05,6.063313000000e-05,-2.716728000000e-05
985,19.7000000000,476.5202123215,-8.443403000000e-05,6.063313000000e-05,-2.380090000000e-05
986,19.7200000000,477.0039891868,-8.110302000000e-05,6.063313000000e-05,-2.046989000000e-05
987,19.7400000000,477.4877660521,-7.780892000000e-05,6.063313000000e-05,-1.717579000000e-05
988,19.7600000000,477.9715429174,-7.455324000000e-05,6.063313000000e-05,-1.392011000000e-05
989,19.7800000000,478.4553197827,-7.133747000000e-05,6.063313000000e-05,-1.070434000000e-05
990,19.8000000000,478.9390966480,-6.816307000000e-05,6.063313000000e-05,-7.529939000000e-06
991,19.8200000000,479.4228735133,-6.503148000000e-05,6.063313000000e-05,-4.398348000000e-06
992,19.8400000000,479.9066503786,-6.194410000000e-05,6.063313000000e-05,-1.310971000000e-06
993,19.8600000000,480.3904272439,-5.890232000000e-05,6.063313000000e-05,1.730813000000e-06
994,19.8800000000,480.8742041092,-5.590748000000e-05,6.063313000000e-05,4.725653000000e-06
995,19.9000000000,481.3579809745,-5.296090000000e-05,6.063313000000e-05,7.672229000000e-06
996,19.9200000000,481.8417578398,-5.006388000000e-05,6.063313000000e-05,1.056925000000e-05
997,19.9400000000,482.3255347051,-4.721768000000e-05,6.063313000000e-05,1.341545000000e-05
998,19.9600000000,482.8093115704,-4.442352000000e-05,6.063313000000e-05,1.620961000000e-05
999,19.9800000000,483.2930884357,-4.168261000000e-05,6.063313000000e-05,1.895052000000e-05
1000,20.0000000000,483.7768653010,-3.899611000000e-05,6.063313000000e-05,2.163702000000e-05
1001,20.0200000000,484.2606421663,-3.636517000000e-05,6.063313000000e-05,2.426797000000e-05
1002,20.0400000000,484.7444190316,-3.379088000000e-05,6.063313000000e-05,2.684226000000e-05
1003,20.0600000000,485.2281958969,-3.127431000000e-05,6.063313000000e-05,2.935882000000e-05
1004,20.0800000000,485.7119727622,-2.881651000000e-05,6.063313000000e-05,3.181662000000e-05
1005,20.1000000000,486.1957496275,-2.641849000000e-05,6.063313000000e-05,3.421464000000e-05
1006,20.1200000000,486.6795264928,-2.408121000000e-05,6.063313000000e-05,3.655192000000e-05
1007,20.1400000000,487.1633033581,-2.180562000000e-05,6.063313000000e-05,3.882751000000e-05
1008,20.1600000000,487.6470802234,-1.959262000000e-05,6.063313000000e-05,4.104051000000e-05
1009,20.1800000000,488.1308570887,-1.744308000000e-05,6.063313000000e-05,4.319005000000e-05
1010,20.2000000000,488.6146339540,-1.535783000000e-05,6.063313000000e-05,4.527530000000e-05
1011,20.2200000000,489.0984108193,-1.333769000000e-05,6.063313000000e-05,4.729544000000e-05
1012,20.2400000000,489.5821876846,-1.138341000000e-05,6.063313000000e-05,4.924972000000e-05
1013,20.2600000000,490.0659645499,-9.495734000000e-06,6.063313000000e-05,5.113740000000e-05
1014,20.2800000000,490.5497414152,-7.675348000000e-06,6.063313000000e-05,5.295778000000e-05
1015,20.3000000000,491.0335182805,-5.922913000000e-06,6.063313000000e-05,5.471022000000e-05
1016,20.3200000000,491.5172951458,-4.239054000000e-06,6.063313000000e-05,5.639408000000e-05
1017,20.3400000000,492.0010720111,-2.624358000000e-06,6.063313000000e-05,5.800877000000e-05
1018,20.3600000000,492.4848488764,-1.079373000000e-06,6.063313000000e-05,5.955376000000e-05
1019,20.3800000000,492.9686257417,3.953865000000e-07,6.063313000000e-05,6.102852000000e-05
1020,20.4000000000,493.4524026070,1.799446000000e-06,6.063313000000e-05,6.243258000000e-05
1021,20.4200000000,493.9361794723,3.132368000000e-06,6.063313000000e-05,6.376550000000e-05
1022,20.4400000000,494.4199563376,4.393754000000e-06,6.063313000000e-05,6.502689000000e-05
1023,20.4600000000,494.9037332029,5.583241000000e-06,6.063313000000e-05,6.621637000000e-05
1024,20.4800000000,495.3875100682,6.700509000000e-06,6.063313000000e-05,6.733364000000e-05
1025,20.5000000000,495.8712869335,7.745274000000e-06,6.063313000000e-05,6.837841000000e-05
1026,20.5200000000,496.3550637988,8.717291000000e-06,6.063313000000e-05,6.935042000000e-05
1027,20.5400000000,496.8388406641,9.616358000000e-06,6.063313000000e-05,7.024949000000e-05
1028,20.5600000000,497.3226175294,1.044231000000e-05,6.063313000000e-05,7.107544000000e-05
1029,20.5800000000,497.8063943947,1.119503000000e-05,6.063313000000e-05,7.182816000000e-05
1030,20.6000000000,498.2901712600,1.187442000000e-05,6.063313000000e-05,7.250755000000e-05
1031,20.6200000000,498.7739481253,1.248045000000e-05,6.063313000000e-05,7.311359000000e-05
1032,20.6400000000,499.2577249906,1.301313000000e-05,6.063313000000e-05,7.364626000000e-05
1033,20.6600000000,499.7415018559,1.347248000000e-05,6.063313000000e-05,7.410561000000e-05
1034,20.6800000000,500.2252787212,1.385860000000e-05,6.063313000000e-05,7.449173000000e-05
1035,20.7000000000,500.7090555865,1.417162000000e-05,6.063313000000e-05,7.480475000000e-05
1036,20.7200000000,501.1928324518,1.441169000000e-05,6.063313000000e-05,7.504483000000e-05
1037,20.7400000000,501.6766093171,1.457905000000e-05,6.063313000000e-05,7.521218000000e-05
1038,20.7600000000,502.1603861824,1.467394000000e-05,6.063313000000e-05,7.530708000000e-05
1039,20.7800000000,502.6441630477,1.469667000000e-05,6.063313000000e-05,7.532981000000e-05
1040,20.8000000000,503.1279399130,1.464759000000e-05,6.063313000000e-05,7.528072000000e-05
1041,20.8200000000,503.6117167783,1.452708000000e-05,6.063313000000e-05,7.516021000000e-05
1042,20.8400000000,504.0954936436,1.433559000000e-05,6.063313000000e-05,7.496872000000e-05
1043,20.8600000000,504.5792705089,1.407359000000e-05,6.063313000000e-05,7.470672000000e-05
1044,20.8800000000,505.0630473742,1.374161000000e-05,6.063313000000e-05,7.437474000000e-05
1045,20.9000000000,505.5468242395,1.334023000000e-05,6.063313000000e-05,7.397336000000e-05
1046,20.9200000000,506.0306011048,1.287006000000e-05,6.063313000000e-05,7.350319000000e-05
1047,20.9400000000,506.5143779701,1.233178000000e-05,6.063313000000e-05,7.296491000000e-05
1048,20.9600000000,506.9981548354,1.172610000000e-05,6.063313000000e-05,7.235923000000e-05
1049,20.9800000000,507.4819317007,1.105377000000e-05,6.063313000000e-05,7.168690000000e-05
1050,21.0000000000,507.9657085661,1.031560000000e-05,6.063313000000e-05,7.094874000000e-05
1051,21.0200000000,508.4494854314,9.512457000000e-06,6.063313000000e-05,7.014559000000e-05
1052,21.0400000000,508.9332622967,8.645229000000e-06,6.063313000000e-05,6.927836000000e-05
1053,21.0600000000,509.4170391620,7.714870000000e-06,6.063313000000e-05,6.834800000000e-05
1054,21.0800000000,509.9008160273,6.722373000000e-06,6.063313000000e-05,6.735551000000e-05
1055,21.1000000000,510.3845928926,5.668783000000e-06,6.063313000000e-05,6.630191000000e-05
1056,21.1200000000,510.8683697579,4.555187000000e-06,6.063313000000e-05,6.518832000000e-05
1057,21.1400000000,511.3521466232,3.382722000000e-06,6.063313000000e-05,6.401585000000e-05
1058,21.1600000000,511.8359234885,2.152572000000e-06,6.063313000000e-05,6.278570000000e-05
1059,21.1800000000,512.3197003538,8.659639000000e-07,6.063313000000e-05,6.149910000000e-05
1060,21.2000000000,512.8034772191,-4.758263000000e-07,6.063313000000e-05,6.015731000000e-05
1061,21.2200000000,513.2872540844,-1.871479000000e-06,6.063313000000e-05,5.876165000000e-05
1062,21.2400000000,513.7710309497,-3.319628000000e-06,6.063313000000e-05,5.731350000000e-05
1063,21.2600000000,514.2548078150,-4.818864000000e-06,6.063313000000e-05,5.581427000000e-05
1064,21.2800000000,514.7385846803,-6.367734000000e-06,6.063313000000e-05,5.426540000000e-05
1065,21.3000000000,515.2223615456,-7.964739000000e-06,6.063313000000e-05,5.266839000000e-05
1066,21.3200000000,515.7061384109,-9.608341000000e-06,6.063313000000e-05,5.102479000000e-05
1067,21.3400000000,516.1899152762,-1.129696000000e-05,6.063313000000e-05,4.933617000000e-05
1068,21.3600000000,516.6736921415,-1.302897000000e-05,6.063313000000e-05,4.760417000000e-05
1069,21.3800000000,517.1574690068,-1.480270000000e-05,6.063313000000e-05,4.583043000000e-05
1070,21.4000000000,517.6412458721,-1.661647000000e-05,6.063313000000e-05,4.401666000000e-05
1071,21.4200000000,518.1250227374,-1.846852000000e-05,6.063313000000e-05,4.216461000000e-05
1072,21.4400000000,518.6087996027,-2.035709000000e-05,6.063313000000e-05,4.027604000000e-05
1073,21.4600000000,519.0925764680,-2.228035000000e-05,6.063313000000e-05,3.835278000000e-05
1074,21.4800000000,519.5763533333,-2.423647000000e-05,6.063313000000e-05,3.639667000000e-05
1075,21.5000000000,520.0601301986,-2.622355000000e-05,6.063313000000e-05,3.440958000000e-05
1076,21.5200000000,520.5439070639,-2.823969000000e-05,6.063313000000e-05,3.239344000000e-05
1077,21.5400000000,521.0276839292,-3.028295000000e-05,6.063313000000e-05,3.035018000000e-05
1078,21.5600000000,521.5114607945,-3.235135000000e-05,6.063313000000e-05,2.828178000000e-05
1079,21.5800000000,521.9952376598,-3.444290000000e-05,6.063313000000e-05,2.619023000000e-05
1080,21.6000000000,522.4790145251,-3.655557000000e-05,6.063313000000e-05,2.407756000000e-05
1081,21.6200000000,522.9627913904,-3.868731000000e-05,6.063313000000e-05,2.194583000000e-05
1082,21.6400000000,523.4465682557,-4.083604000000e-05,6.063313000000e-05,1.979709000000e-05
1083,21.6600000000,523.9303451210,-4.299969000000e-05,6.063313000000e-05,1.763344000000e-05
1084,21.6800000000,524.4141219863,-4.517613000000e-05,6.063313000000e-05,1.545700000000e-05
1085,21.7000000000,524.8978988516,-4.736325000000e-05,6.063313000000e-05,1.326988000000e-05
1086,21.7200000000,525.3816757169,-4.955889000000e-05,6.063313000000e-05,1.107424000000e-05
1087,21.7400000000,525.8654525822,-5.176091000000e-05,6.063313000000e-05,8.872225000000e-06
1088,21.7600000000,526.3492294475,-5.396713000000e-05,6.063313000000e-05,6.666002000000e-06
1089,21.7800000000,526.8330063128,-5.617538000000e-05,6.063313000000e-05,4.457748000000e-06
1090,21.8000000000,527.3167831781,-5.838349000000e-05,6.063313000000e-05,2.249644000000e-06
1091,21.8200000000,527.8005600434,-6.058926000000e-05,6.063313000000e-05,4.387648000000e-08
1092,21.8400000000,528.2843369087,-6.279050000000e-05,6.063313000000e-05,-2.157365000000e-06
1093,21.8600000000,528.7681137740,-6.498502000000e-05,6.063313000000e-05,-4.351890000000e-06
1094,21.8800000000,529.2518906393,-6.717064000000e-05,6.063313000000e-05,-6.537512000000e-06
1095,21.9000000000,529.7356675046,-6.934518000000e-05,6.063313000000e-05,-8.712044000000e-06
1096,21.9200000000,530.2194443699,-7.150644000000e-05,6.063313000000e-05,-1.087331000000e-05
1097,21.9400000000,530.7032212352,-7.365227000000e-05,6.063313000000e-05,-1.301914000000e-05
1098,21.9600000000,531.1869981005,-7.578050000000e-05,6.063313000000e-05,-1.514737000000e-05
1099,21.9800000000,531.6707749658,-7.788898000000e-05,6.063313000000e-05,-1.725585000000e-05
1100,22.0000000000,532.1545518311,-7.997559000000e-05,6.063313000000e-05,-1.934246000000e-05
1101,22.0200000000,532.6383286964,-8.203820000000e-05,6.063313000000e-05,-2.140507000000e-05
1102,22.0400000000,533.1221055617,-8.407471000000e-05,6.063313000000e-05,-2.344158000000e-05
1103,22.0600000000,533.6058824270,-8.608306000000e-05,6.063313000000e-05,-2.544993000000e-05
1104,22.0800000000,534.0896592923,-8.806118000000e-05,6.063313000000e-05,-2.742805000000e-05
1105,22.1000000000,534.5734361576,-9.000704000000e-05,6.063313000000e-05,-2.937391000000e-05
1106,22.1200000000,535.0572130229,-9.191865000000e-05,6.063313000000e-05,-3.128552000000e-05
1107,22.1400000000,535.5409898882,-9.379402000000e-05,6.063313000000e-05,-3.316089000000e-05
1108,22.1600000000,536.0247667535,-9.563122000000e-05,6.063313000000e-05,-3.499809000000e-05
1109,22.1800000000,536.5085436188,-9.742833000000e-05,6.063313000000e-05,-3.679520000000e-05
1110,22.2000000000,536.9923204841,-9.918348000000e-05,6.063313000000e-05,-3.855035000000e-05
1111,22.2200000000,537.4760973494,-1.008948000000e-04,6.063313000000e-05,-4.026170000000e-05
1112,22.2400000000,537.9598742147,-1.025606000000e-04,6.063313000000e-05,-4.192744000000e-05
1113,22.2600000000,538.4436510800,-1.041789000000e-04,6.063313000000e-05,-4.354580000000e-05
1114,22.2800000000,538.9274279453,-1.057482000000e-04,6.063313000000e-05,-4.511507000000e-05
1115,22.3000000000,539.4112048106,-1.072667000000e-04,6.063313000000e-05,-4.663357000000e-05
1116,22.3200000000,539.8949816759,-1.087328000000e-04,6.063313000000e-05,-4.809965000000e-05
