itt,time_au,time_as,para_z,dia_z,total_z
1693,33.8600000000,819.0342329546,1.616552000000e-04,6.063313000000e-05,2.222883000000e-04
1694,33.8800000000,819.5180098199,1.627644000000e-04,6.063313000000e-05,2.233975000000e-04
1695,33.9000000000,820.0017866852,1.639274000000e-04,6.063313000000e-05,2.245605000000e-04
1696,33.9200000000,820.4855635505,1.651435000000e-04,6.063313000000e-05,2.257766000000e-04
1697,33.9400000000,820.9693404158,1.664123000000e-04,6.063313000000e-05,2.270455000000e-04
1698,33.9600000000,821.4531172811,1.677332000000e-04,6.063313000000e-05,2.283664000000e-04
1699,33.9800000000,821.9368941464,1.691056000000e-04,6.063313000000e-05,2.297387000000e-04
1700,34.0000000000,822.4206710117,1.705288000000e-04,6.063313000000e-05,2.311620000000e-04
1701,34.0200000000,822.9044478770,1.720022000000e-04,6.063313000000e-05,2.326354000000e-04
1702,34.0400000000,823.3882247423,1.735252000000e-04,6.063313000000e-05,2.341583000000e-04
1703,34.0600000000,823.8720016076,1.750970000000e-04,6.063313000000e-05,2.357301000000e-04
1704,34.0800000000,824.3557784729,1.767169000000e-04,6.063313000000e-05,2.373501000000e-04
1705,34.1000000000,824.8395553382,1.783843000000e-04,6.063313000000e-05,2.390174000000e-04
1706,34.1200000000,825.3233322035,1.800982000000e-04,6.063313000000e-05,2.407314000000e-04
1707,34.1400000000,825.8071090688,1.818581000000e-04,6.063313000000e-05,2.424912000000e-04
1708,34.1600000000,826.2908859341,1.836630000000e-04,6.063313000000e-05,2.442961000000e-04
1709,34.1800000000,826.7746627994,1.855122000000e-04,6.063313000000e-05,2.461453000000e-04
1710,34.2000000000,827.2584396647,1.874048000000e-04,6.063313000000e-05,2.480379000000e-04
1711,34.2200000000,827.7422165300,1.893400000000e-04,6.063313000000e-05,2.499732000000e-04
1712,34.2400000000,828.2259933953,1.913170000000e-04,6.063313000000e-05,2.519501000000e-04
1713,34.2600000000,828.7097702606,1.933348000000e-04,6.063313000000e-05,2.539679000000e-04
1714,34.2800000000,829.1935471259,1.953926000000e-04,6.063313000000e-05,2.560257000000e-04
1715,34.3000000000,829.6773239912,1.974894000000e-04,6.063313000000e-05,2.581225000000e-04
1716,34.3200000000,830.1611008565,1.996244000000e-04,6.063313000000e-05,2.602575000000e-04
1717,34.3400000000,830.6448777218,2.017965000000e-04,6.063313000000e-05,2.624296000000e-04
1718,34.3600000000,831.1286545871,2.040048000000e-04,6.063313000000e-05,2.646380000000e-04
1719,34.3800000000,831.6124314524,2.062484000000e-04,6.063313000000e-05,2.668816000000e-04
1720,34.4000000000,832.0962083177,2.085263000000e-04,6.063313000000e-05,2.691594000000e-04
1721,34.4200000000,832.5799851830,2.108374000000e-04,6.063313000000e-05,2.714706000000e-04
1722,34.4400000000,833.0637620483,2.131808000000e-04,6.063313000000e-05,2.738140000000e-04
1723,34.4600000000,833.5475389136,2.155555000000e-04,6.063313000000e-05,2.761886000000e-04
1724,34.4800000000,834.0313157789,2.179603000000e-04,6.063313000000e-05,2.785935000000e-04
1725,34.5000000000,834.5150926442,2.203943000000e-04,6.063313000000e-05,2.810275000000e-04
1726,34.5200000000,834.9988695095,2.228565000000e-04,6.063313000000e-05,2.834896000000e-04
1727,34.5400000000,835.4826463748,2.253456000000e-04,6.063313000000e-05,2.859787000000e-04
1728,34.5600000000,835.9664232401,2.278607000000e-04,6.063313000000e-05,2.884939000000e-04
1729,34.5800000000,836.4502001054,2.304007000000e-04,6.063313000000e-05,2.910338000000e-04
1730,34.6000000000,836.9339769707,2.329645000000e-04,6.063313000000e-05,2.935976000000e-04
1731,34.6200000000,837.4177538360,2.355509000000e-04,6.063313000000e-05,2.961840000000e-04
1732,34.6400000000,837.9015307013,2.381589000000e-04,6.063313000000e-05,2.987920000000e-04
1733,34.6600000000,838.3853075666,2.407873000000e-04,6.063313000000e-05,3.014205000000e-04
1734,34.6800000000,838.8690844319,2.434351000000e-04,6.063313000000e-05,3.040682000000e-04
1735,34.7000000000,839.3528612972,2.461010000000e-04,6.063313000000e-05,3.067341000000e-04
1736,34.7200000000,839.8366381625,2.487840000000e-04,6.063313000000e-05,3.094171000000e-04
1737,34.7400000000,840.3204150278,2.514828000000e-04,6.063313000000e-05,3.121160000000e-04
1738,34.7600000000,840.8041918931,2.541964000000e-04,6.063313000000e-05,3.148296000000e-04
1739,34.7800000000,841.2879687584,2.569236000000e-04,6.063313000000e-05,3.175567000000e-04
1740,34.8000000000,841.7717456237,2.596632000000e-04,6.063313000000e-05,3.202964000000e-04
1741,34.8200000000,842.2555224890,2.624141000000e-04,6.063313000000e-05,3.230472000000e-04
1742,34.8400000000,842.7392993543,2.651751000000e-04,6.063313000000e-05,3.258082000000e-04
1743,34.8600000000,843.2230762196,2.679450000000e-04,6.063313000000e-05,3.285781000000e-04
1744,34.8800000000,843.7068530849,2.707226000000e-04,6.063313000000e-05,3.313558000000e-04
1745,34.9000000000,844.1906299502,2.735069000000e-04,6.063313000000e-05,3.341400000000e-04
1746,34.9200000000,844.6744068155,2.762966000000e-04,6.063313000000e-05,3.369297000000e-04
1747,34.9400000000,845.1581836808,2.790906000000e-04,6.063313000000e-05,3.397237000000e-04
1748,34.9600000000,845.6419605461,2.818876000000e-04,6.063313000000e-05,3.425207000000e-04
1749,34.9800000000,846.1257374114,2.846866000000e-04,6.063313000000e-05,3.453197000000e-04
1750,35.0000000000,846.6095142768,2.874863000000e-04,6.063313000000e-05,3.481194000000e-04
1751,35.0200000000,847.0932911421,2.902856000000e-04,6.063313000000e-05,3.509188000000e-04
1752,35.0400000000,847.5770680074,2.930834000000e-04,6.063313000000e-05,3.537166000000e-04
1753,35.0600000000,848.0608448727,2.958785000000e-04,6.063313000000e-05,3.565117000000e-04
1754,35.0800000000,848.5446217380,2.986698000000e-04,6.063313000000e-05,3.593029000000e-04
1755,35.1000000000,849.0283986033,3.014561000000e-04,6.063313000000e-05,3.620892000000e-04
1756,35.1200000000,849.5121754686,3.042363000000e-04,6.063313000000e-05,3.648694000000e-04
1757,35.1400000000,849.9959523339,3.070092000000e-04,6.063313000000e-05,3.676423000000e-04
1758,35.1600000000,850.4797291992,3.097738000000e-04,6.063313000000e-05,3.704070000000e-04
1759,35.1800000000,850.9635060645,3.125290000000e-04,6.063313000000e-05,3.731621000000e-04
1760,35.2000000000,851.4472829298,3.152736000000e-04,6.063313000000e-05,3.759067000000e-04
1761,35.2200000000,851.9310597951,3.180066000000e-04,6.063313000000e-05,3.786398000000e-04
1762,35.2400000000,852.4148366604,3.207269000000e-04,6.063313000000e-05,3.813601000000e-04
1763,35.2600000000,852.8986135257,3.234335000000e-04,6.063313000000e-05,3.840667000000e-04
1764,35.2800000000,853.3823903910,3.261253000000e-04,6.063313000000e-05,3.867584000000e-04
1765,35.3000000000,853.8661672563,3.288013000000e-04,6.063313000000e-05,3.894344000000e-04
1766,35.3200000000,854.3499441216,3.314604000000e-04,6.063313000000e-05,3.920935000000e-04
1767,35.3400000000,854.8337209869,3.341017000000e-04,6.063313000000e-05,3.947348000000e-04
1768,35.3600000000,855.3174978522,3.367242000000e-04,6.063313000000e-05,3.973573000000e-04
1769,35.3800000000,855.8012747175,3.393268000000e-04,6.063313000000e-05,3.999600000000e-04
1770,35.4000000000,856.2850515828,3.419088000000e-04,6.063313000000e-05,4.025419000000e-04
1771,35.4200000000,856.7688284481,3.444691000000e-04,6.063313000000e-05,4.051022000000e-04
1772,35.4400000000,857.2526053134,3.470068000000e-04,6.063313000000e-05,4.076399000000e-04
1773,35.4600000000,857.7363821787,3.495210000000e-04,6.063313000000e-05,4.101541000000e-04
1774,35.4800000000,858.2201590440,3.520108000000e-04,6.063313000000e-05,4.126439000000e-04
1775,35.5000000000,858.7039359093,3.544755000000e-04,6.063313000000e-05,4.151086000000e-04
1776,35.5200000000,859.1877127746,3.569141000000e-04,6.063313000000e-05,4.175472000000e-04
1777,35.5400000000,859.6714896399,3.593258000000e-04,6.063313000000e-05,4.199589000000e-04
1778,35.5600000000,860.1552665052,3.617099000000e-04,6.063313000000e-05,4.223430000000e-04
1779,35.5800000000,860.6390433705,3.640655000000e-04,6.063313000000e-05,4.246987000000e-04
1780,35.6000000000,861.1228202358,3.663920000000e-04,6.063313000000e-05,4.270252000000e-04
1781,35.6200000000,861.6065971011,3.686886000000e-04,6.063313000000e-05,4.293217000000e-04
1782,35.6400000000,862.0903739664,3.709546000000e-04,6.063313000000e-05,4.315877000000e-04
1783,35.6600000000,862.5741508317,3.731893000000e-04,6.063313000000e-05,4.338224000000e-04
1784,35.6800000000,863.0579276970,3.753920000000e-04,6.063313000000e-05,4.360252000000e-04
1785,35.7000000000,863.5417045623,3.775622000000e-04,6.063313000000e-05,4.381953000000e-04
1786,35.7200000000,864.0254814276,3.796992000000e-04,6.063313000000e-05,4.403323000000e-04
1787,35.7400000000,864.5092582929,3.818024000000e-04,6.063313000000e-05,4.424355000000e-04
1788,35.7600000000,864.9930351582,3.838712000000e-04,6.063313000000e-05,4.445043000000e-04
1789,35.7800000000,865.4768120235,3.859051000000e-04,6.063313000000e-05,4.465382000000e-04
1790,35.8000000000,865.9605888888,3.879036000000e-04,6.063313000000e-05,4.485367000000e-04
1791,35.8200000000,866.4443657541,3.898662000000e-04,6.063313000000e-05,4.504993000000e-04
1792,35.8400000000,866.9281426194,3.917923000000e-04,6.063313000000e-05,4.524254000000e-04
1793,35.8600000000,867.4119194847,3.936816000000e-04,6.063313000000e-05,4.543147000000e-04
1794,35.8800000000,867.8956963500,3.955336000000e-04,6.063313000000e-05,4.561667000000e-04
1795,35.9000000000,868.3794732153,3.973479000000e-04,6.063313000000e-05,4.579810000000e-04
1796,35.9200000000,868.8632500806,3.991240000000e-04,6.063313000000e-05,4.597572000000e-04
1797,35.9400000000,869.3470269459,4.008617000000e-04,6.063313000000e-05,4.614949000000e-04
1798,35.9600000000,869.8308038112,4.025606000000e-04,6.063313000000e-05,4.631937000000e-04
1799,35.9800000000,870.3145806765,4.042203000000e-04,6.063313000000e-05,4.648534000000e-04
1800,36.0000000000,870.7983575418,4.058404000000e-04,6.063313000000e-05,4.664736000000e-04
1801,36.0200000000,871.2821344071,4.074208000000e-04,6.063313000000e-05,4.680540000000e-04
1802,36.0400000000,871.7659112724,4.089612000000e-04,6.063313000000e-05,4.695943000000e-04
1803,36.0600000000,872.2496881377,4.104612000000e-04,6.063313000000e-05,4.710943000000e-04
1804,36.0800000000,872.7334650030,4.119206000000e-04,6.063313000000e-05,4.725537000000e-04
1805,36.1000000000,873.2172418683,4.133392000000e-04,6.063313000000e-05,4.739723000000e-04
1806,36.1200000000,873.7010187336,4.147167000000e-04,6.063313000000e-05,4.753499000000e-04
1807,36.1400000000,874.1847955989,4.160531000000e-04,6.063313000000e-05,4.766862000000e-04
1808,36.1600000000,874.6685724642,4.173480000000e-04,6.063313000000e-05,4.779811000000e-04
1809,36.1800000000,875.1523493295,4.186013000000e-04,6.063313000000e-05,4.792344000000e-04
1810,36.2000000000,875.6361261948,4.198128000000e-04,6.063313000000e-05,4.804459000000e-04
1811,36.2200000000,876.1199030601,4.209824000000e-04,6.063313000000e-05,4.816155000000e-04
1812,36.2400000000,876.6036799254,4.221099000000e-04,6.063313000000e-05,4.827431000000e-04
1813,36.2600000000,877.0874567907,4.231953000000e-04,6.063313000000e-05,4.838284000000e-04
1814,36.2800000000,877.5712336560,4.242383000000e-04,6.063313000000e-05,4.848714000000e-04
1815,36.3000000000,878.0550105213,4.252388000000e-04,6.063313000000e-05,4.858719000000e-04
1816,36.3200000000,878.5387873866,4.261968000000e-04,6.063313000000e-05,4.868299000000e-04
1817,36.3400000000,879.0225642519,4.271121000000e-04,6.063313000000e-05,4.877452000000e-04
1818,36.3600000000,879.5063411172,4.279846000000e-04,6.063313000000e-05,4.886177000000e-04
1819,36.3800000000,879.9901179825,4.288142000000e-04,6.063313000000e-05,4.894474000000e-04
1820,36.4000000000,880.4738948478,4.296009000000e-04,6.063313000000e-05,4.902341000000e-04
1821,36.4200000000,880.9576717131,4.303446000000e-04,6.063313000000e-05,4.909777000000e-04
1822,36.4400000000,881.4414485784,4.310451000000e-04,6.063313000000e-05,4.916783000000e-04
1823,36.4600000000,881.9252254437,4.317024000000e-04,6.063313000000e-05,4.923356000000e-04
1824,36.4800000000,882.4090023090,4.323165000000e-04,6.063313000000e-05,4.929496000000e-04
1825,36.5000000000,882.8927791743,4.328872000000e-04,6.063313000000e-05,4.935203000000e-04
1826,36.5200000000,883.3765560396,4.334144000000e-04,6.063313000000e-05,4.940475000000e-04
1827,36.5400000000,883.8603329049,4.338981000000e-04,6.063313000000e-05,4.945313000000e-04
1828,36.5600000000,884.3441097702,4.343383000000e-04,6.063313000000e-05,4.949714000000e-04
1829,36.5800000000,884.8278866355,4.347348000000e-04,6.063313000000e-05,4.953679000000e-04
1830,36.6000000000,885.3116635008,4.350875000000e-04,6.063313000000e-05,4.957206000000e-04
1831,36.6200000000,885.7954403661,4.353965000000e-04,6.063313000000e-05,4.960296000000e-04
1832,36.6400000000,886.2792172314,4.356615000000e-04,6.063313000000e-05,4.962947000000e-04
1833,36.6600000000,886.7629940967,4.358827000000e-04,6.063313000000e-05,4.965158000000e-04
1834,36.6800000000,887.2467709620,4.360598000000e-04,6.063313000000e-05,4.966929000000e-04
1835,36.7000000000,887.7305478273,4.361928000000e-04,6.063313000000e-05,4.968259000000e-04
1836,36.7200000000,888.2143246926,4.362816000000e-04,6.063313000000e-05,4.969147000000e-04
1837,36.7400000000,888.6981015579,4.363262000000e-04,6.063313000000e-05,4.969593000000e-04
1838,36.7600000000,889.1818784232,4.363264000000e-04,6.063313000000e-05,4.969596000000e-04
1839,36.7800000000,889.6656552885,4.362823000000e-04,6.063313000000e-05,4.969154000000e-04
1840,36.8000000000,890.1494321538,4.361937000000e-04,6.063313000000e-05,4.968268000000e-04
1841,36.8200000000,890.6332090191,4.360606000000e-04,6.063313000000e-05,4.966937000000e-04
1842,36.8400000000,891.1169858844,4.358828000000e-04,6.063313000000e-05,4.965159000000e-04
1843,36.8600000000,891.6007627497,4.356604000000e-04,6.063313000000e-05,4.962935000000e-04
1844,36.8800000000,892.0845396150,4.353933000000e-04,6.063313000000e-05,4.960264000000e-04
1845,36.9000000000,892.5683164803,4.350813000000e-04,6.063313000000e-05,4.957144000000e-04
1846,36.9200000000,893.0520933456,4.347245000000e-04,6.063313000000e-05,4.953576000000e-04
1847,36.9400000000,893.5358702109,4.343228000000e-04,6.063313000000e-05,4.949559000000e-04
1848,36.9600000000,894.0196470762,4.338761000000e-04,6.063313000000e-05,4.945093000000e-04
1849,36.9800000000,894.5034239415,4.333845000000e-04,6.063313000000e-05,4.940176000000e-04
1850,37.0000000000,894.9872008068,4.328478000000e-04,6.063313000000e-05,4.934810000000e-04
1851,37.0200000000,895.4709776722,4.322661000000e-04,6.063313000000e-05,4.928992000000e-04
1852,37.0400000000,895.9547545375,4.316393000000e-04,6.063313000000e-05,4.922724000000e-04
1853,37.0600000000,896.4385314028,4.309674000000e-04,6.063313000000e-05,4.916006000000e-04
1854,37.0800000000,896.9223082681,4.302505000000e-04,6.063313000000e-05,4.908836000000e-04
1855,37.1000000000,897.4060851334,4.294885000000e-04,6.063313000000e-05,4.901216000000e-04
1856,37.1200000000,897.8898619987,4.286814000000e-04,6.063313000000e-05,4.893146000000e-04
1857,37.1400000000,898.3736388640,4.278294000000e-04,6.063313000000e-05,4.884625000000e-04
1858,37.1600000000,898.8574157293,4.269324000000e-04,6.063313000000e-05,4.875656000000e-04
1859,37.1800000000,899.3411925946,4.259906000000e-04,6.063313000000e-05,4.866237000000e-04
1860,37.2000000000,899.8249694599,4.250040000000e-04,6.063313000000e-05,4.856371000000e-04
1861,37.2200000000,900.3087463252,4.239727000000e-04,6.063313000000e-05,4.846058000000e-04
1862,37.2400000000,900.7925231905,4.228968000000e-04,6.063313000000e-05,4.835300000000e-04
1863,37.2600000000,901.2763000558,4.217766000000e-04,6.063313000000e-05,4.824097000000e-04
1864,37.2800000000,901.7600769211,4.206120000000e-04,6.063313000000e-05,4.812451000000e-04
1865,37.3000000000,902.2438537864,4.194034000000e-04,6.063313000000e-05,4.800365000000e-04
1866,37.3200000000,902.7276306517,4.181509000000e-04,6.063313000000e-05,4.787840000000e-04
1867,37.3400000000,903.2114075170,4.168547000000e-04,6.063313000000e-05,4.774878000000e-04
1868,37.3600000000,903.6951843823,4.155151000000e-04,6.063313000000e-05,4.761482000000e-04
1869,37.3800000000,904.1789612476,4.141323000000e-04,6.063313000000e-05,4.747655000000e-04
1870,37.4000000000,904.6627381129,4.127067000000e-04,6.063313000000e-05,4.733399000000e-04
1871,37.4200000000,905.1465149782,4.112386000000e-04,6.063313000000e-05,4.718717000000e-04
1872,37.4400000000,905.6302918435,4.097282000000e-04,6.063313000000e-05,4.703614000000e-04
1873,37.4600000000,906.1140687088,4.081760000000e-04,6.063313000000e-05,4.688092000000e-04
1874,37.4800000000,906.5978455741,4.065824000000e-04,6.063313000000e-05,4.672156000000e-04
1875,37.5000000000,907.0816224394,4.049478000000e-04,6.063313000000e-05,4.655809000000e-04
1876,37.5200000000,907.5653993047,4.032726000000e-04,6.063313000000e-05,4.639057000000e-04
1877,37.5400000000,908.0491761700,4.015573000000e-04,6.063313000000e-05,4.621904000000e-04
1878,37.5600000000,908.5329530353,3.998024000000e-04,6.063313000000e-05,4.604355000000e-04
1879,37.5800000000,909.0167299006,3.980084000000e-04,6.063313000000e-05,4.586415000000e-04
1880,37.6000000000,909.5005067659,3.961759000000e-04,6.063313000000e-05,4.568090000000e-04
1881,37.6200000000,909.9842836312,3.943055000000e-04,6.063313000000e-05,4.549386000000e-04
1882,37.6400000000,910.4680604965,3.923977000000e-04,6.063313000000e-05,4.530308000000e-04
1883,37.6600000000,910.9518373618,3.904532000000e-04,6.063313000000e-05,4.510864000000e-04
1884,37.6800000000,911.4356142271,3.884728000000e-04,6.063313000000e-05,4.491059000000e-04
1885,37.7000000000,911.9193910924,3.864569000000e-04,6.063313000000e-05,4.470901000000e-04
1886,37.7200000000,912.4031679577,3.844065000000e-04,6.063313000000e-05,4.450396000000e-04
1887,37.7400000000,912.8869448230,3.823221000000e-04,6.063313000000e-05,4.429552000000e-04
1888,37.7600000000,913.3707216883,3.802046000000e-04,6.063313000000e-05,4.408377000000e-04
1889,37.7800000000,913.8544985536,3.780547000000e-04,6.063313000000e-05,4.386878000000e-04
1890,37.8000000000,914.3382754189,3.758733000000e-04,6.063313000000e-05,4.365064000000e-04
1891,37.8200000000,914.8220522842,3.736612000000e-04,6.063313000000e-05,4.342943000000e-04
1892,37.8400000000,915.3058291495,3.714191000000e-04,6.063313000000e-05,4.320523000000e-04
1893,37.8600000000,915.7896060148,3.691481000000e-04,6.063313000000e-05,4.297812000000e-04
1894,37.8800000000,916.2733828801,3.668490000000e-04,6.063313000000e-05,4.274821000000e-04
1895,37.9000000000,916.7571597454,3.645226000000e-04,6.063313000000e-05,4.251557000000e-04
1896,37.9200000000,917.2409366107,3.621699000000e-04,6.063313000000e-05,4.228030000000e-04
1897,37.9400000000,917.7247134760,3.597919000000e-04,6.063313000000e-05,4.204250000000e-04
1898,37.9600000000,918.2084903413,3.573894000000e-04,6.063313000000e-05,4.180225000000e-04
1899,37.9800000000,918.6922672066,3.549635000000e-04,6.063313000000e-05,4.155966000000e-04
1900,38.0000000000,919.1760440719,3.525151000000e-04,6.063313000000e-05,4.131482000000e-04
1901,38.0200000000,919.6598209372,3.500451000000e-04,6.063313000000e-05,4.106783000000e-04
1902,38.0400000000,920.1435978025,3.475547000000e-04,6.063313000000e-05,4.081878000000e-04
1903,38.0600000000,920.6273746678,3.450447000000e-04,6.063313000000e-05,4.056778000000e-04
1904,38.0800000000,921.1111515331,3.425162000000e-04,6.063313000000e-05,4.031493000000e-04
1905,38.1000000000,921.5949283984,3.399701000000e-04,6.063313000000e-05,4.006033000000e-04
1906,38.1200000000,922.0787052637,3.374076000000e-04,6.063313000000e-05,3.980407000000e-04
1907,38.1400000000,922.5624821290,3.348295000000e-04,6.063313000000e-05,3.954626000000e-04
1908,38.1600000000,923.0462589943,3.322368000000e-04,6.063313000000e-05,3.928700000000e-04
1909,38.1800000000,923.5300358596,3.296307000000e-04,6.063313000000e-05,3.902638000000e-04
1910,38.2000000000,924.0138127249,3.270120000000e-04,6.063313000000e-05,3.876452000000e-04
1911,38.2200000000,924.4975895902,3.243818000000e-04,6.063313000000e-05,3.850150000000e-04
1912,38.2400000000,924.9813664555,3.217410000000e-04,6.063313000000e-05,3.823742000000e-04
1913,38.2600000000,925.4651433208,3.190907000000e-04,6.063313000000e-05,3.797238000000e-04
1914,38.2800000000,925.9489201861,3.164317000000e-04,6.063313000000e-05,3.770648000000e-04
1915,38.3000000000,926.4326970514,3.137650000000e-04,6.063313000000e-05,3.743981000000e-04
1916,38.3200000000,926.9164739167,3.110915000000e-04,6.063313000000e-05,3.717247000000e-04
1917,38.3400000000,927.4002507820,3.084123000000e-04,6.063313000000e-05,3.690454000000e-04
1918,38.3600000000,927.8840276473,3.057280000000e-04,6.063313000000e-05,3.663612000000e-04
1919,38.3800000000,928.3678045126,3.030398000000e-04,6.063313000000e-05,3.636729000000e-04
1920,38.4000000000,928.8515813779,3.003483000000e-04,6.063313000000e-05,3.609814000000e-04
1921,38.4200000000,929.3353582432,2.976545000000e-04,6.063313000000e-05,3.582876000000e-04
1922,38.4400000000,929.8191351085,2.949591000000e-04,6.063313000000e-05,3.555923000000e-04
1923,38.4600000000,930.3029119738,2.922631000000e-04,6.063313000000e-05,3.528962000000e-04
1924,38.4800000000,930.7866888391,2.895670000000e-04,6.063313000000e-05,3.502002000000e-04
1925,38.5000000000,931.2704657044,2.868718000000e-04,6.063313000000e-05,3.475049000000e-04
1926,38.5200000000,931.7542425697,2.841781000000e-04,6.063313000000e-05,3.448112000000e-04
1927,38.5400000000,932.2380194350,2.814866000000e-04,6.063313000000e-05,3.421197000000e-04
1928,38.5600000000,932.7217963003,2.787980000000e-04,6.063313000000e-05,3.394311000000e-04
1929,38.5800000000,933.2055731656,2.761129000000e-04,6.063313000000e-05,3.367461000000e-04
1930,38.6000000000,933.6893500309,2.734320000000e-04,6.063313000000e-05,3.340651000000e-04
1931,38.6200000000,934.1731268962,2.707558000000e-04,6.063313000000e-05,3.313889000000e-04
1932,38.6400000000,934.6569037615,2.680849000000e-04,6.063313000000e-05,3.287180000000e-04
1933,38.6600000000,935.1406806268,2.654198000000e-04,6.063313000000e-05,3.260530000000e-04
1934,38.6800000000,935.6244574921,2.627611000000e-04,6.063313000000e-05,3.233942000000e-04
1935,38.7000000000,936.1082343574,2.601092000000e-04,6.063313000000e-05,3.207423000000e-04
1936,38.7200000000,936.5920112227,2.574644000000e-04,6.063313000000e-05,3.180976000000e-04
1937,38.7400000000,937.0757880880,2.548274000000e-04,6.063313000000e-05,3.154605000000e-04
1938,38.7600000000,937.5595649533,2.521983000000e-04,6.063313000000e-05,3.128315000000e-04
1939,38.7800000000,938.0433418186,2.495777000000e-04,6.063313000000e-05,3.102108000000e-04
1940,38.8000000000,938.5271186839,2.469658000000e-04,6.063313000000e-05,3.075989000000e-04
1941,38.8200000000,939.0108955492,2.443628000000e-04,6.063313000000e-05,3.049960000000e-04
1942,38.8400000000,939.4946724145,2.417692000000e-04,6.063313000000e-05,3.024023000000e-04
1943,38.8600000000,939.9784492798,2.391851000000e-04,6.063313000000e-05,2.998182000000e-04
1944,38.8800000000,940.4622261451,2.366107000000e-04,6.063313000000e-05,2.972438000000e-04
1945,38.9000000000,940.9460030104,2.340463000000e-04,6.063313000000e-05,2.946794000000e-04
1946,38.9200000000,941.4297798757,2.314919000000e-04,6.063313000000e-05,2.921251000000e-04
1947,38.9400000000,941.9135567410,2.289479000000e-04,6.063313000000e-05,2.895810000000e-04
1948,38.9600000000,942.3973336063,2.264142000000e-04,6.063313000000e-05,2.870473000000e-04
1949,38.9800000000,942.8811104716,2.238909000000e-04,6.063313000000e-05,2.845241000000e-04
1950,39.0000000000,943.3648873370,2.213783000000e-04,6.063313000000e-05,2.820114000000e-04
1951,39.0200000000,943.8486642023,2.188762000000e-04,6.063313000000e-05,2.795093000000e-04
1952,39.0400000000,944.3324410676,2.163848000000e-04,6.063313000000e-05,2.770179000000e-04
1953,39.0600000000,944.8162179329,2.139041000000e-04,6.063313000000e-05,2.745372000000e-04
1954,39.0800000000,945.2999947982,2.114341000000e-04,6.063313000000e-05,2.720672000000e-04
1955,39.1000000000,945.7837716635,2.089748000000e-04,6.063313000000e-05,2.696079000000e-04
1956,39.1200000000,946.2675485288,2.065261000000e-04,6.063313000000e-05,2.671593000000e-04
1957,39.1400000000,946.7513253941,2.040882000000e-04,6.063313000000e-05,2.647213000000e-04
1958,39.1600000000,947.2351022594,2.016608000000e-04,6.063313000000e-05,2.622940000000e-04
1959,39.1800000000,947.7188791247,1.992440000000e-04,6.063313000000e-05,2.598772000000e-04
1960,39.2000000000,948.2026559900,1.968378000000e-04,6.063313000000e-05,2.574709000000e-04
1961,39.2200000000,948.6864328553,1.944420000000e-04,6.063313000000e-05,2.550751000000e-04
1962,39.2400000000,949.1702097206,1.920566000000e-04,6.063313000000e-05,2.526897000000e-04
1963,39.2600000000,949.6539865859,1.896816000000e-04,6.063313000000e-05,2.503147000000e-04
1964,39.2800000000,950.1377634512,1.873168000000e-04,6.063313000000e-05,2.479499000000e-04
1965,39.3000000000,950.6215403165,1.849622000000e-04,6.063313000000e-05,2.455954000000e-04
1966,39.3200000000,951.1053171818,1.826178000000e-04,6.063313000000e-05,2.432510000000e-04
1967,39.3400000000,951.5890940471,1.802835000000e-04,6.063313000000e-05,2.409166000000e-04
1968,39.3600000000,952.0728709124,1.779592000000e-04,6.063313000000e-05,2.385924000000e-04
1969,39.3800000000,952.5566477777,1.756449000000e-04,6.063313000000e-05,2.362781000000e-04
1970,39.4000000000,953.0404246430,1.733406000000e-04,6.063313000000e-05,2.339737000000e-04
1971,39.4200000000,953.5242015083,1.710461000000e-04,6.063313000000e-05,2.316792000000e-04
1972,39.4400000000,954.0079783736,1.687615000000e-04,6.063313000000e-05,2.293947000000e-04
1973,39.4600000000,954.4917552389,1.664869000000e-04,6.063313000000e-05,2.271200000000e-04
1974,39.4800000000,954.9755321042,1.642220000000e-04,6.063313000000e-05,2.248552000000e-04
1975,39.5000000000,955.4593089695,1.619671000000e-04,6.063313000000e-05,2.226002000000e-04
1976,39.5200000000,955.9430858348,1.597221000000e-04,6.063313000000e-05,2.203552000000e-04
1977,39.5400000000,956.4268627001,1.574870000000e-04,6.063313000000e-05,2.181201000000e-04
1978,39.5600000000,956.9106395654,1.552620000000e-04,6.063313000000e-05,2.158951000000e-04
1979,39.5800000000,957.3944164307,1.530470000000e-04,6.063313000000e-05,2.136801000000e-04
1980,39.6000000000,957.8781932960,1.508422000000e-04,6.063313000000e-05,2.114753000000e-04
1981,39.6200000000,958.3619701613,1.486477000000e-04,6.063313000000e-05,2.092808000000e-04
1982,39.6400000000,958.8457470266,1.464636000000e-04,6.063313000000e-05,2.070968000000e-04
1983,39.6600000000,959.3295238919,1.442901000000e-04,6.063313000000e-05,2.049233000000e-04
1984,39.6800000000,959.8133007572,1.421274000000e-04,6.063313000000e-05,2.027605000000e-04
1985,39.7000000000,960.2970776225,1.399756000000e-04,6.063313000000e-05,2.006087000000e-04
1986,39.7200000000,960.7808544878,1.378349000000e-04,6.063313000000e-05,1.984681000000e-04
1987,39.7400000000,961.2646313531,1.357057000000e-04,6.063313000000e-05,1.963388000000e-04
1988,39.7600000000,961.7484082184,1.335881000000e-04,6.063313000000e-05,1.942212000000e-04
1989,39.7800000000,962.2321850837,1.314824000000e-04,6.063313000000e-05,1.921155000000e-04
