# energy_eV,HSE_Re,HSE_Im,TDCDFT_Re,TDCDFT_Im
1.140000000000000124e+00,1.282003755201148110e+01,-6.749709194621694719e-01,4.746498613535723621e+01,-8.723504801048424184e+00
1.150000000000000133e+00,1.281336818957876034e+01,-6.658974102543180340e-01,4.615652325355831920e+01,-6.454785168819878294e+00
1.159999999999999920e+00,1.280634911848375523e+01,-6.569043041738806821e-01,4.467630248954174732e+01,-4.532683627442691154e+00
1.169999999999999929e+00,1.279902717770807641e+01,-6.483269097494263056e-01,4.309370359841070552e+01,-2.958054755511488665e+00
1.179999999999999938e+00,1.279155146969466550e+01,-6.404582246275138946e-01,4.147314186915560441e+01,-1.718815270484205904e+00
1.189999999999999947e+00,1.278415354412779337e+01,-6.335201239658017069e-01,3.987179199409531805e+01,-7.918579457552812340e-01
1.199999999999999956e+00,1.277711993083182129e+01,-6.276425165732776312e-01,3.833787790784725047e+01,-1.453289572783267036e-01
1.209999999999999964e+00,1.277075995978657197e+01,-6.228523244838973794e-01,3.690957446028772182e+01,2.588830080691678082e-01
1.219999999999999973e+00,1.276537219304694482e+01,-6.190731251542281877e-01,3.561452823751185548e+01,4.625988994975296920e-01
1.229999999999999982e+00,1.276121284611251916e+01,-6.161352228993275393e-01,3.446996829207102309e+01,5.088876298342667193e-01
1.239999999999999991e+00,1.275846929797807583e+01,-6.137948924582942167e-01,3.348334522509116340e+01,4.398190259478692021e-01
1.250000000000000000e+00,1.275724121426325652e+01,-6.117606605868157743e-01,3.265341081968022507e+01,2.945365317584872078e-01
1.260000000000000009e+00,1.275753099869102947e+01,-6.097238430037882351e-01,3.197163159293676316e+01,1.077265912947817650e-01
1.270000000000000018e+00,1.275924432817376442e+01,-6.073901919552017192e-01,3.142381897247320666e+01,-9.146928580637454786e-02
1.280000000000000027e+00,1.276220051214262696e+01,-6.045094634959102819e-01,3.099185647035379887e+01,-2.800851921331653505e-01
1.290000000000000036e+00,1.276615144723775153e+01,-6.008999817623257300e-01,3.065540979747413886e+01,-4.415194190810463049e-01
1.300000000000000044e+00,1.277080710765010529e+01,-5.964658281728724143e-01,3.039351838718421561e+01,-5.653224319959540001e-01
1.310000000000000053e+00,1.277586489787917046e+01,-5.912050580664717225e-01,3.018598490492972886e+01,-6.466468832163997371e-01
1.320000000000000062e+00,1.278103985477967441e+01,-5.852082664816575797e-01,3.001450133468615178e+01,-6.854374236886763283e-01
1.330000000000000071e+00,1.278609264849896832e+01,-5.786477964948788522e-01,2.986347431374549544e+01,-6.854465108485443547e-01
1.340000000000000080e+00,1.279085259647717798e+01,-5.717588119040681871e-01,2.972053667747785255e+01,-6.531641445245938149e-01
1.350000000000000089e+00,1.279523344101690796e+01,-5.648142506867231960e-01,2.957675493776404352e+01,-5.967449433067688602e-01
1.360000000000000098e+00,1.279924039290217408e+01,-5.580962603453455406e-01,2.942656215774627171e+01,-5.250060741730633307e-01
1.370000000000000107e+00,1.280296783469248112e+01,-5.518670360832391708e-01,2.926746124489342193e+01,-4.465554711200473426e-01
1.380000000000000115e+00,1.280658801844065309e+01,-5.463420092587769616e-01,2.909955431116300772e+01,-3.690929433330053522e-01
1.390000000000000124e+00,1.281033199051076643e+01,-5.416680672020592890e-01,2.892495912349368226e+01,-2.989086918669308646e-01
1.400000000000000133e+00,1.281446474282679837e+01,-5.379089553225906428e-01,2.874717389730853156e+01,-2.405859067908629467e-01
1.409999999999999920e+00,1.281925715079076866e+01,-5.350392731370435806e-01,2.857044726513745658e+01,-1.968978408633842714e-01
1.419999999999999929e+00,1.282495755954134786e+01,-5.329476021167431909e-01,2.839920199662452305e+01,-1.688761486298884229e-01
1.429999999999999938e+00,1.283176589428909864e+01,-5.314483824672863177e-01,2.823755000039156471e+01,-1.560171305521507457e-01
1.439999999999999947e+00,1.283981289767402778e+01,-5.303012795478860841e-01,2.808892347627322295e+01,-1.565862714523214572e-01
1.449999999999999956e+00,1.284914656616200368e+01,-5.292360351754485936e-01,2.795583400484142089e+01,-1.679791955517638546e-01
1.459999999999999964e+00,1.285972712241675353e+01,-5.279802577791411489e-01,2.783975897867168214e+01,-1.870986259740744506e-01
1.469999999999999973e+00,1.287143099523099110e+01,-5.262873210828404869e-01,2.774114405049164844e+01,-2.107115970299927310e-01
1.479999999999999982e+00,1.288406336944031061e+01,-5.239615409608568974e-01,2.765950191944174463e+01,-2.357582671939730812e-01
1.489999999999999991e+00,1.289737800581914939e+01,-5.208780834471906651e-01,2.759358224617163557e+01,-2.595923284736749714e-01
1.500000000000000000e+00,1.291110230098463951e+01,-5.169955946813156178e-01,2.754158493839097233e+01,-2.801422662295884880e-01
1.510000000000000009e+00,1.292496503228427329e+01,-5.123602818073603737e-01,2.750138935948061558e+01,-2.959916943477954865e-01
1.520000000000000018e+00,1.293872396461577701e+01,-5.071010386727052843e-01,2.747077481784548070e+01,-3.063848920213154692e-01
1.530000000000000027e+00,1.295219051172031222e+01,-5.014161152347280659e-01,2.744761243711964127e+01,-3.111698949650812951e-01
1.540000000000000036e+00,1.296524894215813362e+01,-4.955526845077981024e-01,2.743001450696974430e+01,-3.106956573039382219e-01
1.550000000000000044e+00,1.297786817035585116e+01,-4.897813801972761838e-01,2.741643394124106337e+01,-3.056817466275205675e-01
1.560000000000000053e+00,1.299010492109349002e+01,-4.843683897677809602e-01,2.740571281803726933e+01,-2.970788386255944769e-01
1.570000000000000062e+00,1.300209792707968148e+01,-4.795479399984193258e-01,2.739708452741515643e+01,-2.859362163482358499e-01
1.580000000000000071e+00,1.301405372687050921e+01,-4.754979791985400883e-01,2.739013833049550328e+01,-2.732889878028449404e-01
1.590000000000000080e+00,1.302622548346636222e+01,-4.723215446498172376e-01,2.738475783932056018e+01,-2.600733518224803142e-01
1.600000000000000089e+00,1.303888695671682818e+01,-4.700357361686632318e-01,2.738104595225520299e+01,-2.470735434410756270e-01
1.610000000000000098e+00,1.305230426307446656e+01,-4.685694529042123690e-01,2.737924820536733961e+01,-2.348996319889693762e-01
1.620000000000000107e+00,1.306670829303772230e+01,-4.677701664098083412e-01,2.737968457106244813e+01,-2.239916057747891875e-01
1.630000000000000115e+00,1.308227060467348579e+01,-4.674190868820679023e-01,2.738269682298390251e+01,-2.146425126764627267e-01
1.640000000000000124e+00,1.309908527451896632e+01,-4.672532231927284951e-01,2.738861514046499934e+01,-2.070320414125922936e-01
1.650000000000000133e+00,1.311715859710495735e+01,-4.669921274638035857e-01,2.739774412024602412e+01,-2.012618662253475021e-01
1.660000000000000142e+00,1.313640773905381920e+01,-4.663666238876646997e-01,2.741036524193825485e+01,-1.973852240038153905e-01
1.669999999999999929e+00,1.315666855090390364e+01,-4.651466002838450242e-01,2.742675046406863615e+01,-1.954252988872488273e-01
1.679999999999999938e+00,1.317771180959972099e+01,-4.631650138518101367e-01,2.744718026288888169e+01,-1.953797075685300699e-01
1.689999999999999947e+00,1.319926630054655625e+01,-4.603356247263624135e-01,2.747195918310660190e+01,-1.972113069801602336e-01
1.699999999999999956e+00,1.322104643799863055e+01,-4.566625881925875929e-01,2.750142282108013703e+01,-2.008282772035600849e-01
1.709999999999999964e+00,1.324278163939279196e+01,-4.522408487445903624e-01,2.753593194471363859e+01,-2.060586004296283968e-01
1.719999999999999973e+00,1.326424446398751478e+01,-4.472472063714095225e-01,2.757585189690564675e+01,-2.126253787146970831e-01
1.729999999999999982e+00,1.328527462229472711e+01,-4.419228749687860724e-01,2.762151818151804505e+01,-2.201297400083442046e-01
1.739999999999999991e+00,1.330579635368332170e+01,-4.365492288492471840e-01,2.767319180988997118e+01,-2.280473355223118503e-01
1.750000000000000000e+00,1.332582731881156946e+01,-4.314191465652039703e-01,2.773101022199114141e+01,-2.357427274925129879e-01
1.760000000000000009e+00,1.334547799839683968e+01,-4.268068376908828454e-01,2.779494107573507833e+01,-2.425035210661655727e-01
1.770000000000000018e+00,1.336494154699413883e+01,-4.229392268651036013e-01,2.786474670021030065e+01,-2.475932183480597792e-01
1.780000000000000027e+00,1.338447502434818759e+01,-4.199718477292339047e-01,2.793996643233345267e+01,-2.503188354580038189e-01
1.790000000000000036e+00,1.340437381905105596e+01,-4.179717758879800127e-01,2.801992243228210455e+01,-2.501067085534800505e-01
1.800000000000000044e+00,1.342494179821740907e+01,-4.169094437381947738e-01,2.810375206137517523e+01,-2.465779759435942908e-01
1.810000000000000053e+00,1.344646018750642646e+01,-4.166602970685666651e-01,2.819046678024484365e+01,-2.396142427066609848e-01
1.820000000000000062e+00,1.346915835697311081e+01,-4.170162606117917004e-01,2.827903414213970734e+01,-2.294040877825316849e-01
1.830000000000000071e+00,1.349318953837750357e+01,-4.177059764172976752e-01,2.836847621732573899e+01,-2.164624088236493660e-01
1.840000000000000080e+00,1.351861403932417183e+01,-4.184218666838621092e-01,2.845797509071544340e+01,-2.016170270669093989e-01
1.850000000000000089e+00,1.354539179110552105e+01,-4.188513455020856924e-01,2.854697428098742407e+01,-1.859602716009188250e-01
1.860000000000000098e+00,1.357338514031731336e+01,-4.187090384529688625e-01,2.863526430298696113e+01,-1.707670973807106363e-01
1.870000000000000107e+00,1.360237176029032646e+01,-4.177667165274880356e-01,2.872304128306609527e+01,-1.573852544826958022e-01
1.880000000000000115e+00,1.363206652051903767e+01,-4.158778318242952743e-01,2.881092954491680302e+01,-1.471066728798995638e-01
1.890000000000000124e+00,1.366215021600238977e+01,-4.129940439520482509e-01,2.889996226967975090e+01,-1.410321257205346401e-01
1.900000000000000133e+00,1.369230232062304076e+01,-4.091719023270919964e-01,2.899151841913839434e+01,-1.399430134608154463e-01
1.910000000000000142e+00,1.372223446777422318e+01,-4.045688263139888829e-01,2.908721870177737756e+01,-1.441945032452138231e-01
1.919999999999999929e+00,1.375172122906787031e+01,-3.994286065010321241e-01,2.918878798963451970e+01,-1.536431311925734178e-01
1.929999999999999938e+00,1.378062497738404346e+01,-3.940577281450030611e-01,2.929789576123960515e+01,-1.676193548779159326e-01
1.939999999999999947e+00,1.380891216807182431e+01,-3.887947821987062791e-01,2.941598937683281179e+01,-1.849516154102898158e-01
1.949999999999999956e+00,1.383665920212688683e+01,-3.839759800993797212e-01,2.954413688418792105e+01,-2.040435679552663195e-01
1.959999999999999964e+00,1.386404706840273526e+01,-3.799002452103327765e-01,2.968289632327445204e+01,-2.230007218371062028e-01
1.969999999999999973e+00,1.389134509698882880e+01,-3.767974643705652715e-01,2.983222701609295768e+01,-2.397973309998733815e-01
1.979999999999999982e+00,1.391888527915191887e+01,-3.748032294608086845e-01,2.999145513929286366e+01,-2.524695547541024876e-01
1.989999999999999991e+00,1.394702960600465502e+01,-3.739427999082376997e-01,3.015930120494904543e+01,-2.593172008539121332e-01
2.000000000000000000e+00,1.397613364423025573e+01,-3.741261267549447211e-01,3.033397130668450004e+01,-2.590942170788002596e-01
2.010000000000000231e+00,1.400651001997070999e+01,-3.751546821239740703e-01,3.051330764472990964e+01,-2.511678286386688219e-01
2.020000000000000018e+00,1.403839556874095251e+01,-3.767396421717030264e-01,3.069498753217971299e+01,-2.356279695319120349e-01
2.030000000000000249e+00,1.407192561342933246e+01,-3.785297967536161989e-01,3.087675444390413659e+01,-2.133323739393344354e-01
2.040000000000000036e+00,1.410711817608743956e+01,-3.801465253033963210e-01,3.105666030613206274e+01,-1.858781266330448989e-01
2.049999999999999822e+00,1.414386997143023450e+01,-3.812223943179326446e-01,3.123329565234546834e+01,-1.554971823116242935e-01
2.060000000000000053e+00,1.418196486182796079e+01,-3.814394828230166512e-01,3.140598385511032120e+01,-1.248807648510639329e-01
2.069999999999999840e+00,1.422109418954905813e+01,-3.805634815501496848e-01,3.157491755737400041e+01,-9.694495977302455825e-02
2.080000000000000071e+00,1.426088716890142116e+01,-3.784699542642011028e-01,3.174121962570709243e+01,-7.455648885116934743e-02
2.089999999999999858e+00,1.430094844525390840e+01,-3.751598700366530204e-01,3.190691716181438764e+01,-6.024290637711189611e-02
2.100000000000000089e+00,1.434089912313733706e+01,-3.707625485429655865e-01,3.207482485644671755e+01,-5.591468236969893840e-02
2.109999999999999876e+00,1.438041712025631647e+01,-3.655254086061479057e-01,3.224834259513482948e+01,-6.262740032567175319e-02
2.120000000000000107e+00,1.441927267234859400e+01,-3.597912509585257657e-01,3.243118094952351527e+01,-8.041036885905859799e-02
2.129999999999999893e+00,1.445735520869180313e+01,-3.539651049358630841e-01,3.262703617876476159e+01,-1.081833447985847824e-01
2.140000000000000124e+00,1.449468860985706264e+01,-3.484737919389723215e-01,3.283924281128038558e+01,-1.437760624127136511e-01
2.149999999999999911e+00,1.453143297709150872e+01,-3.437221869636571947e-01,3.307043606613619602e+01,-1.840563750526667264e-01
2.160000000000000142e+00,1.456787238057562384e+01,-3.400506012948647516e-01,3.332225776420420971e+01,-2.251627651546187492e-01
2.169999999999999929e+00,1.460438948076749455e+01,-3.376977095995724043e-01,3.359513766168822002e+01,-2.628266413044447192e-01
2.180000000000000160e+00,1.464142928971523183e+01,-3.367729916980148341e-01,3.388817727361657717e+01,-2.927601706299216011e-01
2.189999999999999947e+00,1.467945551600014475e+01,-3.372417876303780426e-01,3.419915549366843521e+01,-3.110773397549729258e-01
2.200000000000000178e+00,1.471890379250873515e+01,-3.389248521761026867e-01,3.452466519293972169e+01,-3.147103542060356030e-01
2.209999999999999964e+00,1.476013652453168845e+01,-3.415128563937225303e-01,3.486037827707615122e+01,-3.017810553004104945e-01
2.220000000000000195e+00,1.480340406066017955e+01,-3.445947597982678690e-01,3.520142437370402178e+01,-2.718881891510138149e-01
2.229999999999999982e+00,1.484881637116258801e+01,-3.476975207634494525e-01,3.554285649998644914e+01,-2.262762389128548934e-01
2.240000000000000213e+00,1.489632845742409373e+01,-3.503333752090426190e-01,3.588016683637678739e+01,-1.678599350374684329e-01
