# energy_eV,HSE_Re,HSE_Im,TDCDFT_Re,TDCDFT_Im
1.000000000000000021e-02,1.515806849418928834e+02,-2.006456840908401318e+03,2.757595420811461508e+02,-3.658394441042799372e+03
2.000000000000000042e-02,1.505960702906953372e+02,-9.919026606764130065e+02,2.739042701925495749e+02,-1.807893903187555452e+03
2.999999999999999889e-02,1.489700936720554125e+02,-6.488428411000080587e+02,2.708403074189550352e+02,-1.181890441896115362e+03
4.000000000000000083e-02,1.467249987604489263e+02,-4.738317357339020646e+02,2.666092916608476457e+02,-8.623406443968265194e+02
5.000000000000000278e-02,1.438912794685632832e+02,-3.662310975995221725e+02,2.612683358041156794e+02,-6.657316704819229471e+02
5.999999999999999778e-02,1.405070530214582902e+02,-2.925331109362855386e+02,2.548888824613765394e+02,-5.309647612454069758e+02
7.000000000000000666e-02,1.366172822241733513e+02,-2.384057192384144344e+02,2.475552802951546880e+02,-4.319084899704626537e+02
8.000000000000000167e-02,1.322728669716870797e+02,-1.967033589469567687e+02,2.393631166639411560e+02,-3.555359434560584759e+02
8.999999999999999667e-02,1.275296282360155544e+02,-1.634701265468628719e+02,2.304173470564359434e+02,-2.946363281536434897e+02
1.000000000000000056e-01,1.224472102572181171e+02,-1.363407948572114208e+02,2.208302663992011503e+02,-2.448991197073732451e+02
1.100000000000000006e-01,1.170879283951773004e+02,-1.138138883787985947e+02,2.107193707185242602e+02,-2.035884361688456181e+02
1.199999999999999956e-01,1.115155910245068895e+02,-9.488822250579005413e+01,2.002051597243088850e+02,-1.688801994316406763e+02
1.300000000000000044e-01,1.057943239595397813e+02,-7.886729116076026003e+01,1.894089316162202579e+02,-1.395053772859480432e+02
1.400000000000000133e-01,9.998742519043017296e+01,-6.524766293430856479e+01,1.784506207832714324e+02,-1.145464246069468288e+02
1.499999999999999944e-01,9.415627623128992241e+01,-5.365225345846830152e+01,1.674467271097906576e+02,-9.331556797503594680e+01
