# energy_eV,HSE_Re,HSE_Im,TDCDFT_Re,TDCDFT_Im
1.600000000000000033e-01,8.835933418759789504e+01,-4.378889921499551718e+01,1.565083823833288648e+02,-7.527924156879727491e+01
1.700000000000000122e-01,8.265122582534067419e+01,-3.542385982663304134e+01,1.457395949289683301e+02,-6.000976174521569106e+01
1.799999999999999933e-01,7.708196156957768608e+01,-2.836447559095205406e+01,1.352357082069947296e+02,-4.715371497722790650e+01
1.900000000000000022e-01,7.169628359131637296e+01,-2.244762714989188979e+01,1.250821028717815011e+02,-3.641094636985558708e+01
2.000000000000000111e-01,6.653315808526713226e+01,-1.753197491375417272e+01,1.153531648860700471e+02,-2.752046180153763544e+01
2.099999999999999922e-01,6.162541762977301829e+01,-1.349271630862520510e+01,1.061115349201384390e+02,-2.025094252212472767e+01
2.200000000000000011e-01,5.699955528791535642e+01,-1.021804864723999984e+01,9.740764665343590423e+01,-1.439439013283238644e+01
2.300000000000000100e-01,5.267566798618100421e+01,-7.606799833814789302e+00,8.927955395466673849e+01,-9.761919227782017927e+00
2.399999999999999911e-01,4.866754281725475551e+01,-5.566861512448710414e+00,8.175303945994514265e+01,-6.181028325664216894e+00
2.500000000000000000e-01,4.498287636799197742e+01,-4.014170669952432213e+00,7.484199000339667407e+01,-3.493881907970107559e+00
2.600000000000000089e-01,4.162361406892095061e+01,-2.872059724366220479e+00,6.854901787144829939e+01,-1.556270527594416864e+00
2.700000000000000178e-01,3.858639397634086521e+01,-2.070845717500115590e+00,6.286630112167974715e+01,-2.370075428296181952e-01
2.800000000000000266e-01,3.586307739087500579e+01,-1.547564803200230488e+00,5.777661137518168033e+01,5.824145352491744143e-01
2.899999999999999800e-01,3.344134732459327353e+01,-1.245783961428401199e+00,5.325449367465002837e+01,1.008038340032225033e+00
2.999999999999999889e-01,3.130535506812717728e+01,-1.115441007240875804e+00,4.926756028390941822e+01,1.133621849308936280e+00
3.099999999999999978e-01,2.943639497366701363e+01,-1.112678551116393022e+00,4.577785873941607520e+01,1.040852753675145292e+00
3.200000000000000067e-01,2.781358803302855875e+01,-1.199648912628777042e+00,4.274327406709527111e+01,7.996438877456367722e-01
3.300000000000000155e-01,2.641455584709170878e+01,-1.344275938918268354e+00,4.011892583068727447e+01,4.685393414590440231e-01
3.400000000000000244e-01,2.521606809252413228e+01,-1.519966784514084290e+00,3.785852252934788709e+01,9.524670996280315549e-02
3.500000000000000333e-01,2.419464851902231928e+01,-1.705272334984135219e+00,3.591563873013742381e+01,-2.827007227913341247e-01
3.599999999999999867e-01,2.332712677032138870e+01,-1.883499351248316467e+00,3.424488409466669481e+01,-6.371576362057653764e-01
3.699999999999999956e-01,2.259112582315924556e+01,-2.042280748931649459e+00,3.280293800363767076e+01,-9.484696504785112836e-01
3.800000000000000044e-01,2.196547748524188748e+01,-2.173112838862559570e+00,3.154942864355456678e+01,-1.204485161938764648e+00
3.900000000000000133e-01,2.143056109134803222e+01,-2.270869946923468330e+00,3.044764102682304951e+01,-1.399500053396351085e+00
4.000000000000000222e-01,2.096856319497060284e+01,-2.333307697337934528e+00,2.946504429056842511e+01,-1.533162317155535304e+00
4.100000000000000311e-01,2.056365858692413795e+01,-2.360566471131912092e+00,2.857363457749075764e+01,-1.609365272599065477e+00
4.199999999999999845e-01,2.020211530706803060e+01,-2.354686227665859555e+00,2.775009566212154155e+01,-1.635158420055750295e+00
4.299999999999999933e-01,1.987232838708343152e+01,-2.319143089153799853e+00,2.697578507299808237e+01,-1.619704150693535460e+00
4.400000000000000022e-01,1.956478882057789903e+01,-2.258416924266042791e+00,2.623655861254886190e+01,-1.573306645487864364e+00
4.500000000000000111e-01,1.927199566527773911e+01,-2.177597715789513888e+00,2.552245074553686877e+01,-1.506536477502960825e+00
4.600000000000000200e-01,1.898832021891730548e+01,-2.082036846271557717e+00,2.482723218811501553e+01,-1.429470828255507087e+00
4.700000000000000289e-01,1.870983186833511525e+01,-1.977047669059434964e+00,2.414786908143505428e+01,-1.351065001079970740e+00
4.799999999999999822e-01,1.843409549676785630e+01,-1.867657929805510264e+00,2.348391030163452697e+01,-1.278666232160549532e+00
4.899999999999999911e-01,1.815995026662789869e+01,-1.758414838288478554e+00,2.283683069584943226e+01,-1.217675839088916856e+00
5.000000000000000000e-01,1.788727920454813614e+01,-1.653241926876376944e+00,2.220935832515691288e+01,-1.171360684843047117e+00
5.100000000000000089e-01,1.761677834186468417e+01,-1.555345324935257345e+00,2.160481315315547235e+01,-1.140809946325114899e+00
5.200000000000000178e-01,1.734973325384893172e+01,-1.467165771956264964e+00,2.102648308513496289e+01,-1.125028427737045256e+00
5.300000000000000266e-01,1.708780974670609965e+01,-1.390371618682672006e+00,2.047706090646772026e+01,-1.121153304638178083e+00
5.400000000000000355e-01,1.683286421709576786e+01,-1.325887245956861138e+00,1.995816258358940232e+01,-1.124777362686621984e+00
5.500000000000000444e-01,1.658677790959597687e+01,-1.273950774824380794e+00,1.946994369179311235e+01,-1.130358623861964729e+00
5.600000000000000533e-01,1.635131797635593998e+01,-1.234194647236697140e+00,1.901082655372523433e+01,-1.131693827172210121e+00
5.700000000000000622e-01,1.612802694984294760e+01,-1.205742613216497228e+00,1.857734615696528024e+01,-1.122431619449844264e+00
5.799999999999999600e-01,1.591814101860877528e+01,-1.187316847694180000e+00,1.816411822306187318e+01,-1.096600556325045384e+00
5.899999999999999689e-01,1.572253638545535992e+01,-1.177349311358237838e+00,1.776392808228983355e+01,-1.049127126895783135e+00
5.999999999999999778e-01,1.554170201794982198e+01,-1.174092032254903328e+00,1.736793442533872778e+01,-9.763199825865552794e-01
6.099999999999999867e-01,1.537573629564063715e+01,-1.175721682224596609e+00,1.696597770610986089e+01,-8.762983281130298785e-01
6.199999999999999956e-01,1.522436443107819848e+01,-1.180434616240863654e+00,1.654697909884657747e+01,-7.493449512169870763e-01
6.300000000000000044e-01,1.508697309929374164e+01,-1.186529394625585931e+00,1.609941259275073833e+01,-5.981675351478031866e-01
6.400000000000000133e-01,1.496265845154914231e+01,-1.192474680450380520e+00,1.561183014370193867e+01,-4.280556005059800162e-01
6.500000000000000222e-01,1.485028360580260198e+01,-1.196961262260147540e+00,1.507341787894099561e+01,-2.469245310785713188e-01
6.600000000000000311e-01,1.474854178429201923e+01,-1.198937764353665170e+00,1.447456022488546346e+01,-6.524250930291466966e-02
6.700000000000000400e-01,1.465602148883293765e+01,-1.197630346644454447e+00,1.380738853215436990e+01,1.041593291544897909e-01
6.800000000000000488e-01,1.457127044403380545e+01,-1.192547342290210421e+00,1.306629130928396521e+01,2.463887685248506154e-01
6.900000000000000577e-01,1.449285547231762727e+01,-1.183470318157539225e+00,1.224836452371706486e+01,3.448974079166583495e-01
7.000000000000000666e-01,1.441941596580800677e+01,-1.170433460875335063e+00,1.135378253481782451e+01,3.819756544244635732e-01
7.099999999999999645e-01,1.434970916209470637e+01,-1.153693485446381395e+00,1.038607301315980891e+01,3.393214395772132241e-01
7.199999999999999734e-01,1.428264598792576834e+01,-1.133692435128674347e+00,9.352282574847860630e+00,1.986634159624526275e-01
7.299999999999999822e-01,1.421731678318018410e+01,-1.111015796303595593e+00,8.263023701567240309e+00,-5.758279886219792865e-02
7.399999999999999911e-01,1.415300673594227199e+01,-1.086348300117898846e+00,7.132397693443634168e+00,-4.456482022734172821e-01
7.500000000000000000e-01,1.408920133028557586e+01,-1.060429636902353367e+00,5.977792768766016174e+00,-9.797573207615063451e-01
7.600000000000000089e-01,1.402558251731139549e+01,-1.034012085252517643e+00,4.819560832183291232e+00,-1.671511789078573118e+00
7.700000000000000178e-01,1.396201665678788117e+01,-1.007821772307322616e+00,3.680580730083299112e+00,-2.529332933662576721e+00
7.800000000000000266e-01,1.389853553502646832e+01,-9.825249530151478616e-01,2.585719851470072328e+00,-3.557983931644746356e+00
7.900000000000000355e-01,1.383531194181663437e+01,-9.587003418220176876e-01,1.561209576735700821e+00,-4.758189633473178581e+00
8.000000000000000444e-01,1.377263138622903682e+01,-9.368181672784640091e-01,6.339532009198788343e-01,-6.126369024224054272e+00
8.100000000000000533e-01,1.371086155191517086e+01,-9.172262642051676185e-01,-1.692125440801259817e-01,-7.654491662955750009e+00
8.200000000000000622e-01,1.365042104384384025e+01,-9.001431830956085900e-01,-8.222794572367508881e-01,-9.330065405614124785e+00
8.300000000000000711e-01,1.359174886899001322e+01,-8.856579939675571778e-01,-1.300829399945895748e+00,-1.113625842306911018e+01
8.399999999999999689e-01,1.353527593364049508e+01,-8.737362010616301911e-01,-1.582771255847370551e+00,-1.305215411857969876e+01
8.499999999999999778e-01,1.348139964099061139e+01,-8.642309722240067993e-01,-1.649029785652725622e+00,-1.505313317869381429e+01
8.599999999999999867e-01,1.343046244629750774e+01,-8.568987265523312358e-01,-1.484164236077386789e+00,-1.711137280705226971e+01
8.699999999999999956e-01,1.338273498468010914e+01,-8.514180175312966448e-01,-1.076896695570116247e+00,-1.919644933380967089e+01
8.800000000000000044e-01,1.333840413985449835e+01,-8.474105957852144932e-01,-4.205329901581833507e-01,-2.127602699475673376e+01
8.900000000000000133e-01,1.329756618092033982e+01,-8.444635330771386172e-01,4.867377165924950955e-01,-2.331661284788942723e+01
9.000000000000000222e-01,1.326022486784089516e+01,-8.421513329419715310e-01,1.641674631077771673e+00,-2.528435563510510065e+01
9.100000000000000311e-01,1.322629422215392125e+01,-8.400570376510361204e-01,3.035954209536815718e+00,-2.714586497350980565e+01
9.200000000000000400e-01,1.319560548383656062e+01,-8.377914593533850596e-01,4.656277748407303463e+00,-2.886902661925006797e+01
9.300000000000000488e-01,1.316791763263520920e+01,-8.350098078468999319e-01,6.484614863801688500e+00,-3.042378970430011265e+01
9.400000000000000577e-01,1.314293074545547668e+01,-8.314251507866228241e-01,8.498575794498982816e+00,-3.178290279287176290e+01
9.500000000000000666e-01,1.312030139192020073e+01,-8.268183164968555543e-01,1.067190147662707567e+01,-3.292257730139677108e+01
9.599999999999999645e-01,1.309965923782015018e+01,-8.210440274155754725e-01,1.297505674283268462e+01,-3.382305921083969480e+01
9.699999999999999734e-01,1.308062402945378366e+01,-8.140332265357527186e-01,1.537590891231840295e+01,-3.446909298550585987e+01
9.799999999999999822e-01,1.306282216818043196e+01,-8.057917236564555719e-01,1.784047155998241863e+01,-3.485026509143149553e+01
9.899999999999999911e-01,1.304590215032155598e+01,-7.963954372671457893e-01,2.033369146011305517e+01,-3.496121835663290511e+01
1.000000000000000000e+00,1.302954823849132460e+01,-7.859826368410601782e-01,2.282025564495904391e+01,-3.480173250008959229e+01
1.010000000000000009e+00,1.301349184159041350e+01,-7.747436955830522276e-01,2.526539522686739758e+01,-3.437667033484305534e+01
1.020000000000000018e+00,1.299752020674065456e+01,-7.629089426790659489e-01,2.763566310327943398e+01,-3.369579328002140528e+01
1.030000000000000027e+00,1.298148216185773762e+01,-7.507352552885356856e-01,2.989966386868125170e+01,-3.277345375768063462e+01
1.040000000000000036e+00,1.296529078681553493e+01,-7.384920533973882151e-01,3.202871614316525495e+01,-3.162817567252661277e+01
1.050000000000000044e+00,1.294892302885198632e+01,-7.264473556834747381e-01,3.399743001697353151e+01,-3.028213735863655387e+01
1.060000000000000053e+00,1.293241640890022737e+01,-7.148545231402063660e-01,3.578418530764842842e+01,-2.876057402745120939e+01
1.070000000000000062e+00,1.291586308522741433e+01,-7.039402616047552019e-01,3.737149971838405094e+01,-2.709111878659727779e+01
1.080000000000000071e+00,1.289940164500968756e+01,-6.938943775412081960e-01,3.874627964826022719e+01,-2.530310266392131879e+01
1.090000000000000080e+00,1.288320707980989077e+01,-6.848616870727826100e-01,3.989995020562850669e+01,-2.342683473489446655e+01
1.100000000000000089e+00,1.286747946464654468e+01,-6.769363704926416592e-01,4.082846478138252166e+01,-2.149288340936574215e+01
1.110000000000000098e+00,1.285243190056882234e+01,-6.701589478417969703e-01,4.153219821851136828e+01,-1.953137920595028376e+01
1.120000000000000107e+00,1.283827829637023754e+01,-6.645159303919161431e-01,4.201573104529142455e+01,-1.757135797364522389e+01
1.130000000000000115e+00,1.282522155617923509e+01,-6.599420828565718544e-01,4.228753531096469231e+01,-1.564016157695827047e+01
1.140000000000000124e+00,1.281344270695685772e+01,-6.563251166439221240e-01,4.235957518003699818e+01,-1.376291062819256261e+01
1.150000000000000133e+00,1.280309144509392283e+01,-6.535125299816665345e-01,4.224683752885052002e+01,-1.196206102904986146e+01
1.159999999999999920e+00,1.279427850685234169e+01,-6.513202204160248865e-01,4.196680929179999708e+01,-1.025705298495254603e+01
1.169999999999999929e+00,1.278707017660698142e+01,-6.495424225795615181e-01,4.153891919342262895e+01,-8.664057897516959983e+00
1.179999999999999938e+00,1.278148514363508070e+01,-6.479624721154275679e-01,4.098396176904823562e+01,-7.195825243400405746e+00
1.189999999999999947e+00,1.277749380699426318e+01,-6.463638672995069001e-01,4.032352123630772667e+01,-5.861628328474774108e+00
1.199999999999999956e+00,1.277502001360322126e+01,-6.445410943691879391e-01,3.957941186988511362e+01,-4.667304775002389050e+00
1.209999999999999964e+00,1.277394510193118116e+01,-6.423097010247267313e-01,3.877315010943745932e+01,-3.615384855089826210e+00
1.219999999999999973e+00,1.277411401762591225e+01,-6.395151441880457810e-01,3.792547176932755804e+01,-2.705298410477090520e+00
1.229999999999999982e+00,1.277534317264276531e+01,-6.360400010609249533e-01,3.705590550577065301e+01,-1.933649163648861524e+00
1.239999999999999991e+00,1.277742964022314887e+01,-6.318092140549734781e-01,3.618241122867178206e+01,-1.294543775981041867e+00
1.250000000000000000e+00,1.278016121802180294e+01,-6.267931366559554851e-01,3.532108952359340748e+01,-7.799620723816945711e-01
1.260000000000000009e+00,1.278332685361084131e+01,-6.210082544089964296e-01,3.448596547678863544e+01,-3.801544351734920668e-01
1.270000000000000018e+00,1.278672691235604297e+01,-6.145155681064474740e-01,3.368884767285383930e+01,-8.405245923430387789e-02
1.280000000000000027e+00,1.279018277807264781e+01,-6.074167397273614322e-01,3.293926065320010821e+01,1.203204765915931729e-01
1.290000000000000036e+00,1.279354531160858244e+01,-5.998482104138954663e-01,3.224444686680882910e+01,2.454510788867685367e-01
1.300000000000000044e+00,1.279670175011955280e+01,-5.919735986083691781e-01,3.160943218205969529e+01,3.039614567435831027e-01
1.310000000000000053e+00,1.279958070774315360e+01,-5.839747706294314833e-01,3.103714741387881304e+01,3.082672542140503791e-01
1.320000000000000062e+00,1.280215503309186076e+01,-5.760420412695325121e-01,3.052859709134223110e+01,2.702761179369294053e-01
1.330000000000000071e+00,1.280444238605010909e+01,-5.683640051128003856e-01,3.008306586699287877e+01,2.011320470158162177e-01
1.340000000000000080e+00,1.280650351068987725e+01,-5.611175178813132547e-01,2.969835255293541465e+01,1.110091581731727367e-01
1.350000000000000089e+00,1.280843829718382487e+01,-5.544583400501243986e-01,2.937102174618765815e+01,8.956423696296393622e-03
1.360000000000000098e+00,1.281037983768599631e+01,-5.485129222962276119e-01,2.909666334772393981e+01,-9.720692429569702253e-02
1.370000000000000107e+00,1.281248678365584048e+01,-5.433717553997514660e-01,2.887015094420058858e+01,-2.009473187804363126e-01
1.380000000000000115e+00,1.281493439978916271e+01,-5.390846285601580412e-01,2.868589095625609175e+01,-2.970275698738480408e-01
1.390000000000000124e+00,1.281790477800663730e+01,-5.356580434221712705e-01,2.853805560288160237e+01,-3.814770191752944739e-01
1.400000000000000133e+00,1.282157672015031658e+01,-5.330549210901650570e-01,2.842079402369749985e+01,-4.515266993309092203e-01
1.409999999999999920e+00,1.282611581756779628e+01,-5.311966214687215970e-01,2.832841727488174044e+01,-5.055156696930965809e-01
1.419999999999999929e+00,1.283166524830105537e+01,-5.299671743221719966e-01,2.825555430661043488e+01,-5.427750106461328716e-01
1.429999999999999938e+00,1.283833777817731026e+01,-5.292195056227322336e-01,2.819727738135784278e+01,-5.634959906570192745e-01
1.439999999999999947e+00,1.284620939214331692e+01,-5.287833370780974374e-01,2.814919665133794169e+01,-5.685886984045455117e-01
1.449999999999999956e+00,1.285531489945617345e+01,-5.284743467977690567e-01,2.810752473663935547e+01,-5.595369933109667349e-01
1.459999999999999964e+00,1.286564575483576434e+01,-5.281041097581700150e-01,2.806911310025644823e+01,-5.382550138235350223e-01
1.469999999999999973e+00,1.287715022243501473e+01,-5.274902919550461533e-01,2.803146278024444626e+01,-5.069497402025646693e-01
1.479999999999999982e+00,1.288973588634013723e+01,-5.264665545707466476e-01,2.799271260174723253e+01,-4.679932850878559814e-01
1.489999999999999991e+00,1.290327438663421056e+01,-5.248916354341568447e-01,2.795160835252876907e+01,-4.238077273692962277e-01
1.500000000000000000e+00,1.291760814039592553e+01,-5.226571143374261208e-01,2.790745657458048612e+01,-3.767644561613732734e-01
1.510000000000000009e+00,1.293255869876181308e+01,-5.196934347196098258e-01,2.786006661955941865e+01,-3.290991899763454076e-01
1.520000000000000018e+00,1.294793630026144093e+01,-5.159738437173395642e-01,2.780968446217354995e+01,-2.828431127008998458e-01
1.530000000000000027e+00,1.296355011212969899e+01,-5.115160211946234714e-01,2.775692149291870336e+01,-2.397699460395973370e-01
1.540000000000000036e+00,1.297921860919175607e+01,-5.063812905820701538e-01,2.770268115224855521e+01,-2.013582726154483360e-01
1.550000000000000044e+00,1.299477952684528859e+01,-5.006714338405896525e-01,2.764808585540579955e+01,-1.687680413776441735e-01
1.560000000000000053e+00,1.301009884176419362e+01,-4.945232627788702651e-01,2.759440622248016695e+01,-1.428299258066355326e-01
1.570000000000000062e+00,1.302507828075085250e+01,-4.881012223179463372e-01,2.754299420036813828e+01,-1.240460569342491659e-01
1.580000000000000071e+00,1.303966093259422188e+01,-4.815884113623085105e-01,2.749522126617815587e+01,-1.126006028214475430e-01
1.590000000000000080e+00,1.305383463625105200e+01,-4.751764975577770778e-01,2.745242255355752548e+01,-1.083786948843620396e-01
1.600000000000000089e+00,1.306763293619351884e+01,-4.690550681877510009e-01,2.741584745636807696e+01,-1.109922876640931505e-01
1.610000000000000098e+00,1.308113352628047288e+01,-4.634009968226923126e-01,2.738661704351011039e+01,-1.198116596924982402e-01
1.620000000000000107e+00,1.309445424012037407e+01,-4.583684116159033040e-01,2.736568846354201767e+01,-1.340013971802749004e-01
1.630000000000000115e+00,1.310774678125874360e+01,-4.540798255026286534e-01,2.735382642142522513e+01,-1.525598298415430931e-01
1.640000000000000124e+00,1.312118851324037649e+01,-4.506189319015405093e-01,2.735158176087404769e+01,-1.743609934194925715e-01
1.650000000000000133e+00,1.313497274060443054e+01,-4.480254844392745905e-01,2.735927716959257339e+01,-1.981982651943972606e-01
1.660000000000000142e+00,1.314929800084171774e+01,-4.462925699176590322e-01,2.737700002432475799e+01,-2.228288510294101077e-01
1.669999999999999929e+00,1.316435694904583897e+01,-4.453664558180792099e-01,2.740460239087462213e+01,-2.470182949498493929e-01
1.679999999999999938e+00,1.318032544758913183e+01,-4.451490538052326196e-01,2.744170817490348568e+01,-2.695841398046030513e-01
1.689999999999999947e+00,1.319735247045855431e+01,-4.455028964424452842e-01,2.748772736873367961e+01,-2.894377999356694819e-01
1.699999999999999956e+00,1.321555139549022151e+01,-4.462583835296811130e-01,2.754187724765766987e+01,-3.056236275479851661e-01
1.709999999999999964e+00,1.323499318908558564e+01,-4.472229249396109663e-01,2.760321023111126593e+01,-3.173540798357437076e-01
1.719999999999999973e+00,1.325570189032269219e+01,-4.481914958948031158e-01,2.767064793949799295e+01,-3.240398413414203871e-01
1.729999999999999982e+00,1.327765267959234308e+01,-4.489580347443130059e-01,2.774302075186309224e+01,-3.253137426909055163e-01
1.739999999999999991e+00,1.330077267731456914e+01,-4.493270576405314909e-01,2.781911191365064084e+01,-3.210473581732800064e-01
1.750000000000000000e+00,1.332494446834322765e+01,-4.491248426908570068e-01,2.789770497269507743e+01,-3.113592728258829379e-01
1.760000000000000009e+00,1.335001219547674722e+01,-4.482095499637940295e-01,2.797763305431507774e+01,-2.966141925221347786e-01
1.770000000000000018e+00,1.337578991946202756e+01,-4.464796930258195240e-01,2.805782824420815302e+01,-2.774123304392889788e-01
1.780000000000000027e+00,1.340207181122540270e+01,-4.438804603668167759e-01,2.813736915299935859e+01,-2.545688366241187772e-01
1.790000000000000036e+00,1.342864363236230574e+01,-4.404074971397361482e-01,2.821552461028075243e+01,-2.290834344083303442e-01
1.800000000000000044e+00,1.345529487866326335e+01,-4.361078933921679335e-01,2.829179139792354647e+01,-2.021008724216173114e-01
1.810000000000000053e+00,1.348183091369012132e+01,-4.310782772770797577e-01,2.836592399754793092e+01,-1.748632728539279702e-01
1.820000000000000062e+00,1.350808440841677438e+01,-4.254600724170257142e-01,2.843795450517053069e+01,-1.486559300910019754e-01
1.830000000000000071e+00,1.353392543000852477e+01,-4.194321388571992104e-01,2.850820116064611653e+01,-1.247485606489112941e-01
1.840000000000000080e+00,1.355926958713410713e+01,-4.132011679294098072e-01,2.857726434682333760e+01,-1.043343959751939637e-01
1.850000000000000089e+00,1.358408373789517753e+01,-4.069903342618679809e-01,2.864600942206803680e+01,-8.846981526046808486e-02
1.860000000000000098e+00,1.360838889466178969e+01,-4.010268153422362758e-01,2.871553634131161203e+01,-7.801740949326094188e-02
1.870000000000000107e+00,1.363226011121703074e+01,-3.955288639907801329e-01,2.878713666961161621e+01,-7.359542851214134762e-02
1.880000000000000115e+00,1.365582330363411856e+01,-3.906931570111227270e-01,2.886223926721362432e+01,-7.553647372614503974e-02
1.890000000000000124e+00,1.367924912823433381e+01,-3.866831413147214791e-01,2.894234659087512540e+01,-8.385805191994241681e-02
1.900000000000000133e+00,1.370274420829731987e+01,-3.836190562869893350e-01,2.902896417494887160e+01,-9.824720010120156777e-02
1.910000000000000142e+00,1.372654015641633762e+01,-3.815702296537764049e-01,2.912352638927288240e+01,-1.180608367979091577e-01
1.919999999999999929e+00,1.375088097255049746e+01,-3.805501274032971337e-01,2.922732198301702411e+01,-1.423428099367100852e-01
1.929999999999999938e+00,1.377600950101311739e+01,-3.805144922514581696e-01,2.934142318214610867e+01,-1.698578226188781626e-01
1.939999999999999947e+00,1.380215369645177503e+01,-3.813627372986918007e-01,2.946662218719377080e+01,-1.991415607958364198e-01
1.949999999999999956e+00,1.382951347482402049e+01,-3.829425808836621203e-01,2.960337879985601006e+01,-2.285654624476040342e-01
1.959999999999999964e+00,1.385824890814940602e+01,-3.850577250637151616e-01,2.975178258345428972e+01,-2.564137022478199524e-01
1.969999999999999973e+00,1.388847046148329767e+01,-3.874782038884171942e-01,2.991153243628650316e+01,-2.809691668822510979e-01
1.979999999999999982e+00,1.392023186958942560e+01,-3.899528687340594879e-01,3.008193574227813372e+01,-3.006045118203661826e-01
1.989999999999999991e+00,1.395352611398976705e+01,-3.922233457290307812e-01,3.026192838537825835e+01,-3.138738650312705158e-01
2.000000000000000000e+00,1.398828479535627700e+01,-3.940387027268407727e-01,3.045011590856586992e+01,-3.196004158214248436e-01
2.010000000000000231e+00,1.402438101026518957e+01,-3.951700066117719290e-01,3.064483501010348832e+01,-3.169550284409707874e-01
2.020000000000000018e+00,1.406163564516803710e+01,-3.954239400343161348e-01,3.084423345109714276e+01,-3.055211708449401264e-01
2.030000000000000249e+00,1.409982680484814743e+01,-3.946546816217621489e-01,3.104636535673671460e+01,-2.853418574662651142e-01
2.040000000000000036e+00,1.413870190863734244e+01,-3.927733343699552071e-01,3.124929788821870602e+01,-2.569449663426931485e-01
2.049999999999999822e+00,1.417799182587468998e+01,-3.897543097888669372e-01,3.145122440183104473e+01,-2.213441870229514441e-01
2.060000000000000053e+00,1.421742629210228515e+01,-3.856382344954840669e-01,3.165057855052566183e+01,-1.800139544365246813e-01
2.069999999999999840e+00,1.425674975735462269e+01,-3.805311332038421868e-01,3.184614336889644193e+01,-1.348379808285216919e-01
2.080000000000000071e+00,1.429573677360215100e+01,-3.745998475694545804e-01,3.203714925217749965e+01,-8.803235744922742467e-02
2.089999999999999858e+00,1.433420603351921585e+01,-3.680638629679064966e-01,3.222335491850030564e+01,-4.204559577287268757e-02
2.100000000000000089e+00,1.437203222814009251e+01,-3.611839232288727164e-01,3.240510594149896662e+01,5.606554077138205684e-04
2.109999999999999876e+00,1.440915499472260741e+01,-3.542480047943455390e-01,3.258336625188150038e+01,3.724521815435739153e-02
2.120000000000000107e+00,1.444558437358107561e+01,-3.475553855544896709e-01,3.275971910980045720e+01,6.562923301850460966e-02
2.129999999999999893e+00,1.448140237653931983e+01,-3.413996698490096016e-01,3.293633540657340575e+01,8.363931566976955112e-02
2.140000000000000124e+00,1.451676048053484891e+01,-3.360517117838637824e-01,3.311590871120640855e+01,8.964454798454637996e-02
2.149999999999999911e+00,1.455187308657585099e+01,-3.317434084395450289e-01,3.330155816770300703e+01,8.257963207565155450e-02
2.160000000000000142e+00,1.458700721435211634e+01,-3.286533098050979929e-01,3.349670209616599692e+01,6.204671752849028749e-02
2.169999999999999929e+00,1.462246892346891869e+01,-3.268949133927290251e-01,3.370490686979963613e+01,2.838898719480380251e-02
2.180000000000000160e+00,1.465858715085502162e+01,-3.265083815357794905e-01,3.392971724324461036e+01,-1.726994896958801429e-02
2.189999999999999947e+00,1.469569581865353847e+01,-3.274562443507486598e-01,3.417447570810873003e+01,-7.302547313893384406e-02
2.200000000000000178e+00,1.473411518769831297e+01,-3.296234399337903409e-01,3.444213956704693658e+01,-1.362331615421348840e-01
2.209999999999999964e+00,1.477413350056588470e+01,-3.328218065048114127e-01,3.473510517561811639e+01,-2.035928264907337082e-01
2.220000000000000195e+00,1.481598996993529305e+01,-3.367988915589203991e-01,3.505504914210393252e+01,-2.712743605609691522e-01
2.229999999999999982e+00,1.485986012040818061e+01,-3.412506943337949017e-01,3.540279615714811712e+01,-3.350821572062166465e-01
2.240000000000000213e+00,1.490584438612232709e+01,-3.458377240605549630e-01,3.577822252491569088e+01,-3.906527020972765385e-01
