# eV,ground_re,ground_im,pumped_re,pumped_im
1.850000000000000089e+00,1.356673806134640969e+01,5.509346848514299483e-02,-6.974296494181714934e+01,3.899476012207438913e+01
1.860000000000000098e+00,1.359616152709135584e+01,5.449871123379038812e-02,-7.025585488951713842e+01,3.272887264667296137e+01
1.870000000000000107e+00,1.362620685523501329e+01,5.471067449067870681e-02,-7.004493573103789572e+01,2.662928229212123910e+01
1.880000000000000115e+00,1.365669662944537777e+01,5.575898446766960892e-02,-6.915999811608229209e+01,2.078022132768439079e+01
1.890000000000000124e+00,1.368745003423605766e+01,5.763313362855584931e-02,-6.766025881401164099e+01,1.525571656464136616e+01
1.900000000000000133e+00,1.371829170261787212e+01,6.028236403982378117e-02,-6.561248728308551392e+01,1.011862034252049902e+01
1.910000000000000142e+00,1.374906044468541744e+01,6.361748170940216551e-02,-6.308905314793156549e+01,5.419970825733050113e+00
1.919999999999999929e+00,1.377961743978963050e+01,6.751454462311493043e-02,-6.016595138773023166e+01,1.198682800635182621e+00
1.929999999999999938e+00,1.380985349407673546e+01,7.182027787128957008e-02,-5.692086036620887057e+01,-2.518439547914639753e+00
1.939999999999999947e+00,1.383969500322973367e+01,7.635898548949827946e-02,-5.343128451268835022e+01,-5.716385521620316545e+00
1.949999999999999956e+00,1.386910831574166991e+01,8.094065438965283854e-02,-4.977282864477504631e+01,-8.391342347508949473e+00
1.959999999999999964e+00,1.389810226266560456e+01,8.536988462133439370e-02,-4.601764480799923263e+01,-1.054985420142672581e+01
1.969999999999999973e+00,1.392672870247629824e+01,8.945523521894459262e-02,-4.223308533442916968e+01,-1.220777467498727376e+01
1.979999999999999982e+00,1.395508102079573831e+01,9.301854840117526613e-02,-3.848058785919189972e+01,-1.338905591103127968e+01
1.989999999999999991e+00,1.398329062018207480e+01,9.590380842336188039e-02,-3.481480956859876130e+01,-1.412442044095541505e+01
2.000000000000000000e+00,1.401152153059979000e+01,9.798510557006311072e-02,-3.128301928300224688e+01,-1.444996296626666243e+01
2.010000000000000231e+00,1.403996336214810192e+01,9.917331030371596967e-02,-2.792474739704015008e+01,-1.440572895064157244e+01
