# eV,ground_re,ground_im,pumped_re,pumped_im
1.330000000000000071e+00,1.219958597364105302e+01,1.928444397028441226e-01,6.555320279659862592e+01,3.233588502439279466e+01
1.340000000000000080e+00,1.201487553539220343e+01,1.345758096046635599e-01,6.151678236376220354e+01,3.676938076559247293e+01
1.350000000000000089e+00,1.184100041415713100e+01,6.086984835370559677e-02,5.708977805767209901e+01,4.048006528566433104e+01
1.360000000000000098e+00,1.168187367490979511e+01,-2.435127412831505911e-02,5.239042538068875388e+01,4.341942885379910422e+01
1.370000000000000107e+00,1.154037573316279541e+01,-1.160265546155580946e-01,4.754433924006401924e+01,4.555827084810327676e+01
1.380000000000000115e+00,1.141804508522484696e+01,-2.082152000762192701e-01,4.268137538512568341e+01,4.688790632062836039e+01
1.390000000000000124e+00,1.131483401965374824e+01,-2.944380189313321461e-01,3.793227980805372113e+01,4.742087045253371969e+01
1.400000000000000133e+00,1.122895106283391087e+01,-3.680849730666524988e-01,3.342520488882134799e+01,4.719107894652317725e+01
1.409999999999999920e+00,1.115680792061333726e+01,-4.228670212891648128e-01,2.928218056179234452e+01,4.625341463946977427e+01
1.419999999999999929e+00,1.109308322324235441e+01,-4.532856801941092528e-01,2.561563633127342143e+01,4.468272521900419747e+01
1.429999999999999938e+00,1.103090870174406213e+01,-4.550903729669021347e-01,2.252507495438523222e+01,4.257223355249859509e+01
1.439999999999999947e+00,1.096217585277828910e+01,-4.256919433770495198e-01,2.009400050176371266e+01,4.003138028649684088e+01
1.449999999999999956e+00,1.087795309709981595e+01,-3.645009120985690521e-01,1.838720187077191426e+01,3.718313741090879176e+01
1.459999999999999964e+00,1.076899537329525636e+01,-2.731612751193956967e-01,1.744848737843840425e+01,3.416085065498496220e+01
1.469999999999999973e+00,1.062632053643096519e+01,-1.556549031905405389e-01,1.729895669129093250e+01,3.110468706478096479e+01
1.479999999999999982e+00,1.044182035828266919e+01,-1.825778676586587226e-02,1.793588313639155629e+01,2.815778104366896173e+01
1.489999999999999991e+00,1.020886883412361179e+01,1.306627528898884338e-01,1.933226266051059739e+01,2.546218666884482573e+01
1.500000000000000000e+00,9.922887316541869396e+00,2.810115535310729884e-01,2.143706583602651605e+01,2.315475543625649735e+01
1.510000000000000009e+00,9.581825059946867285e+00,4.214813818334481321e-01,2.417620700718130422e+01,2.136306604614027549e+01
1.520000000000000018e+00,9.186515299638685406e+00,5.402021437714465968e-01,2.745422073898969018e+01,2.020153587883028123e+01
1.530000000000000027e+00,8.740871103994646063e+00,6.254945491769932087e-01,3.115661110511351950e+01,1.976784206347327455e+01
1.540000000000000036e+00,8.251891878915444067e+00,6.666899981946832199e-01,3.515281504142110691e+01,2.013977335556883119e+01
1.550000000000000044e+00,7.729460369222128868e+00,6.549707313008170662e-01,3.929969804137427047e+01,2.137262248126093311e+01
1.560000000000000053e+00,7.185920941011854524e+00,5.841786515002467262e-01,4.344547990108537050e+01,2.349721247434387905e+01
1.570000000000000062e+00,6.635442351633582980e+00,4.515381779080401836e-01,4.743397098826505243e+01,2.651863034576468081e+01
1.580000000000000071e+00,6.093181509919331162e+00,2.582383989447297190e-01,5.110898644267302871e+01,3.041571790909741679e+01
1.590000000000000080e+00,5.574278196676594632e+00,9.822891017489019175e-03,5.431879748383598638e+01,3.514134363836744512e+01
1.600000000000000089e+00,5.092723594830671274e+00,-2.836580816059295906e-01,5.692047607075055993e+01,4.062345209260251977e+01
1.610000000000000098e+00,4.660156992837359624e+00,-6.077687848274836435e-01,5.878399176440779428e+01,4.676685983041405592e+01
1.620000000000000107e+00,4.284654421953952408e+00,-9.441061307146315640e-01,5.979592777704360174e+01,5.345574002147161963e+01
1.630000000000000115e+00,3.969579584386658588e+00,-1.271023498979983346e+00,5.986269659019443168e+01,6.055671328629961181e+01
1.640000000000000124e+00,3.712570653050998981e+00,-1.564652688302309524e+00,5.891315368095899174e+01,6.792244073511166391e+01
1.650000000000000133e+00,3.504735951941423622e+00,-1.800199107312047797e+00,5.690053008196633044e+01,7.539559767862931494e+01
1.660000000000000142e+00,3.330126917612269200e+00,-1.953467949581574103e+00,5.380362979190272910e+01,8.281309382419054543e+01
1.669999999999999929e+00,3.165548060834936894e+00,-2.002562619523595266e+00,4.962726537466549814e+01,9.001039851140652104e+01
1.679999999999999938e+00,2.980751075601403066e+00,-1.929682036236005205e+00,4.440193325852675343e+01,9.682582800296054870e+01
1.689999999999999947e+00,2.739044183707004976e+00,-1.722931549040493060e+00,3.818275804723410971e+01,1.031046560867917634e+02
