# eV,pumped_re,pumped_im
3.700000000000000178e+00,-6.903985432266819089e+01,6.817002863915887190e+01
3.709999999999999964e+00,-7.271097731242981865e+01,6.027300408310986057e+01
3.720000000000000195e+00,-7.505212648254371288e+01,5.239747335217259661e+01
3.729999999999999982e+00,-7.621255195324614817e+01,4.477916299950125278e+01
3.740000000000000213e+00,-7.637660943242146061e+01,3.759125077288707217e+01
3.750000000000000000e+00,-7.574392106857301599e+01,3.094209431756639006e+01
3.760000000000000231e+00,-7.451072667395168025e+01,2.487849538863753907e+01
3.770000000000000018e+00,-7.285384093689542340e+01,1.939373871881903710e+01
3.780000000000000249e+00,-7.091832291456518078e+01,1.443931032751822663e+01
3.790000000000000036e+00,-6.880958301300289293e+01,9.938972934690296412e+00
3.800000000000000266e+00,-6.659023394137980745e+01,5.803769438523566748e+00
3.810000000000000053e+00,-6.428157152405560737e+01,1.946542052508165366e+00
3.820000000000000284e+00,-6.186918319876352967e+01,-1.705312527045570015e+00
3.830000000000000071e+00,-5.931185688014290491e+01,-5.199899011435365814e+00
3.839999999999999858e+00,-5.655272457963344124e+01,-8.554429126763638536e+00
3.850000000000000089e+00,-5.353143956599831910e+01,-1.175276042519504394e+01
3.859999999999999876e+00,-5.019615960594992288e+01,-1.474688170121153163e+01
3.870000000000000107e+00,-4.651418926248186381e+01,-1.746200519228947456e+01
3.879999999999999893e+00,-4.248030987296284877e+01,-1.980461848460045715e+01
3.890000000000000124e+00,-3.812207767911633027e+01,-2.167261183892048138e+01
3.899999999999999911e+00,-3.350167397006489978e+01,-2.296644675096378307e+01
3.910000000000000142e+00,-2.871421796539511462e+01,-2.360027817386474780e+01
3.919999999999999929e+00,-2.388277453038123355e+01,-2.351198663860429505e+01
3.930000000000000160e+00,-1.915057726426965701e+01,-2.267120990430507277e+01
3.939999999999999947e+00,-1.467121944557722912e+01,-2.108467179449541717e+01
3.950000000000000178e+00,-1.059772286133093466e+01,-1.879836773803886274e+01
3.959999999999999964e+00,-7.071466817882171796e+00,-1.589645758343841564e+01
3.970000000000000195e+00,-4.211943467646707795e+00,-1.249701021344868224e+01
3.979999999999999982e+00,-2.108205549255718125e+00,-8.745015746803215251e+00
3.990000000000000213e+00,-8.127003633532534632e-01,-4.803306912713797949e+00
4.000000000000000000e+00,-3.379567716010336564e-01,-8.421934635538225189e-01
4.009999999999999787e+00,-6.563318418858727910e-01,2.971299701088350176e+00
4.020000000000000462e+00,-1.702754251321019208e+00,6.483693703263609720e+00
4.030000000000000249e+00,-3.380146515349516712e+00,9.563991176136036998e+00
4.040000000000000036e+00,-5.566989322466707968e+00,1.211060258796660705e+01
4.049999999999999822e+00,-8.126326652885015989e+00,1.405577621403023869e+01
4.060000000000000497e+00,-1.091541258727184882e+01,1.536727671378480586e+01
4.070000000000000284e+00,-1.379517617879206171e+01,1.604730374825332007e+01
4.080000000000000071e+00,-1.663872927400527146e+01,1.612888077861120806e+01
4.089999999999999858e+00,-1.933825713685636316e+01,1.567015436469700163e+01
4.099999999999999645e+00,-2.180980092992719932e+01,1.474720829558856217e+01
4.110000000000000320e+00,-2.399564790374292045e+01,1.344610167048931615e+01
4.120000000000000107e+00,-2.586427007145856294e+01,1.185487813229798526e+01
4.129999999999999893e+00,-2.740797468462687192e+01,1.005626345412793832e+01
4.139999999999999680e+00,-2.863863023262880603e+01,8.121675255476308308e+00
4.150000000000000355e+00,-2.958199270615086363e+01,6.107021926223568542e+00
4.160000000000000142e+00,-3.027126517283183205e+01,4.050582460861054557e+00
4.169999999999999929e+00,-3.074057099800463533e+01,1.973052508086038381e+00
4.179999999999999716e+00,-3.101900460873682874e+01,-1.203663892964323689e-01
4.190000000000000391e+00,-3.112584656876286715e+01,-2.236148842601639597e+00
4.200000000000000178e+00,-3.106740025158354257e+01,-4.387371124117638743e+00
4.209999999999999964e+00,-3.083573838526007904e+01,-6.587962715342649211e+00
4.219999999999999751e+00,-3.040945525870566257e+01,-8.846920573953653388e+00
4.230000000000000426e+00,-2.975632225757061278e+01,-1.116311671596588084e+01
4.240000000000000213e+00,-2.883755863814920417e+01,-1.352126500867605507e+01
4.250000000000000000e+00,-2.761327263709698343e+01,-1.588949647547606503e+01
4.259999999999999787e+00,-2.604851390178959036e+01,-1.821883513561565948e+01
4.270000000000000462e+00,-2.411931657129150608e+01,-2.044468307266125251e+01
4.280000000000000249e+00,-2.181810813210830702e+01,-2.249023076155445366e+01
4.290000000000000036e+00,-1.915791228446572703e+01,-2.427152399603813393e+01
4.299999999999999822e+00,-1.617487932541425266e+01,-2.570375843562837304e+01
4.310000000000000497e+00,-1.292882532688821584e+01,-2.670825089808474218e+01
4.320000000000000284e+00,-9.501638407460385238e+00,-2.721946361789824209e+01
4.330000000000000071e+00,-5.993601014538528560e+00,-2.719143997008935187e+01
4.339999999999999858e+00,-2.517864678579293525e+00,-2.660304898806328922e+01
4.350000000000000533e+00,8.065180761728826253e-01,-2.546152787394571604e+01
4.360000000000000320e+00,3.862465526128653792e+00,-2.380394859095332549e+01
4.370000000000000107e+00,6.543013869379543657e+00,-2.169640475743450736e+01
4.379999999999999893e+00,8.759074783305408118e+00,-1.923090393424273969e+01
4.389999999999999680e+00,1.044615775473704922e+01,-1.652014205864328744e+01
4.400000000000000355e+00,1.156948479466549173e+01,-1.369051517930846273e+01
4.410000000000000142e+00,1.212704630001528194e+01,-1.087387398241650516e+01
4.419999999999999929e+00,1.215030576418193498e+01,-8.198636519092808328e+00
4.429999999999999716e+00,1.170244466155651786e+01,-5.780935141548813938e+00
4.440000000000000391e+00,1.087423214044359021e+01,-3.716480144197892077e+00
4.450000000000000178e+00,9.777791518641153701e+00,-2.073774652252468265e+00
4.459999999999999964e+00,8.538701999738368187e+00,-8.892169756728013352e-01
4.469999999999999751e+00,7.287006382078714317e+00,-1.644860255066408483e-01
4.480000000000000426e+00,6.147783563170333032e+00,1.335661709042622325e-01
4.490000000000000213e+00,5.231981748963296042e+00,7.047965217526132309e-02
4.500000000000000000e+00,4.628191969282198670e+00,-2.606345390870171697e-01
4.509999999999999787e+00,4.395973514968384066e+00,-7.459667288483332603e-01
4.520000000000000462e+00,4.561228989481085350e+00,-1.259444490292406460e+00
4.530000000000000249e+00,5.113976013867910453e+00,-1.672128731533505386e+00
4.540000000000000036e+00,6.008687111918580293e+00,-1.861896871957380295e+00
4.549999999999999822e+00,7.167182483815288663e+00,-1.722720467092313523e+00
4.560000000000000497e+00,8.483876391105493298e+00,-1.172876136290080584e+00
4.570000000000000284e+00,9.833010345171986799e+00,-1.615079889741463937e-01
4.580000000000000071e+00,1.107736728931267045e+01,1.326919761899679084e+00
4.589999999999999858e+00,1.207786013973333539e+01,3.270589279196334687e+00
4.600000000000000533e+00,1.270333196685892752e+01,5.610852097442039721e+00
4.610000000000000320e+00,1.283989683484812261e+01,8.255267241112468568e+00
4.620000000000000107e+00,1.239918935195527716e+01,1.108294030207571801e+01
4.629999999999999893e+00,1.132497335605163435e+01,1.395179477072142227e+01
4.639999999999999680e+00,9.597678885073957389e+00,1.670728107183674993e+01
4.650000000000000355e+00,7.236582286025572408e+00,1.919193966523112493e+01
4.660000000000000142e+00,4.299506013946474248e+00,2.125518737012228243e+01
4.669999999999999929e+00,8.800806400470116975e-01,2.276269272543068567e+01
4.679999999999999716e+00,-2.897229752416508042e+00,2.360474548771750491e+01
4.690000000000000391e+00,-6.883996855681190574e+00,2.370310312410808606e+01
4.700000000000000178e+00,-1.091613624280777195e+01,2.301590669248339438e+01
4.709999999999999964e+00,-1.482311795357761675e+01,2.154039121256539957e+01
4.719999999999999751e+00,-1.843750025465810793e+01,1.931326170868224068e+01
4.730000000000000426e+00,-2.160420307426227282e+01,1.640875528773975844e+01
4.740000000000000213e+00,-2.418897076183002426e+01,1.293455194148218901e+01
4.750000000000000000e+00,-2.608554043289778690e+01,9.025823246467897576e+00
4.759999999999999787e+00,-2.722112630466677174e+01,4.837811341654529862e+00
4.770000000000000462e+00,-2.755994467947814996e+01,5.374050239344810853e-01
4.780000000000000249e+00,-2.710463026197902181e+01,-3.705777730337619147e+00
4.790000000000000036e+00,-2.589552369989895197e+01,-7.728281982910835346e+00
4.799999999999999822e+00,-2.400793434744601740e+01,-1.138118610896013294e+01
4.810000000000000497e+00,-2.154759385979284048e+01,-1.453750405359203413e+01
4.820000000000000284e+00,-1.864460923217158594e+01,-1.709824770915869152e+01
4.830000000000000071e+00,-1.544629380216426284e+01,-1.899686937309594725e+01
4.839999999999999858e+00,-1.210929882542905212e+01,-2.020190698177934152e+01
4.850000000000000533e+00,-8.791485617987376600e+00,-2.071776159157646902e+01
4.860000000000000320e+00,-5.643969763975053233e+00,-2.058364079339991903e+01
4.870000000000000107e+00,-2.803736874867800211e+00,-1.987079747955066722e+01
4.879999999999999893e+00,-3.871774558709877301e-01,-1.867827570760592337e+01
4.889999999999999680e+00,1.515178908849182049e+00,-1.712744062299735859e+01
4.900000000000000355e+00,2.842527558069673610e+00,-1.535561514873615963e+01
4.910000000000000142e+00,3.566131328156614266e+00,-1.350917142841752572e+01
4.919999999999999929e+00,3.690105082360172872e+00,-1.173643010990566893e+01
4.929999999999999716e+00,3.250684102002408427e+00,-1.018070692108259756e+01
4.940000000000000391e+00,2.314088402142489009e+00,-8.973815998866431443e+00
4.950000000000000178e+00,9.731537712272861906e-01,-8.230296176769048344e+00
4.959999999999999964e+00,-6.570544534784412694e-01,-8.042573452885669383e+00
4.969999999999999751e+00,-2.444398315374563424e+00,-8.477213884354291906e+00
4.980000000000000426e+00,-4.245332641201437163e+00,-9.572359881952445804e+00
4.990000000000000213e+00,-5.910815254670510832e+00,-1.133638276057688898e+01
5.000000000000000000e+00,-7.292209797876973099e+00,-1.374772847585667179e+01
5.009999999999999787e+00,-8.246951384617574377e+00,-1.675588424341730587e+01
5.020000000000000462e+00,-8.643776379059726622e+00,-2.028335307405090404e+01
5.030000000000000249e+00,-8.367354740778116806e+00,-2.422849238316765508e+01
5.040000000000000036e+00,-7.322203963793858961e+00,-2.846905230194004233e+01
5.049999999999999822e+00,-5.435805097762148819e+00,-3.286623905552080060e+01
5.060000000000000497e+00,-2.660881314895373606e+00,-3.726912813525196810e+01
5.070000000000000284e+00,1.023164065270184331e+00,-4.151925984395447955e+01
5.080000000000000071e+00,5.609621896749313663e+00,-4.545526461575474997e+01
5.089999999999999858e+00,1.106461072676339263e+01,-4.891738550908806360e+01
5.100000000000000533e+00,1.732789841708123291e+01,-5.175178849337893183e+01
5.110000000000000320e+00,2.431432997142105279e+01,-5.381457561456394956e+01
5.120000000000000107e+00,3.191577568003423337e+01,-5.497543994045266658e+01
5.129999999999999893e+00,4.000351570208048457e+01,-5.512092266729181489e+01
5.139999999999999680e+00,4.843098402789784984e+01,-5.415725053610426443e+01
5.150000000000000355e+00,5.703680490804052994e+01,-5.201274477875142566e+01
5.160000000000000142e+00,6.564806662779724888e+01,-4.863980066567417282e+01
5.169999999999999929e+00,7.408378920663884060e+01,-4.401643933154823429e+01
5.179999999999999716e+00,8.215855254494842086e+01,-3.814743138277219714e+01
5.190000000000000391e+00,8.968625826528415246e+01,-3.106498578176073622e+01
5.200000000000000178e+00,9.648400087415677717e+01,-2.282898900010928500e+01
5.209999999999999964e+00,1.023760212149852009e+02,-1.352677008096479305e+01
5.219999999999999751e+00,1.071977073259243269e+02,-3.272358868279694466e+00
5.230000000000000426e+00,1.107995951543963997e+02,7.794800914447582940e+00
5.240000000000000213e+00,1.130513050751517881e+02,1.951172312553833521e+01
5.250000000000000000e+00,1.138453312920507301e+02,3.169436977851155390e+01
5.259999999999999787e+00,1.131005818831707614e+02,4.414078366341030346e+01
5.270000000000000462e+00,1.107655496722375688e+02,5.663486715305462837e+01
5.280000000000000249e+00,1.068209805920264444e+02,6.895078569203971597e+01
5.290000000000000036e+00,1.012818989833848491e+02,8.085794301196688139e+01
5.299999999999999822e+00,9.419885029706492219e+01,9.212643955086568326e+01
5.310000000000000497e+00,8.565823239927921406e+01,1.025328881778725503e+02
5.320000000000000284e+00,7.578160793024137831e+01,1.118664248897209745e+02
5.330000000000000071e+00,6.472392193858516407e+01,1.199347196699578006e+02
5.339999999999999858e+00,5.267059045391612671e+01,1.265697672328772825e+02
5.350000000000000533e+00,3.983347502489288416e+01,1.316332217402974720e+02
5.360000000000000320e+00,2.644581298488931864e+01,1.350210361348892150e+02
5.370000000000000107e+00,1.275623007535719644e+01,1.366671771257981618e+02
5.379999999999999893e+00,-9.779826538382780932e-01,1.365462118372142299e+02
5.389999999999999680e+00,-1.449809596801345535e+01,1.346746014011673367e+02
5.400000000000000355e+00,-2.755140147996186784e+01,1.311105889637807707e+02
5.410000000000000142e+00,-3.989860289332162324e+01,1.259526322372169602e+02
5.419999999999999929e+00,-5.132082779866237132e+01,1.193364004767840498e+02
5.429999999999999716e+00,-6.162595386978978951e+01,1.114304284541404542e+02
5.440000000000000391e+00,-7.065396698022408373e+01,1.024305910154421753e+02
5.450000000000000178e+00,-7.828111003273546942e+01,9.255362638756665206e+01
5.459999999999999964e+00,-8.442263830855316087e+01,8.202998995906666835e+01
5.469999999999999751e+00,-8.903406681773766707e+01,7.109635880930163410e+01
5.480000000000000426e+00,-9.211087334323832465e+01,5.998812767503825683e+01
5.490000000000000213e+00,-9.368670271193244048e+01,4.893223738339352025e+01
5.500000000000000000e+00,-9.383019794738420671e+01,3.814065646258494979e+01
5.509999999999999787e+00,-9.264065695572948300e+01,2.780479654950329760e+01
5.520000000000000462e+00,-9.024277421303548863e+01,1.809108467636252016e+01
5.530000000000000249e+00,-8.678077124917932395e+01,9.137844189467363876e+00
5.540000000000000036e+00,-8.241224434308600166e+01,1.053555668927330213e+00
5.549999999999999822e+00,-7.730206090938823138e+01,-6.083514726662122563e+00
5.560000000000000497e+00,-7.161661726461871069e+01,-1.222441371838553437e+01
5.570000000000000284e+00,-6.551873111469873834e+01,-1.734749397904568369e+01
5.580000000000000071e+00,-5.916338504852829772e+01,-2.145552989041365421e+01
5.589999999999999858e+00,-5.269446675313195527e+01,-2.457222667425005014e+01
5.600000000000000533e+00,-4.624257283914685246e+01,-2.673841552351543527e+01
5.610000000000000320e+00,-3.992386200612437364e+01,-2.800822712251996194e+01
5.620000000000000107e+00,-3.383986593163636059e+01,-2.844551371585659894e+01
5.629999999999999893e+00,-2.807809863054040989e+01,-2.812074754130514975e+01
5.639999999999999680e+00,-2.271325227955759019e+01,-2.710856442555664358e+01
5.650000000000000355e+00,-1.780873368652031985e+01,-2.548605041762762724e+01
5.660000000000000142e+00,-1.341828329022052557e+01,-2.333179223026432325e+01
5.669999999999999929e+00,-9.587428709763742063e+00,-2.072563522561544147e+01
5.679999999999999716e+00,-6.354556551048460733e+00,-1.774902200644152828e+01
5.690000000000000391e+00,-3.751436825176540424e+00,-1.448572618708681681e+01
5.700000000000000178e+00,-1.803099801008265501e+00,-1.102275452191557648e+01
5.709999999999999964e+00,-5.270400323180433055e-01,-7.451169839174290210e+00
5.719999999999999751e+00,6.819951941475288493e-02,-3.866589115953535938e+00
5.730000000000000426e+00,-1.506457101676628163e-02,-3.691356856046483226e-01
5.740000000000000213e+00,-7.614493220062859002e-01,2.937329690563466489e+00
5.750000000000000000e+00,-2.140242709051341397e+00,5.946810736213604009e+00
5.759999999999999787e+00,-4.103358634945371897e+00,8.553646188722900945e+00
5.770000000000000462e+00,-6.583790262529370274e+00,1.065580154612547759e+01
5.780000000000000249e+00,-9.494825776898229819e+00,1.215885143070792296e+01
5.790000000000000036e+00,-1.273025052235812993e+01,1.298044535970616487e+01
5.799999999999999822e+00,-1.616569840956539039e+01,1.305498607840028669e+01
5.810000000000000497e+00,-1.966123770381339497e+01,1.233820442899937753e+01
5.820000000000000284e+00,-2.306518736376438738e+01,1.081129214697476115e+01
5.830000000000000071e+00,-2.621906654649326285e+01,8.484256472321940024e+00
5.839999999999999858e+00,-2.896348874947956986e+01,5.398188635438295080e+00
5.850000000000000533e+00,-3.114473028465905458e+01,1.626190781066321422e+00
5.860000000000000320e+00,-3.262163674559344173e+01,-2.727220475046940429e+00
5.870000000000000107e+00,-3.327248613049776793e+01,-7.528325739792561144e+00
5.879999999999999893e+00,-3.300140713067497700e+01,-1.261802157186847850e+01
5.889999999999999680e+00,-3.174395781587593035e+01,-1.781713470293221135e+01
5.900000000000000355e+00,-2.947150363572425036e+01,-2.293302090667298643e+01
5.910000000000000142e+00,-2.619409244747260601e+01,-2.776714943602616259e+01
5.919999999999999929e+00,-2.196160449398834658e+01,-3.212330307224222992e+01
5.929999999999999716e+00,-1.686305166214697948e+01,-3.581597540190524143e+01
5.940000000000000391e+00,-1.102400655653479689e+01,-3.867852447471357635e+01
5.950000000000000178e+00,-4.602250836971983894e+00,-4.057064718650925528e+01
5.959999999999999964e+00,2.218163377019194193e+00,-4.138477133207801018e+01
5.969999999999999751e+00,9.234152357050517068e+00,-4.105102012886767682e+01
5.980000000000000426e+00,1.623177787980001341e+01,-3.954048324154533134e+01
5.990000000000000213e+00,2.299494767156975428e+01,-3.686662361936646448e+01
6.000000000000000000e+00,2.931419690693143565e+01,-3.308475443964969998e+01
6.009999999999999787e+00,3.499510816315843442e+01,-2.828962821093813318e+01
6.020000000000000462e+00,3.986595349531570065e+01,-2.261128364370643240e+01
6.030000000000000249e+00,4.378419291333654684e+01,-1.620938869143667915e+01
6.040000000000000036e+00,4.664153468651800694e+01,-9.266394532341127643e+00
6.049999999999999822e+00,4.836734946396164503e+01,-1.979870796751444617e+00
6.060000000000000497e+00,4.893032618733517580e+01,5.445575819583282851e+00
6.070000000000000284e+00,4.833835675578446001e+01,1.280639045377843743e+01
6.080000000000000071e+00,4.663673198673748743e+01,1.990777474751073584e+01
6.089999999999999858e+00,4.390481769094520104e+01,2.657065507967491413e+01
6.100000000000000533e+00,4.025145162096350759e+01,3.263762026672726080e+01
6.110000000000000320e+00,3.580935584067778166e+01,3.797760669092737373e+01
6.120000000000000107e+00,3.072889230517818859e+01,4.248918943481108812e+01
6.129999999999999893e+00,2.517150127014378214e+01,4.610242151967676705e+01
6.140000000000000568e+00,1.930315321782473603e+01,4.877924423188566294e+01
6.150000000000000355e+00,1.328811733150904573e+01,5.051256475983363714e+01
6.160000000000000142e+00,7.283306374648795156e+00,5.132415880030084310e+01
6.169999999999999929e+00,1.433403199090897306e+00,5.126160238114338341e+01
6.179999999999999716e+00,-4.133087407079389486e+00,5.039446711277925317e+01
6.190000000000000391e+00,-9.306781507536486586e+00,4.881002596946007088e+01
6.200000000000000178e+00,-1.399933479262461056e+01,4.660871332679658963e+01
6.209999999999999964e+00,-1.814437382851545877e+01,4.389956527723687429e+01
6.219999999999999751e+00,-2.169752205359989716e+01,4.079583703328329847e+01
6.230000000000000426e+00,-2.463563712028430430e+01,3.741095693601158700e+01
6.240000000000000213e+00,-2.695539802892069758e+01,3.385493492628229006e+01
6.250000000000000000e+00,-2.867138994820216880e+01,3.023130098284126888e+01
6.259999999999999787e+00,-2.981383273793120381e+01,2.663460932249829582e+01
6.270000000000000462e+00,-3.042608788982477108e+01,2.314850983764374348e+01
6.280000000000000249e+00,-3.056206038247717061e+01,1.984436127923712334e+01
6.290000000000000036e+00,-3.028358963999705011e+01,1.678034215080400315e+01
6.299999999999999822e+00,-2.965790026969033377e+01,1.400100531426787498e+01
6.310000000000000497e+00,-2.875516118832941714e+01,1.153722021319740243e+01
6.320000000000000284e+00,-2.764618332460075578e+01,9.406450954538025044e+00
6.330000000000000071e+00,-2.640027285976388782e+01,7.613327278561285993e+00
6.339999999999999858e+00,-2.508324973408604563e+01,6.150476405472014463e+00
6.350000000000000533e+00,-2.375563990132014780e+01,4.999594538981924963e+00
6.360000000000000320e+00,-2.247105379733439179e+01,4.132745289910835673e+00
6.370000000000000107e+00,-2.127477129393431809e+01,3.513876730500594459e+00
6.379999999999999893e+00,-2.020256314914487916e+01,3.100548068965268467e+00
6.390000000000000568e+00,-1.927978849093667435e+01,2.845850617630476975e+00
6.400000000000000355e+00,-1.852081500585383012e+01,2.700496142553713064e+00
6.410000000000000142e+00,-1.792881128210104791e+01,2.615029876087585858e+00
6.419999999999999929e+00,-1.749595764310620893e+01,2.542107117327360388e+00
6.429999999999999716e+00,-1.720411187493927940e+01,2.438753570703500184e+00
6.440000000000000391e+00,-1.702594930131673578e+01,2.268512764824127892e+00
6.450000000000000178e+00,-1.692657327864139205e+01,2.003371452913216277e+00
6.459999999999999964e+00,-1.686556372007405358e+01,1.625347996171464082e+00
6.469999999999999751e+00,-1.679939973383712370e+01,1.127631088758967337e+00
6.480000000000000426e+00,-1.668416041403660444e+01,5.151678637782786119e-01
6.490000000000000213e+00,-1.647837809531096553e+01,-1.953783023205346026e-01
6.500000000000000000e+00,-1.614589387942821119e+01,-9.763496867674009705e-01
6.509999999999999787e+00,-1.565854866732303918e+01,-1.790507391377329283e+00
6.520000000000000462e+00,-1.499853653672836096e+01,-2.593104239475539252e+00
6.530000000000000249e+00,-1.416025266998305021e+01,-3.334540334225715608e+00
6.540000000000000036e+00,-1.315148588312911215e+01,-3.963479633226996146e+00
6.549999999999999822e+00,-1.199383589671981554e+01,-4.430265765098204689e+00
6.560000000000000497e+00,-1.072227658175291154e+01,-4.690443053819086217e+00
6.570000000000000284e+00,-9.383836316488187279e+00,-4.708167362931519939e+00
6.580000000000000071e+00,-8.035422275839815498e+00,-4.459283316436337685e+00
6.589999999999999858e+00,-6.740873283027359442e+00,-3.933851220174948704e+00
6.600000000000000533e+00,-5.567381739875442825e+00,-3.137929088927008170e+00
6.610000000000000320e+00,-4.581474986341664390e+00,-2.094451952486309665e+00
6.620000000000000107e+00,-3.844786314521095427e+00,-8.431003157994559905e-01
6.629999999999999893e+00,-3.409872401137770126e+00,5.608905118769356157e-01
6.640000000000000568e+00,-3.316344556596863669e+00,2.048962199813295193e+00
6.650000000000000355e+00,-3.587574382194087086e+00,3.542419818024798328e+00
6.660000000000000142e+00,-4.228209832231422993e+00,4.956420484430142714e+00
6.669999999999999929e+00,-5.222696205950891901e+00,6.204553070879238241e+00
6.679999999999999716e+00,-6.534940395450457018e+00,7.203750594446971078e+00
6.690000000000000391e+00,-8.109189065962636889e+00,7.879244958124887788e+00
6.700000000000000178e+00,-9.872116546255938374e+00,8.169259746658905641e+00
6.709999999999999964e+00,-1.173604091482547140e+01,8.029142415846409975e+00
6.719999999999999751e+00,-1.360311226178195376e+01,7.434662702861950301e+00
6.730000000000000426e+00,-1.537025053019498344e+01,6.384248318175174575e+00
6.740000000000000213e+00,-1.693455643295930102e+01,4.899989505822902380e+00
6.750000000000000000e+00,-1.819888168894093283e+01,3.027317229185331637e+00
6.759999999999999787e+00,-1.907722715857317297e+01,8.333409353875975700e-01
6.770000000000000462e+00,-1.949964103145529393e+01,-1.596084211272064124e+00
6.780000000000000249e+00,-1.941631424274090278e+01,-4.160409649279805500e+00
6.790000000000000036e+00,-1.880061551029950806e+01,-6.749341589252860985e+00
6.799999999999999822e+00,-1.765087111240813300e+01,-9.248402002918654219e+00
6.810000000000000497e+00,-1.599077083228216267e+01,-1.154477768244342606e+01
6.820000000000000284e+00,-1.386836644643990724e+01,-1.353311156807849613e+01
6.830000000000000071e+00,-1.135371712387125953e+01,-1.512089183757810140e+01
6.839999999999999858e+00,-8.535321240985803470e+00,-1.623311805743485436e+01
6.850000000000000533e+00,-5.515550635964255655e+00,-1.681596862468844122e+01
6.860000000000000320e+00,-2.405365989354570910e+00,-1.683925691516645173e+01
6.870000000000000107e+00,6.813635040365098039e-01,-1.629754084447598572e+01
6.879999999999999893e+00,3.633589821426956412e+00,-1.520983677365395614e+01
6.890000000000000568e+00,6.348518567171380411e+00,-1.361797802465805596e+01
6.900000000000000355e+00,8.736420384668683425e+00,-1.158374463042457059e+01
6.910000000000000142e+00,1.072454177290453536e+01,-9.184968422495780160e+00
6.919999999999999929e+00,1.225989845710386383e+01,-6.510880842461143736e+00
6.929999999999999716e+00,1.331081126382240853e+01,-3.657015612714812569e+00
6.940000000000000391e+00,1.386713000653297811e+01,-7.200015680911878713e-01
6.950000000000000178e+00,1.393917922775874274e+01,2.207419002495734972e+00
6.959999999999999964e+00,1.355554459393422206e+01,5.040834130188990514e+00
6.969999999999999751e+00,1.275989436283379597e+01,7.707799951771412417e+00
6.980000000000000426e+00,1.160709136811223097e+01,1.015046672588653642e+01
6.990000000000000213e+00,1.015889316415181831e+01,1.232706314906316614e+01
7.000000000000000000e+00,8.479558472897387844e+00,1.421219292675441004e+01
7.009999999999999787e+00,6.631675562500742416e+00,1.579598341751688828e+01
7.020000000000000462e+00,4.672503017219712618e+00,1.708220781796488907e+01
7.030000000000000249e+00,2.651067520227002650e+00,1.808557392025420896e+01
7.040000000000000036e+00,6.062002535504857903e-01,1.882842882681359953e+01
7.049999999999999822e+00,-1.434381946126919605e+00,1.933716614437155101e+01
7.060000000000000497e+00,-3.453926820291058242e+00,1.963863751192297258e+01
7.070000000000000284e+00,-5.445487438438367356e+00,1.975686286240575029e+01
7.080000000000000071e+00,-7.409890123857671540e+00,1.971030427260659579e+01
7.089999999999999858e+00,-9.353032553451669173e+00,1.950991894661935433e+01
7.100000000000000533e+00,-1.128276527970643173e+01,1.915814158998812999e+01
7.110000000000000320e+00,-1.320564038877377655e+01,1.864887012861638738e+01
7.120000000000000107e+00,-1.512381947263758519e+01,1.796844718460495827e+01
7.129999999999999893e+00,-1.703241898044006319e+01,1.709754909982253324e+01
7.140000000000000568e+00,-1.891753543542074212e+01,1.601382068231089306e+01
7.150000000000000355e+00,-2.075513867511427790e+01,1.469503279826734676e+01
7.160000000000000142e+00,-2.251095231191522572e+01,1.312249605902509586e+01
7.169999999999999929e+00,-2.414136223359311728e+01,1.128444048698030322e+01
7.179999999999999716e+00,-2.559531209132038754e+01,9.179069979297899806e+00
7.190000000000000391e+00,-2.681706554415473676e+01,6.817021744860022991e+00
7.200000000000000178e+00,-2.774964453468690095e+01,4.223003108493943003e+00
7.209999999999999964e+00,-2.833869640665043832e+01,1.436438031668833215e+00
7.219999999999999751e+00,-2.853650454230676914e+01,-1.488971067281262606e+00
7.230000000000000426e+00,-2.830584032861760235e+01,-4.486779555345885129e+00
7.240000000000000213e+00,-2.762336000263141855e+01,-7.480365424632728022e+00
7.250000000000000000e+00,-2.648227793606324454e+01,-1.038637485549359241e+01
7.259999999999999787e+00,-2.489409619211864566e+01,-1.311883250253708333e+01
7.270000000000000462e+00,-2.288923520720850036e+01,-1.559364776505278272e+01
7.280000000000000249e+00,-2.051648745030047039e+01,-1.773321491628934510e+01
7.290000000000000036e+00,-1.784129923483331837e+01,-1.947079345588681676e+01
7.299999999999999822e+00,-1.494296937467317044e+01,-2.075436631874664073e+01
7.310000000000000497e+00,-1.191093094675366970e+01,-2.154970683554048350e+01
7.320000000000000284e+00,-8.840348354504223849e+00,-2.184243818175561458e+01
7.330000000000000071e+00,-5.827311351765907865e+00,-2.163893761712507313e+01
7.339999999999999858e+00,-2.963937085202861699e+00,-2.096601709636962951e+01
7.350000000000000533e+00,-3.336984311477062537e-01,-1.986939603977625879e+01
7.360000000000000320e+00,1.992718532849007573e+00,-1.841106505887864841e+01
7.370000000000000107e+00,3.960761976478082147e+00,-1.666571522183273402e+01
7.379999999999999893e+00,5.534356328862618746e+00,-1.471647055706034735e+01
7.390000000000000568e+00,6.697098658932669757e+00,-1.265020743479881205e+01
7.400000000000000355e+00,7.452248795373519918e+00,-1.055277002464483971e+01
7.410000000000000142e+00,7.821535711841227645e+00,-8.504394510367632165e+00
7.419999999999999929e+00,7.842883408568739334e+00,-6.575636089786385696e+00
7.429999999999999716e+00,7.567231973245252874e+00,-4.824053558691509203e+00
7.440000000000000391e+00,7.054688556750524420e+00,-3.291849528024910043e+00
